source,target,sign,consistency
ABI1,CBL,1,TRUE
ABL1,ABI1,1,TRUE
ABL1,ATR,1,TRUE
ABL1,CBL,1,TRUE
ABL1,PLCG1,-1,TRUE
ABL1,RAD9A,1,TRUE
ABL1,SOS1,1,TRUE
AKR1B1,Enzyme1561__AKR1B1,1,TRUE
AKR1B1,Enzyme9706__AKR1B1,1,TRUE
AKT3,BRAF,-1,TRUE
AKT3,CDKN1A,-1,TRUE
AKT3,GSK3B,-1,TRUE
ATR,DBF4,-1,TRUE
ATR,E2F1,1,TRUE
ATR,KMT2A,1,TRUE
ATR,PRKDC,1,TRUE
ATR,RAD1,1,TRUE
ATR,RAD17,1,TRUE
ATR,RPA2,1,TRUE
ATR,XPC,1,TRUE
BRAF,MAP2K1,1,TRUE
CBL,PLCG1,-1,TRUE
CBL,TYK2,-1,TRUE
CCNE1,CDKN1A,-1,TRUE
CCNE1,E2F1,1,TRUE
CDK1,ABL1,1,TRUE
CDK1,E2F1,1,TRUE
CDK1,EIF4G2,1,TRUE
CDK1,KMT5A,1,TRUE
CDK1,MAP2K1,-1,TRUE
CDK1,NFAT5,1,TRUE
CDK1,RAD9A,1,TRUE
CDK1,RANBP2,1,TRUE
CDK1,RPA2,1,TRUE
CDK1,SIRT1,1,TRUE
CDKN1A,CCNE1,-1,TRUE
CDKN1A,CDK1,-1,TRUE
CDKN1A,FEN1,-1,TRUE
DAG1,PRKCA,1,TRUE
DBF4,MCM7,1,TRUE
DDB1,E2F1,1,TRUE
DDB2,CDKN1A,-1,TRUE
DDB2,XPC,1,TRUE
E2F1,DDB2,1,TRUE
E2F1,FGFR1,1,TRUE
E2F1,HDAC1,1,TRUE
E2F1,RPA2,1,TRUE
E2F1,SIRT1,1,TRUE
E2F1,TFDP1,1,TRUE
E2F1,XPC,1,TRUE
E2F1,YWHAQ,1,TRUE
E2F4,CDK1,-1,TRUE
EIF2AK2,CDK1,-1,TRUE
FGFR1,LDHA,1,TRUE
FGFR1,PDK1,1,TRUE
FGFR1,PIK3R2,1,TRUE
GADD45A,CDK1,-1,TRUE
GADD45A,PCNA,1,TRUE
GSK3B,CCNE1,-1,TRUE
GSK3B,CDK1,-1,TRUE
GSK3B,HSF1,-1,TRUE
GSK3B,MARK2,1,TRUE
GTF2H1,E2F1,-1,TRUE
Enzyme1561__AKR1B1,Metab__Glyceraldehyde_m,1,TRUE
Enzyme9706__AKR1B1,Metab__Glyceraldehyde_c,1,TRUE
HDAC1,SMAD4,-1,TRUE
HDAC1,TRIM28,1,TRUE
HNRNPU,GTF2H1,-1,TRUE
HSF1,PRKDC,1,TRUE
MAP2K1,GSK3B,1,TRUE
NFAT5,AKR1B1,1,TRUE
PDK1,AKT3,1,TRUE
PDK1,PRKCA,1,TRUE
PIK3R2,SOS1,1,TRUE
PLCG1,CDKN1A,1,TRUE
PML,TOPBP1,1,TRUE
PRKCA,ABL1,1,TRUE
PRKCA,ACO1,-1,TRUE
PRKCA,CBL,1,TRUE
PRKCA,DAG1,1,TRUE
PRKCA,DGKD,-1,TRUE
PRKCA,DVL2,1,TRUE
PRKCA,GSK3B,-1,TRUE
PRKCA,PEA15,-1,TRUE
PRKCA,YWHAB,1,TRUE
PRKDC,ABL1,1,TRUE
PRKDC,FH,1,TRUE
PRKDC,HNRNPU,1,TRUE
PRKDC,TRIM28,1,TRUE
RAD1,TOPBP1,1,TRUE
RAD17,MCM7,-1,TRUE
RAD17,RAD9A,1,TRUE
RAD9A,TOPBP1,1,TRUE
RAN,RANBP3,1,TRUE
RANBP2,RAN,1,TRUE
RANBP2,SUMO1,1,TRUE
SIRT1,SUV39H1,1,TRUE
SMAD4,E2F4,1,TRUE
SUMO1,PML,1,TRUE
TFDP1,E2F1,1,TRUE
TOPBP1,ATR,1,TRUE
TOPBP1,RAD9A,1,TRUE
TRIM28,CDKN1A,-1,TRUE
TRIM28,E2F1,1,TRUE
TRIM28,GADD45A,-1,TRUE
TRIM28,PMAIP1,-1,TRUE
TRIM28,SETDB1,1,TRUE
TYK2,EIF2AK2,1,TRUE
XPC,DDB1,1,TRUE
YWHAB,YWHAQ,1,TRUE
YWHAQ,E2F1,1,TRUE
