Node1,Sign,Node2,Weight
AKT1,-1,GSK3A,0.25
AKT1,1,CDK2,0.25
AKT1,1,CHUK,0.25
AKT1,1,MDM2,0.25
AKT1,1,NCL,0.25
AKT1,1,YBX1,0.25
AKT1,1,YWHAQ,0.25
ANO9,1,STAT1,1
ATAD2,1,MYC,1
ATM,1,AKT1,0.25
ATM,1,PPM1G,0.25
ATM,1,PRKDC,1
ATM,1,SP1,1
ATM,1,TFDP1,1
AXIN1,1,MYC,1
BRD4,-1,MYC,1
CCNA2,1,TFDP1,1
CCNE1,1,TFDP1,1
CDC73,-1,MYC,1
CDK1,-1,NCOA3,1
CDK1,1,KAT5,1
CDK1,1,PLK1,1
CDK1,1,SP1,1
CDK2,-1,RUNX1,1
CDK2,-1,SMAD4,1
CDK2,1,AXIN1,1
CDK2,1,CCNA2,1
CDK2,1,E2F5,1
CDK2,1,MYC,1
CDK2,1,NFYA,1
CDK2,1,SP1,1
CDK2,1,TFDP1,1
CHUK,1,MYC,1
COPS5,-1,SMAD4,1
COPS5,1,MDM2,1
COPS5,1,MYC,1
CTCF,-1,AKT1,0.25
CTCF,-1,MYC,1
CUL1,1,CCNE1,1
E2F2,1,CDK1,1
E2F2,1,MYC,1
E2F2,1,PCNA,1
E2F2,1,PLK1,1
E2F2,1,TFDP1,1
E2F3,1,CCNA2,1
E2F3,1,CDK1,1
E2F3,1,MYC,1
E2F3,1,PLK1,1
E2F3,1,TFDP1,1
E2F4,1,CDK1,1
ELAVL1,-1,MYC,1
GSK3A,-1,MYC,1
GSTP1,1,TRAF2,1
HDAC2,-1,MYC,1
HSF1,1,PRKDC,1
IL27RA,1,STAT1,1
KAT2A,1,MYC,1
KAT5,1,ATM,1
KAT5,1,MYC,1
KAT5,1,PRKDC,1
MAPK1,1,CDK2,1
MAPK1,1,CREB3,1
MAPK1,1,MAPK3,1
MAPK1,1,MYC,1
MAPK1,1,PARP1,1
MAPK1,1,RPS6KA1,0.25
MAPK1,1,RPS6KA3,0.25
MAPK1,1,SP1,1
MAPK3,-1,BRD4,1
MAPK3,1,CREB3,1
MAPK3,1,MYC,1
MAPK3,1,RPS6KA1,0.25
MAPK3,1,RPS6KA3,0.25
MAPK3,1,SP1,1
MYC,1,CCNA2,1
MYC,1,CCNE1,1
MYC,1,CUL1,1
MYC,1,HSPA8,1
MYC,1,NCL,1
MYC,1,PCNA,1
MYC,1,SP1,1
MYC,1,TFRC,1
NDN,1,MYC,1
NFYA,1,SP1,1
NMI,-1,MYC,1
NMI,1,STAT1,1
NR2C2,1,CHUK,1
PAK2,-1,MYC,1
PCNA,1,CDK2,1
PIM1,1,MDM2,1
PIM1,1,MYC,1
PLK1,1,MDM2,1
PLK1,1,MYC,1
PPM1G,1,YBX1,0.25
PPP2CA,1,AXIN1,1
PPP2CA,1,MDM2,1
PPP2CA,1,MYC,1
PPP2CA,1,SP1,1
PPP2CB,-1,AKT1,0.25
PPP2CB,-1,ATM,1
PPP2CB,-1,MAPK1,1
PPP2CB,-1,MYC,1
PPP2CB,-1,TRAF2,1
PPP2R5A,1,MYC,1
PPP2R5D,-1,AKT1,0.25
PPP2R5D,-1,AXIN1,1
PPP2R5D,-1,MYC,1
PPP2R5D,1,GSK3A,1
PRKDC,1,AKT1,0.25
PRKDC,1,MDM2,1
PRKDC,1,USF1,1
RFX1,-1,MYC,1
RFX1,-1,PCNA,1
RPS6KA1,1,YBX1,0.25
RPS6KA3,-1,GSK3A,0.25
RPS6KA3,1,YBX1,0.25
RUNX1,-1,MYC,1
SKP2,-1,CCNA2,1
SKP2,-1,CCNE1,1
SKP2,-1,MYC,1
SMAD4,-1,MYC,1
SMARCB1,1,MYC,1
SP1,1,CDK1,1
SP1,1,GSTP1,1
SP1,1,MIF,1
SP1,1,MYC,1
SP1,1,PCNA,1
SP1,1,PIM1,1
STAT1,-1,MYC,1
TAB1,1,CHUK,1
TAB1,1,NR2C2,1
TAB2,1,CHUK,1
TAB2,1,NR2C2,1
TFDP1,1,CCNE1,1
TFDP1,1,CDK1,1
TFDP1,1,PCNA,1
TFDP2,1,E2F2,1
TRAF2,1,CHUK,1
TRAF2,1,NR2C2,1
TRAF2,1,TAB1,1
UBE2I,1,MDM2,1
USF1,1,B2M,1
ZMIZ1,1,MYC,1
