source,target,sign,consistency
AKR1A1,Gene1561__AKR1A1,1,TRUE
AKR1A1,Gene156__AKR1A1,1,TRUE
AKR1A1,Gene9706__AKR1A1,1,TRUE
CREBBP,NFE2L2,1,TRUE
Gene1561__AKR1A1,Metab__HMDB0001051_m,1,TRUE
Gene156__AKR1A1,Metab__HMDB0001851_c,1,TRUE
Gene4834__ALDOA,Metab__HMDB0001051_c,1,TRUE
Gene4834__ALDOA_reverse,Metab__HC00664_c,1,TRUE
Gene7536__ALDOA,Metab__HMDB0001051_c,1,TRUE
Gene7536__ALDOA_reverse,Metab__f1p_c,1,TRUE
Gene9706__AKR1A1,Metab__HMDB0001051_c,1,TRUE
Metab__HC00664_c,Gene4834__ALDOA,1,TRUE
Metab__HMDB0001051_c,Gene4834__ALDOA_reverse,1,TRUE
Metab__HMDB0001051_c,Gene7536__ALDOA_reverse,1,TRUE
Metab__f1p_c,Gene7536__ALDOA,1,TRUE
NFE2L2,AKR1A1,1,TRUE
STAT1,CREBBP,-1,TRUE
STAT1,HSP90AA1,-1,TRUE
