nodes,score,RNA_input
AKT1,1.1893148990243143,0.061779971691451364
AKT2,1.4039767930436067,-0.3406829527098502
ANAPC10,-1.4554634245407791,-0.9542627297379213
ANAPC11,-1.4554634245407791,-0.29131947818864407
ANAPC2,-1.4554634245407791,-0.13674180013153894
ANAPC5,-1.4554634245407791,-0.9066281113984884
ANAPC7,-1.4554634245407791,-0.29169955188149455
ANKRD11,-1.0015651506925969,-0.3565624211193635
ATG13,-1.3655594826651727,-0.43326501583227256
BAD,-1.0015651506925969,0.9365124915726376
BCL2L1,1.0015651506925969,0.29713337332443757
BECN1,-2.2520049804591706,-1.578376521639563
BID,-1.0119307865188323,-0.10030773410989938
BNIP3L,-1.0119307865188323,1.3701843665191882
BRCA1,1.0015651506925969,-1.2056321767731737
BUB1B,1.5915710853275455,-1.9100119921037357
CAMKK2,1.0849808572699897,-0.5023799614472205
CASP2,1.248675921287747,-1.4708744361034405
CCND1,1.9023905247321258,-1.317755825688337
CCND3,1.9023905247321258,-0.0054323742146402485
CDC16,-1.4554634245407791,-0.3566088389527817
CDC23,-1.4554634245407791,-0.3010181432091459
CDC26,-1.4554634245407791,-0.5586350062139347
CDC27,-1.4554634245407791,-1.5895817469961337
CDK1,1.9079859182129508,-0.6265881048440536
CDK6,1.9023905247321258,-0.9373487049148947
CDKN1A,-2.7241682488134558,-0.44966713649195056
CDKN1B,-2.689019894007437,0.30118401556120544
CDKN2C,-2.018650998115757,1.5700410179483104
CHEK1,-1.0015651506925969,-0.5965315449017743
CLK2,1.020189838026357,-0.9398060105513193
DVL1,1.8897568017388364,1.2700798796132093
E2F3,1.6816476121395711,0.5798534064168435
E4F1,-1.0015651506925969,0.12566436677572407
ESPL1,1.9319305509151454,-1.6782372430715307
EZH2,1.007353422518875,-0.7096345489018283
FHL2,1.290030386160245,-1.2774729853693976
FZR1,-3.9150414351662457,0.8599949030800663
GADD45A,-1.4632382236508705,0.711545128662124
GADD45B,-1.4632382236508705,0.44266683096496773
Gene1010__SLC2A1,1.6529055286794618,NA
Gene1010__SLC2A1_reverse,1.474218405488918,NA
Gene1101__NME1_NME2_reverse,1.0046313662252104,NA
Gene1101__NME2_NME1_reverse,1.0046313662252104,NA
Gene1102__orphanReacNH4tn,1.419147176199864,NA
Gene1102__orphanReacNH4tn_reverse,1.1471698579518064,NA
Gene1103__orphanReacNH4tp,1.0764452906736885,NA
Gene1103__orphanReacNH4tp_reverse,1.1471698579518064,NA
Gene1260__UPP1_reverse,1.4549117148587247,NA
Gene1472__B4GALT2,1.9586604664388325,NA
Gene1493__SLC29A1_reverse,1.292264276818233,NA
