metabolite,786-0,A498,A549/ATCC,ACHN,BT-549,CAKI-1,CCRF-CEM,COLO 205,DU-145,EKVX,HCC-2998,HCT-116,HCT-15,HL-60(TB),HOP-62,HOP-92,HS 578T,HT29,IGROV1,K-562,KM12,LOX IMVI,M14,MALME-3M,MCF7,MDA-MB-231/ATCC,MDA-MB-435,MOLT-4,NCI-H226,NCI-H23,NCI-H322M,NCI-H460,NCI-H522,NCI/ADR-RES,OVCAR-3,OVCAR-4,OVCAR-5,OVCAR-8,PC-3,RPMI-8226,RXF-393,SF-268,SF-295,SF-539,SK-MEL-28,SK-MEL-5,SK-OV-3,SN12C,SNB-19,SNB-75,SR,SW-620,T-47D,TK-10,U251,UACC-257,UACC-62,UO-31
4-Guanidinobutanoic acid,0.4716666666666667,0.918,0.134,0.134,0.134,0.885,0.134,2.104,0.6103333333333334,0.134,0.7996666666666666,2.176,0.6533333333333333,1.0086666666666666,0.134,0.134,0.134,0.134,0.134,0.743,1.7086666666666666,0.134,0.6563333333333333,1.0473333333333332,0.551,0.134,4.467666666666666,0.8246666666666667,0.134,1.042,0.134,0.134,0.134,0.134,0.134,0.134,0.2826666666666667,0.134,0.134,0.6553333333333333,0.519,0.134,0.134,0.134,2.2643333333333335,1.528,0.24133333333333334,0.134,0.134,0.134,0.459,0.134,1.0739999999999998,0.21333333333333335,0.7993333333333333,0.9863333333333333,1.0173333333333332,0.134
5-oxoproline,1.6836666666666666,0.94075,0.6515,0.7003333333333334,1.229,1.407,1.0883333333333334,2.13,0.865,0.5623333333333334,5.082,1.6076666666666666,1.205,0.953,1.102,0.4386666666666667,0.47966666666666663,0.3666666666666667,0.855,3.262,3.5036666666666667,0.9873333333333333,6.087,1.4676666666666667,1.3186666666666667,1.5706666666666667,4.186,1.6976666666666667,0.711,3.3143333333333334,0.6206666666666667,0.707,0.7066666666666667,0.3436666666666667,0.9586666666666667,0.38066666666666665,0.7236666666666667,0.689,0.5553333333333333,0.9690000000000001,0.575,0.6713333333333333,2.4573333333333336,0.9453333333333334,4.0344999999999995,6.426,2.4603333333333333,0.8903333333333333,0.314,0.5266666666666666,2.606,0.512,1.4883333333333333,0.8316666666666667,0.697,1.5543333333333333,3.936,0.743
"5,6-dihydrouracil",0.219,0.219,0.219,1.1063333333333334,0.219,0.219,0.219,0.219,0.219,0.219,0.219,0.219,0.219,0.219,0.219,0.219,0.219,0.219,0.219,0.219,0.219,0.9903333333333334,0.219,0.219,0.219,0.7396666666666667,0.47933333333333333,0.219,0.219,0.219,0.219,0.219,0.219,0.219,0.219,0.219,0.292,0.219,0.219,0.219,0.219,0.219,0.886,0.5333333333333333,0.219,0.219,0.219,0.219,0.219,0.219,0.219,0.219,0.219,0.219,0.219,0.219,0.219,0.219
"5,6-Dimethylbenzimidazole",0.8573333333333333,0.71975,0.3065,2.089,0.556,3.0813333333333333,0.167,15.665666666666667,4.197333333333334,0.877,3.3423333333333334,1.9393333333333334,2.1323333333333334,0.667,1.1426666666666667,0.9279999999999999,0.064,0.319,0.3883333333333333,1.1313333333333333,10.309000000000001,0.9163333333333333,1.1153333333333333,1.7673333333333332,3.6003333333333334,1.2096666666666667,1.9406666666666668,0.493,0.7156666666666667,2.389333333333333,0.9206666666666666,1.0803333333333334,3.206,0.2886666666666667,3.3093333333333335,0.42533333333333334,0.5276666666666666,0.45666666666666667,0.6756666666666666,0.4726666666666667,1.5273333333333334,0.21633333333333335,2.5943333333333336,0.897,1.577,1.7556666666666667,4.929666666666667,0.5366666666666666,0.38466666666666666,1.2983333333333333,0.998,2.572,1.7913333333333332,0.5746666666666667,0.6043333333333334,0.745,0.181,0.5333333333333333
5'-s-methyl-5'-thioadenosine,0.086,0.42675,0.5329999999999999,2.255333333333333,0.38866666666666666,1.0096666666666667,1.4946666666666666,0.37833333333333335,0.086,0.086,1.2116666666666667,1.2716666666666667,0.9026666666666666,0.24933333333333335,0.086,0.086,0.086,0.41633333333333333,0.5933333333333333,4.858666666666666,1.0456666666666665,1.9373333333333334,2.212,1.0426666666666666,0.9546666666666667,3.8503333333333334,1.3756666666666666,1.3846666666666667,0.086,1.3993333333333333,0.359,0.086,0.8140000000000001,0.31233333333333335,0.9636666666666667,0.086,1.1303333333333334,0.086,0.43133333333333335,0.16633333333333333,0.086,0.679,0.086,0.086,1.9535,2.5873333333333335,1.101,0.086,0.086,0.086,2.7696666666666667,0.664,0.5403333333333333,0.661,0.33433333333333337,1.575,1.3466666666666667,0.086
6-phosphogluconic acid,0.7256666666666667,1.0354999999999999,0.7545000000000001,0.5893333333333333,0.42133333333333334,0.7046666666666666,0.038,0.7516666666666667,0.7466666666666667,0.5193333333333333,0.9526666666666667,0.33666666666666667,0.326,0.09433333333333334,0.8776666666666667,0.038,0.871,6.404333333333334,0.5396666666666666,0.268,0.5973333333333334,1.129,0.25766666666666665,3.2383333333333333,1.85,0.5756666666666667,0.9323333333333332,0.038,0.5826666666666667,0.5449999999999999,1.4003333333333334,0.687,0.784,0.86,1.052,0.8003333333333333,1.9823333333333333,0.7966666666666666,0.42533333333333334,0.15066666666666667,0.9490000000000001,0.864,0.554,0.5303333333333333,1.417,2.9353333333333333,2.905666666666667,1.4643333333333333,0.7766666666666666,1.916,2.0706666666666664,0.11233333333333334,1.0893333333333335,0.7463333333333333,1.4483333333333333,27.968,1.2449999999999999,0.3586666666666667
acetylphosphate,0.4716666666666667,1.36125,0.131,1.1443333333333334,1.1636666666666666,0.9746666666666667,0.868,0.131,1.0153333333333334,0.7103333333333333,0.7196666666666667,0.565,1.2496666666666667,0.131,0.8086666666666666,0.7583333333333333,1.6196666666666668,0.7776666666666666,0.7543333333333334,0.537,0.768,0.8410000000000001,0.521,0.375,0.131,0.5373333333333333,0.8986666666666666,0.808,0.23566666666666666,0.3496666666666667,1.3566666666666667,0.31,0.7053333333333334,1.0736666666666665,1.143,0.7926666666666666,0.297,1.2573333333333334,1.2233333333333334,0.415,0.657,1.4323333333333335,1.244,0.49833333333333335,0.43666666666666665,0.591,2.1029999999999998,0.574,1.2296666666666667,1.1193333333333333,0.655,1.0043333333333333,0.6586666666666666,1.0523333333333333,0.37433333333333335,0.7706666666666667,0.8746666666666666,1.146
adenine,0.36433333333333334,0.60425,0.071,0.7463333333333333,0.6543333333333333,1.2086666666666666,0.8686666666666667,1.5046666666666666,0.071,0.071,3.2496666666666667,1.7796666666666667,1.0093333333333332,0.36333333333333334,0.071,0.071,0.071,0.21566666666666667,0.475,1.741,2.4283333333333332,1.0936666666666666,4.445,1.2946666666666666,0.8046666666666666,0.753,4.005,1.3216666666666668,0.071,2.360333333333333,0.071,0.071,1.0123333333333333,0.071,1.8186666666666667,0.12966666666666665,0.16299999999999998,0.071,0.5713333333333334,0.305,0.11466666666666667,0.071,0.59,0.071,2.3156666666666665,11.530333333333333,0.881,0.071,0.071,0.071,1.4073333333333333,0.4056666666666667,0.7043333333333334,0.45666666666666667,0.533,1.8913333333333333,2.873666666666667,0.071
adenosine,0.7913333333333333,0.9902500000000001,0.08,1.8963333333333334,0.8996666666666666,1.3096666666666668,0.08,0.591,0.08,0.337,2.0206666666666666,0.715,1.7726666666666666,0.08,1.3523333333333332,0.08,0.08,0.7063333333333333,0.5126666666666667,1.082,1.3176666666666668,0.8606666666666666,3.133,1.444,0.08,1.8583333333333334,1.3203333333333334,0.5016666666666667,0.08,1.4313333333333333,0.29233333333333333,0.08,0.8766666666666667,0.08,0.9573333333333334,0.08,0.17099999999999999,0.10666666666666667,0.58,0.08,0.9063333333333333,0.7496666666666667,0.735,0.08,1.7715,0.5753333333333334,0.8623333333333333,0.08,0.7133333333333333,0.3253333333333333,1.038,0.2593333333333333,0.927,0.5413333333333333,0.5746666666666667,0.47833333333333333,2.716666666666667,1.131
alanine,0.6636666666666666,0.86275,1.2685,2.2386666666666666,0.6286666666666666,1.5250000000000001,0.307,1.559,1.0866666666666667,0.3526666666666667,1.9913333333333334,0.9733333333333333,2.7976666666666667,1.1106666666666667,0.9993333333333333,0.568,0.41333333333333333,0.854,0.77,0.935,3.1193333333333335,2.267666666666667,1.1300000000000001,1.0396666666666667,0.3403333333333333,0.8193333333333334,1.3433333333333333,2.607,0.5266666666666666,0.9376666666666666,0.824,1.0893333333333333,0.43833333333333335,0.676,2.116,0.49266666666666664,0.3486666666666667,0.5986666666666667,0.444,0.9026666666666667,0.7823333333333333,0.9400000000000001,2.898,1.1173333333333333,2.3586666666666667,1.1613333333333333,0.8043333333333333,2.9226666666666667,0.9853333333333333,1.1346666666666667,1.032,0.4806666666666667,1.445,0.6386666666666666,1.1826666666666668,1.1766666666666667,1.775,1.701
allantoin,0.984,1.80725,0.125,1.0773333333333333,1.0896666666666666,0.9520000000000001,0.916,1.1063333333333334,0.7256666666666667,1.1456666666666666,0.8846666666666667,1.0353333333333332,1.0243333333333333,0.6066666666666667,0.684,1.1003333333333334,0.8726666666666667,0.7676666666666666,0.5559999999999999,1.098,1.221,1.28,0.9833333333333333,1.058,0.4376666666666667,1.1566666666666667,1.2763333333333333,0.7556666666666667,0.6553333333333333,0.934,0.7143333333333334,0.4526666666666667,1.0516666666666667,1.0883333333333334,0.9043333333333333,0.869,0.9696666666666667,0.8913333333333333,1.2046666666666666,0.9736666666666667,0.7433333333333333,1.1553333333333333,0.7033333333333334,0.9673333333333334,1.2273333333333334,0.8666666666666667,0.8270000000000001,1.0466666666666666,1.0526666666666666,0.9236666666666666,0.9896666666666667,0.8283333333333334,1.057,0.9346666666666666,0.627,1.089,1.3456666666666666,0.8280000000000001
alpha-D-ribose 5-phosphate,4.612333333333333,0.9455,2.518,5.508,10.685,0.406,0.082,0.082,2.0526666666666666,1.4383333333333332,0.3683333333333333,0.082,0.082,0.082,2.0443333333333333,0.702,1.0803333333333334,4.105666666666667,0.29000000000000004,0.082,0.082,0.43966666666666665,0.563,4.356,0.30766666666666664,0.082,0.082,0.082,0.5363333333333333,0.082,0.082,0.40800000000000003,0.082,0.5406666666666666,0.6416666666666666,0.14733333333333334,0.311,0.33666666666666667,0.30166666666666664,0.16766666666666669,6.793666666666667,0.32833333333333337,0.863,1.255,1.7916666666666667,0.7803333333333333,5.263,0.8823333333333333,0.391,0.37533333333333335,0.082,0.15566666666666668,0.5723333333333334,0.082,0.7603333333333333,2.614,0.082,1.7696666666666667
alpha-keto-glutarate,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.5306666666666666,0.324,0.324,0.7746666666666666,0.5053333333333333,0.324,0.324,1.0876666666666668,0.324,0.324,0.9553333333333334,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.324,0.6056666666666667,0.324,0.324,0.324,0.324,0.324,1.3813333333333333,0.324,0.48000000000000004,0.324,0.324,0.324,1.0156666666666667,0.324
alpha-tocopherol,1.99,1.62825,0.4865,1.635,0.9206666666666666,0.929,0.614,1.1033333333333333,0.811,0.9493333333333334,1.633,0.6956666666666667,1.027,0.4083333333333333,0.755,0.9423333333333334,1.1300000000000001,0.5793333333333333,1.241,0.522,1.1936666666666667,1.0496666666666667,0.629,2.5380000000000003,0.6973333333333334,0.5236666666666666,1.0973333333333333,0.8273333333333334,0.9526666666666667,1.8703333333333334,0.5696666666666667,0.4646666666666667,0.721,1.2253333333333334,1.6913333333333334,0.33166666666666667,1.1323333333333334,0.9626666666666667,0.895,0.5713333333333334,2.082333333333333,1.077,1.588,0.9209999999999999,1.1311666666666667,1.417,2.2303333333333333,0.8573333333333333,1.3203333333333334,1.8276666666666666,0.8866666666666667,0.629,0.5883333333333334,1.3636666666666668,0.5816666666666667,1.321,0.937,0.629
anthranilic acid,1.1153333333333333,1.004,2.9865,1.8516666666666666,0.42533333333333334,1.4223333333333332,0.135,0.9093333333333333,1.1273333333333333,0.5826666666666667,1.3256666666666668,0.691,1.1780000000000002,0.135,1.095,0.20466666666666666,0.765,1.1233333333333333,0.7493333333333333,0.3853333333333333,0.7913333333333333,2.047,0.6476666666666667,1.092,1.1036666666666666,0.7753333333333333,0.43333333333333335,0.27166666666666667,1.5053333333333334,0.7756666666666666,0.7906666666666666,1.607,0.7363333333333333,0.6900000000000001,1.272,0.538,0.5916666666666667,1.1186666666666667,0.18033333333333335,0.4443333333333333,0.7056666666666667,0.8536666666666667,4.7010000000000005,1.7246666666666668,1.3146666666666667,1.1396666666666666,0.8746666666666666,4.136333333333333,0.7746666666666666,1.5463333333333333,0.754,0.135,1.5206666666666666,0.47900000000000004,1.0163333333333333,1.5213333333333334,2.014666666666667,2.4246666666666665
arabinose,1.3243333333333334,0.77825,0.122,0.9766666666666667,2.221333333333333,0.701,0.122,0.38533333333333336,0.4146666666666667,1.0103333333333333,0.122,0.27399999999999997,0.122,0.122,0.4146666666666667,0.122,0.5176666666666667,0.122,0.122,0.122,0.122,0.38633333333333336,0.122,4.001666666666667,0.23633333333333334,0.122,0.17433333333333334,0.122,1.2043333333333335,0.122,0.24,0.122,0.122,0.5446666666666666,0.22533333333333333,0.122,1.0946666666666667,0.122,0.122,0.122,3.102333333333333,0.16233333333333333,0.6246666666666667,0.7556666666666667,2.6671666666666667,0.7083333333333333,1.1913333333333334,0.122,0.122,0.18766666666666668,0.122,0.122,1.33,0.122,0.44233333333333336,1.1453333333333333,0.122,0.25866666666666666
arginine,0.5516666666666666,1.146,1.5225,1.576,0.9696666666666667,1.2066666666666668,0.3983333333333333,1.7113333333333334,1.2713333333333332,0.521,0.958,1.847,1.79,0.5236666666666667,0.6393333333333333,0.6416666666666667,0.64,0.8036666666666666,0.5783333333333334,1.0916666666666668,1.3806666666666667,2.8903333333333334,0.8326666666666667,0.9886666666666667,0.9420000000000001,0.6970000000000001,5.310333333333333,1.0326666666666668,1.2903333333333333,1.053,1.2469999999999999,1.2673333333333332,0.5666666666666667,0.657,1.7096666666666667,0.498,0.3426666666666667,0.644,0.38566666666666666,0.49033333333333334,0.6333333333333333,1.1233333333333333,4.512333333333333,2.259333333333333,1.1236666666666666,3.3529999999999998,1.027,3.7823333333333333,0.9873333333333333,2.0256666666666665,1.022,0.232,1.2223333333333333,0.5816666666666667,1.573,1.1553333333333333,2.975,1.0633333333333332
arginino-succinate,0.2753333333333333,0.091,1.1585,0.091,0.394,0.091,0.3393333333333333,1.0766666666666667,0.091,0.156,0.091,0.523,0.28300000000000003,0.6496666666666666,0.5066666666666667,0.091,0.091,0.421,0.091,0.3713333333333333,0.19166666666666665,0.29733333333333334,0.862,0.6503333333333333,1.369,0.091,3.0953333333333335,0.505,0.091,2.4026666666666667,0.091,0.6673333333333333,0.091,0.091,0.8756666666666666,0.091,0.31266666666666665,0.091,0.091,0.091,0.091,0.091,0.6483333333333333,0.4453333333333333,0.6156666666666667,2.530666666666667,1.5296666666666667,0.091,0.091,0.091,1.321,0.091,0.8310000000000001,0.091,0.091,0.793,0.7526666666666667,0.091
asparagine,0.8446666666666667,1.02675,0.9705,1.274,0.8083333333333333,1.3343333333333334,0.718,3.48,0.8363333333333334,0.441,1.3183333333333334,1.5753333333333335,2.0636666666666668,1.945,0.9076666666666666,0.22733333333333333,0.23199999999999998,0.6653333333333333,0.7576666666666667,7.511000000000001,2.9576666666666664,1.2426666666666666,2.7033333333333336,1.109,0.8976666666666666,0.9146666666666666,6.19,3.519,0.4723333333333333,4.375,0.22433333333333333,0.5256666666666667,0.46099999999999997,0.32766666666666666,1.6673333333333333,0.3496666666666667,0.5386666666666666,0.542,0.16033333333333333,1.4966666666666666,0.579,0.5096666666666667,1.5416666666666667,1.023,3.0296666666666665,3.019,0.921,2.107666666666667,0.234,0.6903333333333334,3.0130000000000003,0.5856666666666667,1.515,0.8436666666666667,1.0733333333333333,1.8236666666666665,4.1643333333333334,1.371
aspartate,2.512,2.4705,0.7745,1.2913333333333334,0.6963333333333334,2.762,0.18333333333333332,1.3356666666666666,0.5556666666666666,0.8043333333333333,8.453666666666667,3.3226666666666667,1.8366666666666667,0.36733333333333335,1.0656666666666665,0.179,0.16933333333333334,0.24466666666666667,0.9296666666666666,2.054666666666667,9.385333333333334,1.1516666666666666,8.873333333333333,2.509333333333333,1.9396666666666667,1.181,6.036333333333333,0.7,0.5746666666666667,4.031000000000001,0.19566666666666666,0.43533333333333335,0.298,0.31933333333333336,1.316,0.23233333333333334,0.9323333333333333,1.0150000000000001,0.4653333333333333,0.2773333333333333,1.0103333333333333,0.2906666666666667,1.8646666666666667,0.553,6.945166666666667,7.711666666666667,1.4646666666666668,0.7036666666666667,0.14466666666666667,0.354,1.4993333333333334,0.9149999999999999,1.7333333333333332,1.286,0.8416666666666667,3.718,9.497333333333334,1.0863333333333334
beta-alanine,2.981333333333333,1.355,0.23049999999999998,1.04,0.28966666666666663,4.190666666666667,0.8743333333333333,5.3213333333333335,3.0216666666666665,0.21566666666666667,5.248333333333333,1.6773333333333333,0.39066666666666666,2.2153333333333336,0.23333333333333334,0.082,0.082,0.10933333333333334,0.082,4.572666666666667,1.1286666666666667,0.3576666666666667,2.7663333333333333,0.5806666666666667,0.082,0.842,1.0173333333333334,1.091,0.082,1.3333333333333333,0.14600000000000002,0.22733333333333333,0.082,0.082,0.082,0.082,0.8686666666666667,0.082,0.082,1.9016666666666666,1.49,0.082,0.082,0.082,0.7951666666666667,0.8253333333333334,0.082,0.082,0.082,0.082,1.0606666666666666,1.2343333333333333,0.082,0.54,0.449,0.32,0.9336666666666666,0.24466666666666664
beta-hydroxypyruvic acid,0.42266666666666663,1.2405,0.052,1.1726666666666667,1.736,1.5593333333333332,1.0336666666666667,0.052,0.5403333333333333,0.8886666666666667,0.82,0.5366666666666666,0.9199999999999999,0.052,0.415,0.5673333333333334,1.7693333333333332,0.6286666666666667,0.44466666666666665,0.35966666666666663,0.9663333333333334,1.1603333333333332,0.35566666666666663,0.052,0.052,0.18966666666666668,1.5863333333333334,0.6413333333333333,0.052,0.549,1.6476666666666666,0.3143333333333333,0.9436666666666667,1.0556666666666668,1.5436666666666667,0.17666666666666667,0.21266666666666667,1.0116666666666667,1.1776666666666666,0.5133333333333333,0.877,1.5446666666666666,0.5383333333333333,0.21633333333333335,0.409,0.9550000000000001,1.6483333333333334,1.4723333333333335,1.0986666666666667,2.0806666666666667,0.8263333333333334,0.19133333333333333,0.8836666666666666,0.9146666666666667,0.16233333333333333,1.4716666666666667,1.2676666666666665,1.4663333333333335
beta-nicotinamide adenine dinucleotide,1.0466666666666666,2.4825,NA,1.0936666666666668,0.42466666666666664,2.631666666666667,NA,1.0673333333333332,0.10066666666666667,0.12833333333333333,2.0060000000000002,1.4429999999999998,3.2346666666666666,NA,0.04566666666666667,0.4666666666666667,0.14600000000000002,0.41133333333333333,0.84,2.437,1.981,1.6713333333333333,2.2646666666666664,1.157,0.9503333333333334,2.3970000000000002,4.331333333333333,0.3353333333333333,NA,1.3186666666666667,0.43433333333333335,0.30866666666666664,1.071,0.6583333333333333,1.3286666666666667,0.32766666666666666,1.2266666666666666,0.24033333333333334,0.7416666666666667,NA,0.6706666666666666,0.619,1.468,0.089,2.1998333333333333,1.4466666666666668,2.3783333333333334,NA,0.6523333333333333,0.2896666666666667,2.2176666666666667,0.755,0.983,1.8066666666666666,0.919,2.013,5.587,0.13933333333333334
