Nodes,AvgAct,RNA_input,mofa_weights,feature_weights,NodeType
ABL1,3.4701073811767613,0.24835872899717384,0.24835872899717384,NA,4
ACO1,-1.9900304039263135,0.40993339954624436,0.40993339954624436,NA,0
ACTB,-2.298819797574731,0.4468360601431579,0.4468360601431579,NA,0
ADAM12,2.2996346378735186,NA,NA,NA,0
ADAM15,2.0927342245958074,0.05333623509349123,0.05333623509349123,2.0927342245958074,1
ANXA1,1.9299643177488968,0.274629610587905,0.274629610587905,1.9299643177488968,1
ANXA2,2.597948764901927,0.8253712100216177,0.8253712100216177,NA,0
APP,2.2812175632712424,0.42684628908359384,0.42684628908359384,2.2812175632712424,2
ARAF,2.903056461318537,0.002225896722624054,0.002225896722624054,NA,0
ARF1,-1.6459319059042425,0.0053226760795021845,0.019880404544665473,NA,0
ARNT,2.5190406688611655,NA,NA,2.5190406688611655,4
ARPC2,-1.9028637113867795,0.14196573060836262,0.14196573060836262,NA,0
ATF1,4.372140369155506,-0.10124041614605972,-0.10124041614605972,4.372140369155506,4
ATF2,2.3543507264720644,NA,NA,2.958575575468587,4
ATF3,3.3863495220433006,NA,NA,3.3863495220433006,4
ATF4,2.6251440079318114,-0.16625472499961996,-0.16625472499961996,3.1176850991147997,4
ATM,1.7715613909830155,NA,NA,NA,0
ATP1A1,2.4288912718128652,0.3028494055603458,0.3028494055603458,NA,0
BBC3,2.736834152117447,-0.03861352139691138,-0.03861352139691138,NA,0
BCAR1,-2.526436480072848,0.47038003057595373,0.47038003057595373,NA,0
BCL10,1.9658292081077953,0.27623050528750925,0.27623050528750925,NA,0
BCL2,-3.5498776776323777,NA,NA,NA,0
BCL2L1,-1.601050215689381,0.050550455442744634,0.08728998514821346,NA,0
BCL2L11,2.736834152117447,NA,NA,NA,0
BECN1,1.6557297467306105,0.1610200996595386,0.1610200996595386,NA,0
BLM,1.601050215689381,NA,-0.029134579938757104,NA,0
BNIP3,2.736834152117447,0.5010097763495176,0.5010097763495176,NA,0
BNIP3L,2.736834152117447,0.3722628902315687,0.3722628902315687,NA,0
BRCA1,1.7991936596293983,-0.1608082975703095,-0.1608082975703095,1.7991936596293983,4
BRCA2,2.526436480072848,NA,NA,NA,0
BRD4,2.264350488411673,0.12684685424892583,0.12684685424892583,NA,4
CALR,2.0916016693933144,0.14058395783413644,0.14058395783413644,2.0916016693933144,1
CAPN2,2.401050226478042,0.5921789127424876,0.5921789127424876,NA,0
CASP3,-1.6030953861511972,-0.08870283550161946,-0.08870283550161946,NA,0
CAT,1.8289945122146984,-0.25013390448124295,-0.25013390448124295,NA,0
CCND1,-1.7060460480590853,0.5627642351337477,0.5627642351337477,NA,4
CCNE1,-1.833016011990624,-0.20025919785670723,-0.20025919785670723,NA,0
CCNE2,-2.0807065119003307,NA,NA,NA,0
CDC25A,-2.490361194028561,NA,NA,NA,0
CDK3,2.6293658218771774,NA,NA,NA,0
CDK4,-1.9875470148981678,-0.043340593289094766,-0.043340593289094766,NA,0
CDKN1A,-1.7060460480590853,0.4453589736650607,0.4453589736650607,NA,0
CDKN1B,2.6871471998954006,-0.15595143891191313,-0.15595143891191313,NA,0
CDKN1C,1.5139486546315986,NA,NA,NA,0
CEBPA,2.706371051126775,NA,NA,2.706371051126775,4
CEBPB,3.839931861414922,0.2624036168855541,0.2624036168855541,3.839931861414922,4
CITED1,1.6211695070435195,NA,NA,NA,0
COL18A1,2.887359170591574,0.3796239639605008,0.3796239639605008,2.887359170591574,1
COL1A1,1.537443436367333,NA,0.020124830025268645,NA,0
COL6A1,2.8081091429280702,0.48695018793859574,0.48695018793859574,2.8081091429280702,1
CREB1,3.8071625397069453,NA,NA,3.8071625397069453,4
CRK,2.751181240963642,0.3760503558067348,0.3760503558067348,NA,0
CSNK2B,2.019449281675068,-0.09462409914645066,-0.09462409914645066,NA,0
CTNNB1,1.6563446161042386,0.2970759330491429,0.2970759330491429,1.6563446161042386,4
CTTN,-1.9028637113867795,0.31215584098517307,0.31215584098517307,NA,0
CUL1,-2.8532512441500386,NA,NA,NA,0
DAG1,1.9174405269256245,0.5924465942990876,0.5924465942990876,2.906442130195314,3
DAPK1,1.601050215689381,NA,NA,NA,0
DAPK3,1.762296082534454,0.36497817030190693,0.36497817030190693,NA,0
DDB1,-2.070989267262702,NA,-0.011424385710480246,NA,0
DDB2,2.0489911731946564,0.004538840101761046,0.004538840101761046,NA,0
DDIT3,2.0694862442162014,0.20573170603944615,0.20573170603944615,2.0694862442162014,4
DDR1,1.751043497807523,-0.14139784017045853,-0.14139784017045853,NA,0
DDR2,1.751043497807523,NA,NA,NA,0
DGKD,-1.587818337258721,0.07321957946957643,0.07321957946957643,NA,0
DLC1,-1.9570860207736394,NA,NA,NA,0
DNM1,1.5687704812957213,NA,NA,NA,0
DNM2,2.7434657607863095,-0.023069513232178967,-0.023069513232178967,NA,0
DNMT3A,-2.350661660807748,-0.2188689599477262,-0.2188689599477262,-2.1933228807538963,4
DPYSL2,-1.640013855605727,0.19569766590110207,0.19569766590110207,NA,0
DUSP1,1.994282483515414,0.5213550824245367,0.5213550824245367,NA,0
DVL1,3.5314222387029446,-0.022729482953720643,-0.022729482953720643,NA,0
E2F1,-3.1184359600873996,-0.09663077853453744,-0.09663077853453744,-3.1184359600873996,4
