source,score,level
2h3mv_c,-0.2925369263093565,4
2hiv_c,0.22247448245746052,4
2octpencoa_m,0.07348953376089579,6
3mhis_c,-0.304888777385013,2
4hexdtetcoa_m,-0.42433188648039616,4
4hexdtricoa_m,-0.42433188648039616,4
5eipencoa_m,-0.42433188648039616,4
5tedtricoa_m,-0.42433188648039616,4
AAK1,0.5014098196690884,2
ABCA1,0.9993558882178374,2
ABCC1,0.8627920291465009,6
ABCC3,-2.1414451039059084,4
ABI1,-0.6853942696028376,3
ABL1,2.7622604043058985,1
ABL2,1.1364220932554754,1
ACADM,-2.0756789168187773,4
ACADVL,-2.012848524276995,4
ACAT1,0.05567274721230465,2
ACLY,-0.8202157153799052,4
ACO1,-3.553060916661125,2
ACOX1,0.2464525490151896,1
ACP1,0.194347487593068,1
ACTA1,0.640951715750272,2
ACTB,-2.060035949768629,2
ACTN1,1.5875945923636838,2
ACTR2,1.6091364493397262,2
ACVR1B,2.1993791331691344,1
ADAM10,0.3671828466212475,0.5
ADAM12,2.091157699915384,3
ADAM15,1.0135915876270538,0
ADAM17,0.14875707415553605,1
ADAM9,2.8709098478370554,3
ADGRG1,-0.6829516950647415,3
ADORA1,1.1136641311829896,3
ADORA2A,1.9880390606782732,3
ADORA2B,1.9880390606782732,3
ADRB2,1.6407213021686675,3
ADSL,-0.8015856804091555,2
AHCYL1,0.14709832188192107,2
AHR,0.15424697101552515,0.3333333333333333
AHSA1,-2.9492774498287933,2
AIMP1,0.29046631492886527,2
AKAP13,-0.6829516950647415,3
AKR1B1,1.513293054993888,2
AKT1,0.8242135172122218,1
AKT1S1,0.5232011737077025,3
AKT2,0.37781703614189255,1
AKT3,0.5896063028495655,1
AMFR,-0.0924280318864472,3
ANAPC1,-0.194347487593068,1
ANAPC10,-0.29402374402217857,2
ANAPC11,-1.3061461708749458,3
ANAPC13,-0.37266036239248446,3
ANAPC2,-1.7274130564721837,2
ANAPC4,-0.29402374402217857,2
ANAPC5,-0.29402374402217857,2
ANAPC7,-0.29402374402217857,2
ANKRD28,-1.50624604536072,2
ANP32A,-1.170582049984519,3
ANXA1,0.9347558681363322,0
ANXA2,2.331859888106437,3
AP2B1,0.7148482792875234,3
AP2M1,-0.9463605953397572,2
APAF1,-1.1837539475621608,2
APBA2,-0.02393936793534442,4
APBB1,-0.8902065717960189,2
APC,-0.194347487593068,1
APEX1,-0.14225412742226454,0
APH1A,-0.13243172374713086,2
APP,0.6268191921077688,0.5
APPL1,0.8828686203061069,2
ARAF,2.4809177297154648,2
AREG,0.5678547814962932,2
ARF1,-1.6100736529524768,3
ARF6,-0.30197258392496207,2.5
ARFIP1,1.4523303725528784,4
ARHGAP1,-0.640951715750272,2
ARHGAP26,0.6829516950647415,3
ARHGAP31,-0.640951715750272,2
ARHGAP32,0.24752799335191472,2
ARHGAP33,-0.640951715750272,2
ARHGAP35,-0.640951715750272,2
ARHGAP5,-0.640951715750272,2
ARHGDIA,-0.640951715750272,2
ARHGDIB,-0.640951715750272,2
ARHGEF1,-0.94237327079326,3
ARHGEF11,-0.6829516950647415,3
ARHGEF12,-0.94237327079326,3
ARHGEF2,0.5142619495495155,2
ARHGEF25,0.640951715750272,2
ARHGEF7,0.8178846342432045,2
ARHGEF9,0.7599009268062235,3
ARID3A,-1.871970665210487,1
ARNT,1.0292768767638,0
ARNTL,-0.7013316429557571,1
ARPC2,-1.7784463860056865,3
ARRB1,1.0765328188287329,2
ARRB2,-1.4594263851253972,3
ASAP1,1.4523303725528784,4
ASAP2,1.4523303725528784,4
ASF1A,-0.33541157393612325,1
ASXL1,0.43809222604348735,1
ATAD5,1.4114058204911446,2
ATF1,1.786451104011663,0
ATF2,1.4794980845515684,0.5
ATF3,1.3307628262291806,0.5
ATF4,1.703242580686792,0.5
ATF6,0.956533156719135,0.3333333333333333
ATG13,0.8893867764122213,2
ATG14,-0.15743603255936997,3
ATG3,0.29766954914665716,3
ATG4D,1.1734492541798545,4
ATG7,0.29766954914665716,3
ATG9A,-0.12629762004512848,2
ATM,1.2781948117144135,1
ATP1A1,1.9717404824556104,5
ATP2B1,0.754505203428514,5
ATP2B4,0.754505203428514,5
ATR,0.02116081239629509,1
ATRIP,0.2558143922241446,1
AURKA,0.2558143922241446,1
AURKB,-0.6596788902384516,1
AVEN,1.079479680117038,3
AXIN1,0.17821561408113,1
AXL,0.2628211667429911,3
B2M,-0.02501457710635805,0
BACE1,-0.02177836218529073,2
BAD,1.2963387751608175,1
BAG2,-1.0264872264468488,2
BAIAP2,-0.3157114587031129,4
BAK1,-0.8893867764122148,2
BAMBI,0.13334208855690327,2
BARD1,0.2558143922241446,1
BAX,-0.8893867764122148,2
BBC3,2.7067147929541004,2
BCAR1,-2.0896366710128893,1
BCL10,1.6096359928713424,1
BCL2,-3.1381259864325854,1
BCL2L1,-1.2963387751608175,1
BCL2L11,2.7067147929541004,2
BCL2L2,0.5213598509999738,3
BCL3,0.16419799211077216,1
BCL6,0.4758774860901015,0
BCR,-0.916012186629432,2
BECN1,1.490356561027271,2
BHLHE40,-0.9451558554597271,0.5
BHLHE41,-0.1785287464134881,1
BID,1.169842315773339,2
BIK,1.169842315773339,2
BIRC2,1.1322461603979068,2
BIRC3,0.5705747835695336,2
BIRC5,1.1837539475621608,2
BIRC6,1.1837539475621608,2
BLM,1.2963387751608175,1
BMI1,0.7740009420783263,2
BMP4,-0.7738780591047528,2
BMPR1A,-0.5124518689152204,1
BNIP2,0.7599009268062235,3
BNIP3,2.7067147929541004,2
BNIP3L,2.7067147929541004,2
BORA,0.0631618240944635,2
BRAF,-0.5190240311705306,2
BRCA1,0.8051217994297024,0.5
BRCA2,2.0896366710128893,1
BRD4,1.9517732192741868,1
BRIP1,0.2558143922241446,1
BRMS1,0.33541157393612325,1
BSG,0.26851635459961143,1
BTG2,0.3134728251914477,1
BTRC,-0.7437723546773509,1
BUB1,-1.5504963534301592,2
BUB1B,-0.09633305568812596,3
CABIN1,-0.2316155528504193,2
CAD,-0.6504281714853548,2
CALM1,1.4109362632283966,1
CALM2,1.7502829536554065,1
CALM3,1.6748735430845947,1
CALR,1.0130430476298202,0
CAMK1,1.7688918281393242,1
CAMK2D,2.7975897894885056,1
CAMK2G,3.485611815256028,1
CAMKK1,0.6474834437327255,2
CAMKK2,0.6474834437327255,2
CAPN1,0.6355438018663176,2
