Nodes,AvgAct,RNA_input,mofa_weights,feature_weights,NodeType
CDC27,-0.29402374402217857,0.1534435612248046,0.20676160315655714,NA,0
CDC42,1.13324796725784,0.12403960605411643,0.12403960605411643,NA,0
CDC7,0.9574286264826207,-0.16960058658540542,-0.16960058658540542,NA,0
CDH1,0.19434748759306802,NA,-0.03341264299078426,NA,0
CDH2,0.19434748759306802,NA,0.19058487263619311,NA,0
CDH3,0.19434748759306802,NA,NA,NA,0
CDH4,0.19434748759306802,NA,NA,NA,0
CDK1,0.668071756956205,-0.10744001934272122,-0.10744001934272122,NA,0
CDK2,0.03422207715078337,0.10106397322457318,0.1270115650433011,NA,0
CDK3,2.3033376021522116,NA,NA,NA,0
CDK4,-1.5309101181130418,-0.043340593289094766,-0.043340593289094766,NA,0
CDK5,0.1565299068138946,0.06620204390124118,0.06620204390124118,NA,0
CDK6,-0.08755753357193875,-0.18724213356225505,-0.18724213356225505,NA,0
CDK8,0.020952874843741785,NA,NA,NA,0
CDK9,0.5051844648854615,-0.0617001272375048,-0.0617001272375048,NA,0
CDKN1A,-1.3509674126243294,0.4453589736650607,0.4453589736650607,NA,0
CDKN1B,2.5964658570920167,-0.15595143891191313,-0.15595143891191313,NA,0
CDKN1C,1.356800262107651,NA,NA,NA,0
CDKN2A,-0.7987815967676635,NA,0.059010717286318896,NA,0
CDKN2B,1.108045917043226,NA,NA,NA,0
CDKN2C,1.108045917043226,0.13826707375215844,0.13826707375215844,NA,0
CDON,1.5559139456343931,NA,NA,NA,0
cdpdag_hs_c,-1.4016076050750965,NA,NA,NA,0
CDR2,-3.1381259864325854,0.018012395949726714,0.018012395949726714,NA,0
CE4798_m,-0.42433188648039766,NA,NA,NA,0
CE4799_m,-0.45064574456716755,NA,NA,NA,0
CE4807_m,-0.45064574456716755,NA,NA,NA,0
CE4808_m,-0.42433188648039794,NA,NA,NA,0
CEBPA,1.105819837409404,NA,NA,2.706371051126775,4
CEBPB,1.568991371262687,0.2624036168855541,0.2624036168855541,3.839931861414922,4
CENPE,0.03020486050879209,0.04633598331733807,0.04633598331733807,NA,0
CFL1,0.36906019759517833,0.06473507717014436,0.06473507717014436,NA,0
CFLAR,0.03283760715856195,0.2865476453678713,0.2865476453678713,NA,0
CHEK1,-0.4654686366356765,-0.2783514400765046,-0.2783514400765046,NA,0
CHEK2,0.18385572585070992,NA,NA,NA,0
CHKA,0.7881324439624796,-0.03275422897316889,-0.03275422897316889,NA,0
CHUK,0.6614084176940759,NA,NA,NA,0
CITED1,1.3136359457277917,NA,NA,NA,0
CKS2,0.4730024637061756,-0.06935145094436924,-0.06935145094436924,NA,0
CLASP1,0.9510540650475721,NA,-0.023459299142174764,NA,0
CLASP2,-0.29402374402218,NA,NA,NA,0
CLK2,0.05151588769851988,-0.3112627649721932,-0.3112627649721932,NA,0
CLOCK,1.1577351558141775,NA,NA,2.833428018353789,4
COL18A1,1.312146206348181,0.3796239639605008,0.3796239639605008,2.887359170591574,0
COL1A1,1.3658681630551386,NA,0.020124830025268645,NA,0
COPS5,-0.2009349991106603,-0.07059473915309875,-0.07059473915309875,NA,4
COPS6,-1.1837539475621608,0.06446772370747851,0.06446772370747851,NA,0
COX5B,-1.079479680117038,-0.21495561861416854,-0.21495561861416854,NA,0
CRADD,0.2831636247488664,NA,NA,NA,0
CREB1,1.5556018672669047,NA,NA,3.8071625397069453,4
CREBBP,-0.20544355527018054,0.16394692616295894,0.16394692616295894,-0.5028002499270882,4
CREM,-0.7167270357137298,0.10882856235727337,0.10882856235727337,-1.7541096979773254,4
CRK,2.4885027536336093,0.3760503558067348,0.3760503558067348,NA,0
CRKL,0.0897931505557805,-0.05087700648368179,-0.15951710994872806,NA,0
CRTC2,1.2756866250743382,0.09268002994965835,0.09268002994965835,NA,0
CRTC3,-0.009527433526689446,NA,NA,NA,0
CRY1,0.6965644288737717,0.007800690338855679,0.007800690338855679,NA,0
CSK,0.14875707415553605,-0.30884061448733946,-0.30884061448733946,NA,0
CSNK1A1,1.5349647318027921,0.16979665750857328,0.16979665750857328,NA,0
CSNK2A1,-1.0035626308812853,-0.029716667397138484,-0.030980144046801324,NA,0
CSNK2B,1.5688581948151745,-0.09462409914645066,-0.09462409914645066,NA,0
CTBP1,-0.6796302978759863,-0.20573689898537306,-0.20573689898537306,NA,4
CTCF,1.060182722607625,-0.32434239581976537,-0.32434239581976537,2.594679288890142,4
CTCF,1.060182722607625,-0.32434239581976537,-0.32434239581976537,2.594679288890142,4
CTDSP1,1.0286481306019575,-0.20806465114144296,-0.20806465114144296,NA,0
CTNNA1,1.2046663762931882,0.4685840326209572,0.4685840326209572,NA,0
CTNNB1,0.6767803451458555,0.2970759330491429,0.2970759330491429,1.6563446161042386,4
CTNND1,0.3801183772155265,0.23968876642035628,0.23968876642035628,NA,0
CTPS2,-0.6504281714853546,NA,NA,NA,0
CTSL,0.7889746397637102,0.5525089826148974,0.5525089826148974,NA,0
CTTN,-1.7784463860056865,0.31215584098517307,0.31215584098517307,NA,0
CUL1,-2.4054414765712746,NA,NA,NA,0
CUX1,-0.7209939074747772,0.021540637326422765,0.021540637326422765,-1.764552392006058,4
CYCS,-1.170582049984519,0.019040599920314007,0.05577999873127119,NA,0
CYLD,-1.5925870073437887,NA,NA,NA,0
CYTH2,-1.4523303725528784,0.00380557024799016,0.00380557024799016,NA,0
DAB2IP,-0.8344294388964687,NA,NA,NA,0
dag_hs_c,-1.4016076050750952,NA,NA,NA,0
dag_hs_e,-1.1011211926659719,NA,NA,NA,0
DAG1,1.7851218806750873,0.5924465942990876,0.5924465942990876,2.906442130195314,3
DAPK1,1.2963387751608175,NA,NA,NA,0
DAPK3,1.3992664521346656,0.36497817030190693,0.36497817030190693,NA,0
DAXX,-0.39955499239057474,-0.008902090152578469,-0.008902090152578469,NA,4
DDB1,-1.871970665210487,NA,-0.011424385710480246,NA,0
DDB2,2.0154788107337125,0.004538840101761046,0.004538840101761046,NA,0
DDIT3,0.8455894993213766,0.20573170603944615,0.20573170603944615,2.0694862442162014,4
DDR1,1.5654017194521666,-0.14139784017045853,-0.14139784017045853,NA,0
DDR2,1.5654017194521666,NA,NA,NA,0
DDX17,0.25636162125044804,-0.11241512032083337,-0.11241512032083337,NA,0
DDX5,0.9341978415003559,-0.057108630215739774,-0.057108630215739774,NA,4
DDX58,-0.008839023717144739,NA,NA,NA,0
DGKD,-2.1568915480866964,0.07321957946957643,0.07321957946957643,NA,0
DGKZ,-2.1568915480866964,-0.04680750002155545,-0.04680750002155545,NA,0
dgmp_c,-0.7794497995290075,NA,NA,NA,0
dgmp_m,-0.049088702496798364,NA,NA,NA,0
DGUOK,-0.049872715341963886,-0.04392906403830532,-0.04392906403830532,NA,0
DHCR24,0.9993558882178374,0.2778642556033905,0.2778642556033905,NA,0
DHFR,-0.1030553622197483,-0.29926698240673233,-0.29926698240673233,NA,0
DIABLO,-1.5449217317320179,-0.056218672810510774,-0.056218672810510774,NA,0
DKK1,1.1705618969560196,NA,NA,NA,0
DLC1,-2.014883003627629,NA,NA,NA,0
DLGAP5,1.2216995742097159,0.03373873404637962,0.03373873404637962,NA,0
DNM1,1.5303388764877397,NA,NA,NA,0
DNM2,2.494264607354687,-0.023069513232178967,-0.023069513232178967,NA,0
DNMT1,-0.03894737291288323,-0.11909854814059931,-0.11909854814059931,-0.0953193630671342,4
DNMT1,-0.03894737291288323,-0.11909854814059931,-0.11909854814059931,-0.0953193630671342,4
DNMT1,-0.03894737291288323,-0.11909854814059931,-0.11909854814059931,-0.0953193630671342,4
DNMT1,-0.03894737291288323,-0.11909854814059931,-0.11909854814059931,-0.0953193630671342,4
DNMT1,-0.03894737291288323,-0.11909854814059931,-0.11909854814059931,-0.0953193630671342,4
DNMT1,-0.03894737291288323,-0.11909854814059931,-0.11909854814059931,-0.0953193630671342,4
DNMT1,-0.03894737291288323,-0.11909854814059931,-0.11909854814059931,-0.0953193630671342,4
DNMT1,-0.03894737291288323,-0.11909854814059931,-0.11909854814059931,-0.0953193630671342,4
DNMT1,-0.03894737291288323,-0.11909854814059931,-0.11909854814059931,-0.0953193630671342,4
DNMT3A,-0.8961889946213382,-0.2188689599477262,-0.2188689599477262,-2.1933228807538963,4
DOCK1,0.640951715750272,NA,NA,NA,0
DOK1,-2.9764636946354432,0.05683040220665015,0.05683040220665015,NA,0
DOK4,0.39743226908677864,NA,NA,NA,0
DPYSL2,-1.5289453144445027,0.19569766590110207,0.19569766590110207,NA,0
DTL,-0.8893867764122199,-0.14480732025334872,-0.14480732025334872,NA,0
DUSP1,1.7112486286274178,0.5213550824245367,0.5213550824245367,NA,0
DUSP3,0.46160708479812784,0.4785196846298826,0.4785196846298826,NA,0
DUSP4,1.1059765110572366,NA,NA,NA,0
DUSP6,-0.15203174665986025,0.03166811207357836,0.03166811207357836,NA,0
DUT,0.11804763587618954,-0.3160785991560432,-0.3160785991560432,NA,0
DVL1,2.8789205529465662,-0.022729482953720643,-0.022729482953720643,NA,0
DVL2,-0.5180378197946399,0.09389793384748632,0.09389793384748632,NA,0
DVL3,-0.19434748759306802,0.22975733000491694,0.22975733000491694,NA,0
DYNLL1,-0.9384433999803816,0.10064081930095169,0.10064081930095169,NA,0
DYRK1B,0.5812381111864984,NA,NA,NA,0
E2F1,-1.274189045482053,-0.09663077853453744,-0.09663077853453744,-3.1184359600873996,4
E2F2,-1.0372548539173427,-0.3520683299440171,-0.3520683299440171,-2.5385658805497897,4
E2F3,-0.9745348120937782,NA,NA,-2.3850655545704575,4
E2F4,-1.0419112868647222,-0.1913161189726346,-0.1913161189726346,-2.5499619822509705,4
E2F6,0.9290664917864873,NA,NA,2.2737868980839813,4
E4F1,1.2963387751608175,-0.27080166220247476,-0.27080166220247476,NA,4
EEF1A1,-1.1030388851427173,-0.1483841885261294,-0.1483841885261294,NA,0
EFNB1,1.0287949334168893,-0.012317647192697238,-0.012317647192697238,-0.31624216871044963,0
EGFR,1.1689744118269954,0.3553494557538208,0.3553494557538208,1.4465785077815843,0
EGLN1,-1.4596432344825003,NA,NA,NA,0
EGLN2,-1.3566236459941816,0.06433419113790814,0.06433419113790814,NA,0
EGR1,2.0735966272810384,0.012290859597281836,0.012290859597281836,5.074897098006967,4
EIF2A,0.8240165957417802,-0.10586035246652899,-0.10586035246652899,NA,0
EIF2AK2,2.9256770083935293,NA,-0.01916266152570499,NA,0
EIF2AK3,1.374148669389594,NA,NA,NA,0
EIF2AK4,-0.5141055932512334,0.2985561113144964,0.2985561113144964,NA,0
EIF2B5,-1.171979374433739,-0.1490082006341799,-0.1490082006341799,NA,0
EIF2S2,-1.2999723998149306,-0.017665503881168398,-0.017665503881168398,NA,0
EIF3F,0.14875707415553605,-0.022832273000899277,-0.022832273000899277,NA,0
EIF3I,0.8975824606750602,-0.028192973509445274,-0.028192973509445274,NA,0
EIF3J,-2.6511955563847303,-0.08945212034305274,-0.09604900414269033,NA,0
EIF4E,2.4224529392363094,-0.16381322290019348,-0.16381322290019348,NA,0
EIF4EBP1,-1.7875809355749421,0.05092629988866923,0.05092629988866923,NA,0
EIF4EBP2,-1.7875809355749421,-0.21711636826487604,-0.21711636826487604,NA,0
EIF4EBP3,1.7875809355749421,NA,NA,NA,0
EIF4G1,1.7875809355749421,0.15034296696637947,0.15034296696637947,NA,0
EIF4G2,-3.1457882353149844,0.155711227214946,0.155711227214946,NA,0
EIF5,1.171979374433739,0.029070304750714995,0.029070304750714995,NA,0
ELAVL1,2.6034699785870288,NA,-0.006871019305051835,NA,0
ELF1,0.20563653130772286,-0.2899583190938397,-0.2899583190938397,0.503272537314145,4
ELF1,0.20563653130772286,-0.2899583190938397,-0.2899583190938397,0.503272537314145,4
ELF4,0.6993748825523778,0.31697884509565116,0.31697884509565116,1.7116422332042056,4
ELF4,0.6993748825523778,0.31697884509565116,0.31697884509565116,1.7116422332042056,4
ELK1,1.570278199363174,NA,NA,1.02698227480833,4
ELK3,1.291912426185579,0.6218143750930459,0.6218143750930459,3.1618119629781516,4
ELK3,1.291912426185579,0.6218143750930459,0.6218143750930459,3.1618119629781516,4
ELK3,1.291912426185579,0.6218143750930459,0.6218143750930459,3.1618119629781516,4
ELK3,1.291912426185579,0.6218143750930459,0.6218143750930459,3.1618119629781516,4
ELK3,1.291912426185579,0.6218143750930459,0.6218143750930459,3.1618119629781516,4
ELK4,1.570278199363174,NA,NA,NA,4
Enzyme10316__ACOX1,-0.5616825940969119,NA,NA,NA,0
Enzyme10316__ACOX1_reverse,-0.588606930367728,NA,NA,NA,0
Enzyme1035__INPP5A,-0.8597141875500061,NA,NA,NA,0
Enzyme1035__INPP5B,-0.8597141875500061,NA,NA,NA,0
Enzyme1035__INPP5E,-0.8597141875500061,NA,NA,NA,0
Enzyme1035__INPPL1,-0.8597141875500061,NA,NA,NA,0
Enzyme1035__SYNJ1,-0.8597141875500061,NA,NA,NA,0
Enzyme10354__ACADM_ECHS1_HADH_ACAA2,-0.5616825940969119,NA,NA,NA,0
Enzyme10355__ACADM_ECHS1,-0.5616825940969119,NA,NA,NA,0
Enzyme10357__ACADVL_HADHA_HADHB,-0.5616825940969119,NA,NA,NA,0
Enzyme10359__ACADVL_HADHA,-0.5616825940969119,NA,NA,NA,0
Enzyme1036__INPP1,-1.2301814355601361,NA,NA,NA,0
Enzyme10362__ACADVL_HADHA_HADHB,-0.5616825940969119,NA,NA,NA,0
Enzyme10364__ACADVL_HADHA_HADHB,-0.5616825940969119,NA,NA,NA,0
Enzyme10365__ACADVL_HADHA_HADHB,-0.5616825940969119,NA,NA,NA,0
Enzyme1037__orphanReacMI1P_Dtn,-0.8597141875499996,NA,NA,NA,0
Enzyme10371__ACADVL_HADHA_HADHB,-0.5616825940969119,NA,NA,NA,0
Enzyme10400__ABCA1,0.8915909846130023,NA,NA,NA,0
Enzyme10490__GPT2_reverse,-0.552561567470253,NA,NA,NA,0
Enzyme10506__CEPT1,-1.0694443928120894,NA,NA,NA,0
Enzyme10506__CHPT1,-1.0694443928120894,NA,NA,NA,0
Enzyme1097__NME1_NME2,-1.5933429898182823,NA,NA,NA,0
Enzyme1097__NME2_NME1,-1.5933429898182823,NA,NA,NA,0
Enzyme114__ADSL,-0.5370788025859516,NA,NA,NA,0
Enzyme1208__INPP5B,-0.8866610013362587,NA,NA,NA,0
Enzyme1208__INPP5E,-0.8866610013362587,NA,NA,NA,0
Enzyme1208__OCRL,-0.8866610013362587,NA,NA,NA,0
Enzyme1208__SYNJ1,-0.8866610013362587,NA,NA,NA,0
Enzyme1208__SYNJ2,-0.8866610013362587,NA,NA,NA,0
Enzyme1210__PLCB3,-1.2529160426292076,NA,NA,NA,0
Enzyme1210__PLCB4,-1.2529160426292076,NA,NA,NA,0
Enzyme1210__PLCD1,-1.2529160426292076,NA,NA,NA,0
Enzyme1210__PLCD3,-1.2529160426292076,NA,NA,NA,0
Enzyme1210__PLCE1,-1.2529160426292076,NA,NA,NA,0
Enzyme1210__PLCG1,-1.2529160426292076,NA,NA,NA,0
Enzyme1210__PLCG2,-1.2529160426292076,NA,NA,NA,0
Enzyme1218__PLCB3,-1.7598281794128094,NA,NA,NA,0
Enzyme1218__PLCB4,-1.7598281794128094,NA,NA,NA,0
Enzyme1218__PLCD1,-1.7598281794128094,NA,NA,NA,0
Enzyme1218__PLCD3,-1.7598281794128094,NA,NA,NA,0
Enzyme1218__PLCE1,-1.7598281794128094,NA,NA,NA,0
Enzyme1218__PLCG1,-1.7598281794128094,NA,NA,NA,0
Enzyme1218__PLCG2,-1.7598281794128094,NA,NA,NA,0
Enzyme1231__PLPP1,-1.2529160426292076,NA,NA,NA,0
Enzyme1231__PLPP2,-1.2529160426292076,NA,NA,NA,0
Enzyme1231__PLPP3,-1.2529160426292076,NA,NA,NA,0
Enzyme125000002__SLC38A2,-1.3029921421243973,NA,NA,NA,0
Enzyme1252__ATP10A,0.25938758626327935,NA,NA,NA,0
Enzyme1338__AKR1B1,1.4290529481351708,NA,NA,NA,0
Enzyme1361__SPHK1,0.9692180098302855,NA,NA,NA,0
Enzyme1361__SPHK2,0.9692180098302855,NA,NA,NA,0
Enzyme1397__SDHA_SDHD_SDHC_SDHB,-0.537078802585952,NA,NA,NA,0
Enzyme1397__SDHA_SDHD_SDHC_SDHB_reverse,-0.49437132422781727,NA,NA,NA,0
Enzyme1437__orphanReacTMNDNCt,0.675470562082537,NA,NA,NA,0
Enzyme1452__SLC27A2,0.7934082380806946,NA,NA,NA,0
Enzyme1542__IDH1,-0.5525615674702534,NA,NA,NA,0
Enzyme1542__IDH2,-0.5525615674702534,NA,NA,NA,0
Enzyme1546__GGT1_reverse,-0.6084170513637951,NA,NA,NA,0
Enzyme1546__GGT7_reverse,-0.6084170513637951,NA,NA,NA,0
Enzyme156__AKR1B1,0.5423878521353456,NA,NA,NA,0
Enzyme1561__AKR1B1,1.307000214024686,NA,NA,NA,0
Enzyme1565__GMPS,0.049050408965799465,NA,NA,NA,0
