source_original,score,level
CBLB,-1.503327875395973,2
CBS,-0.7662416094019063,2
CCAR2,-0.18610037422970369,1
CCL2,0.7676999761480691,4
CCNA2,-0.9366729193466171,1
CCNC,-0.27001331606709944,1
CCND1,-1.7060460480590853,1
CCND3,-1.1636920512260187,1
CCNE1,-1.833016011990624,1
CCNE2,-2.0807065119003307,3
CCNF,0.40959800054938844,3
CCNH,0.7549041682364089,1
CCP110,2.1661048930453433,3
CD40,1.1506875243083894,2
CD44,0.4205574621164683,3
CDC16,-0.35218596494294124,2
CDC20,0.8163089887966188,2
CDC23,-0.35218596494294124,2
CDC25A,-2.490361194028561,2
CDC26,-1.3975585067210512,3
CDC27,-0.35218596494294124,2
CDC42,1.3657588946628592,2
CDC42BPA,-0.26761386423572603,5
CDC7,1.0138842754306254,3
CDH1,0.3227925070505476,1
CDH2,0.3227925070505476,1
CDH3,0.3227925070505476,1
CDH4,0.3227925070505476,1
CDK1,0.8757843947250374,1
CDK2,0.08125516890474903,1
CDK3,2.6293658218771774,1
CDK4,-1.9875470148981678,1
CDK5,0.25028163131206727,1
CDK6,-0.04491927513235537,1
CDK7,2.734597148226527,1
CDK8,-0.07357930976107563,1
CDK9,0.6285194085769422,1
CDKN1A,-1.7060460480590853,1
CDKN1B,2.6871471998954006,2
CDKN1C,1.5139486546315986,2
CDKN2A,-1.0642025397774262,1
CDKN2D,-1.1831574833213905,2
CDON,1.9527468989447394,2
CDS1,-0.8001743578725063,4
CEBPA,2.706371051126775,0
CEBPB,3.839931861414922,0
CENPE,0.08957032236540455,4
CFL1,0.420557462116467,3
CFLAR,-0.048471957960202594,2
CHEK1,-0.45882146083127784,1
CHEK2,0.43334094423098757,1
CHKA,0.9709355288697062,2
CHUK,0.765661283368433,1
CITED1,1.6211695070435195,1
CKS2,0.59280489098175,5
CLASP1,1.009348658008765,4
CLASP2,-0.35218596494294374,2
CLK2,0.06670345094593412,2
CLOCK,2.833428018353789,0
COL18A1,1.4590052309462902,3
COL1A1,1.537443436367333,3
COPS5,-0.10107705795696147,1
COPS6,-1.2449492769847375,2
COX5B,-1.0927543467388896,3
CRADD,0.40522388247973645,2
CREB1,3.8071625397069453,0
CREBBP,-0.5028002499270882,0
CREM,-1.7541096979773254,0
CRK,2.751181240963642,2
CRKL,0.20423447922968993,2
CRTC2,1.6184108324403608,1
CRTC3,0.12315426362467824,2
CRYAB,-0.0010054441274282393,2
CSDE1,-1.9199593802902735,1
CSK,0.27001331606709944,1
CSNK1A1,1.6381874890764152,1
CSNK1G1,0.38821960099870345,1
CSNK2A1,-1.0849350015966377,1
CSNK2B,2.019449281675068,1
CTBP1,-0.9575957395657506,1
CTBP2,-0.8687437253864659,1
CTDSP1,1.0927074037744466,1
CTNNA1,1.2070064805594172,2
CTNNB1,1.6563446161042386,0
CTNND1,0.5276658964750996,2
CTPS1,-0.6194208143629714,2
CTPS2,-0.6194208143629714,2
CTSL,0.8100216709223091,3
CTTN,-1.9028637113867795,3
CUL1,-2.8532512441500386,1
CUL4A,0.420557462116467,3
CXCL1,-2.1511024535386056,2
CYLD,-1.7897777175346117,2
CYTH2,-1.4591874534000269,4
DAB2,2.167422698433064,1
DAB2IP,-1.1055774334728647,1
DAG1,1.9174405269256245,2
DAP3,-0.9732335503285134,4
DAPK1,1.601050215689381,1
DAPK3,1.762296082534454,1
DAXX,-0.5189378904534964,1
DBF4,0.8100216709223196,3
DBI,-0.4170561427347256,4
DDB1,-2.070989267262702,1
DDB2,2.0489911731946564,2
DDIT3,2.0694862442162014,0
DDX5,1.2531658303157458,1
DDX58,0.08759912045615571,1
DGKA,-1.587818337258721,6
DGKD,-1.587818337258721,6
DGKZ,-1.587818337258721,6
DGUOK,-0.26232179883162965,4
DHCR24,0.09075603395349076,2
DHFR,-0.4590197464272448,4
DHX9,1.1096955123253536,3
DIABLO,-1.5085054216663192,3
DIAPH1,0.09712667694013642,2
DKK1,1.2767017433414454,4
DLC1,-1.9570860207736394,3
DLD,-0.4170561427347256,4
DLG1,-2.6436188528675255,2
DLGAP5,1.3784865959204924,4
DNAJB1,-0.18673441877700062,1
DNAJC3,-2.4367676635888595,2
DNM1,1.5687704812957213,3
DNM2,2.7434657607863095,3
DOCK7,0.7342700153457099,2
DOK1,-3.261674407248985,3
DOK4,0.5313434583054925,2
DPYD,-0.5235483978835921,2
DTL,-0.9875932621790836,2
DUSP1,1.994282483515414,2
DUSP16,-3.2999223634474806,2
DUSP3,0.5510833982385882,2
DUSP4,1.2378449004249719,2
DUSP5,-1.512285845005962,2
DUSP6,-0.07811166827943086,1
DUT,-0.19299950271027602,4
DVL1,3.5314222387029446,1
DVL2,-0.6976893089344794,1
DVL3,-0.3227925070505476,1
DYNLL1,-0.9804724671148022,3
DYRK1B,0.645574990801229,2
DYRK2,-1.0904069533588507,1
E2F1,-3.1184359600873996,0
E2F2,-2.5385658805497897,0
E2F3,-2.3850655545704575,0
E2F4,-2.5499619822509705,0
E2F6,2.2737868980839813,0
ECSIT,0.48235971363626656,2
ECT2,0.2383047014952322,3
EEF1A1,-1.1479307384432824,3
EFNB1,1.1180582379279422,3
EGFR,1.5771788507947788,1
EGLN1,-1.6915655594693246,1
EGLN2,-1.629117831439533,1
EGR1,5.074897098006967,0
EIF2A,1.0524386931040597,1
EIF2AK2,3.553016148341572,1
EIF2AK3,1.7330409647264684,1
EIF2AK4,-0.6051054175289674,2
EIF2B5,-1.1401670535429789,3
EIF2S2,-1.306802269330083,2
EIF3I,1.0661198560047487,2
EIF3J,-2.625444537023859,3
EIF4E,2.9594211771004066,1
EIF4EBP1,-1.9388656293678872,2
EIF4EBP2,-1.9388656293678872,2
EIF4G2,-3.2316458029091066,2
EIF5,1.1401670535429789,3
ELAVL1,3.07226710257673,1
ENO1,-1.255588930438356,2
EP300,0.4250261173265538,0
EPB41,-2.5293631420477225,3
EPHB2,-0.2676821016842148,2
EPHB3,0.1506771500204862,3
EPOR,0.8063812059413862,1
EPS15,0.5155422084270268,3
ERBB3,1.2195013136196893,2
ERCC2,-0.9815739678335751,4
ERCC3,-1.1561686900983446,3
EREG,0.9709355288697062,2
ERRFI1,-0.09712667694013652,2
ESCO1,-0.7927465141072431,2
ETS2,2.005319377523244,0
EXOC2,1.7297822066257666,2
EZR,2.2327859531031624,2
FADD,1.2168950848154105,2
FAM83G,-1.7108163339477644,4
FANCC,-0.9604625531377824,2
FANCD2,1.6347975669467039,2
FANCE,0.16577618618059753,3
FANCI,1.1096955123253558,3
FANCL,1.1096955123253558,3
FAS,0.5970788204182336,2
FBLIM1,-0.8559888188787302,3
FBXO31,1.316928817554301,2
FBXO5,1.1282006176963524,3
FBXW7,-0.024169583606244206,1
FEN1,-0.6757578763462784,1
FERMT2,-0.689834211348791,4
FGFR1,-0.7529714294015448,1
FGFR2,-2.6436188528675255,2
FH,0.9727650955993038,1
FHL1,-0.6976893089344794,1
FHL2,-1.3725033702017404,2
FKBP8,0.35911257634366706,2
FLCN,-0.349068707892371,4
FLNA,-0.9358304859355547,2
FN1,0.7342700153457099,2
FNTA,1.3096577489654784,2
FOS,4.83797597254458,0
FOXA1,-0.16739260084056018,2
FOXG1,0.07811166827943086,1
FOXM1,0.742360590472021,0
FOXO1,0.8511734345952868,0
FOXO3,1.8663950962618827,0
FRS2,1.3176491372874508,2
FST,-1.273200809103454,3
FUS,1.3733579366369577,2
FYCO1,1.811418833766472,4
FYN,-1.3872122942980587,1
FZD1,0.7899694035461322,2
FZD6,1.2169671268184634,2
FZD7,2.342145195384572,2
FZD8,1.1699971257025743,3
FZR1,-0.35218596494294124,2
G3BP1,1.7083749170229847,2
G3BP2,1.1661027148808294,3
GAB2,0.7342700153457092,2
GABARAP,0.6132584007402905,2
GABPA,-0.34021297816113666,0
GAD1,-1.9978205898991823,2
GADD45A,-1.8014254384135708,2
GAMT,-0.6771756085309866,2
GAPDH,-0.5191691293108777,1
GATA2,0.8495905614160589,0
GATA3,2.3915264940324925,0
GATA4,0.9903369371717052,0
GCH1,0.025102691289889192,5
GDF11,1.7777882200389061,2
GDF15,0.09712667694013652,2
GEM,-0.25798644793293635,4
Enzyme1014__LDHA,-0.24572412825234288,5
Enzyme1014__LDHA_reverse,-0.6929368099658922,3
Enzyme1026__MTR,0.37330627925028004,1
Enzyme10316__ACOX1,-0.5748508378967992,3
Enzyme10316__ACOX1_reverse,-0.5860537777897217,3
Enzyme10354__ACADM_ECHS1_HADH_ACAA2,-0.5748508378967992,3
Enzyme10357__ACADVL_HADHA_HADHB,-0.5748508378967992,3
Enzyme1036__INPP1,-0.8516898561415388,3
Enzyme10362__ACADVL_HADHA_HADHB,-0.5748508378967992,3
Enzyme10364__ACADVL_HADHA_HADHB,-0.5748508378967992,3
Enzyme10365__ACADVL_HADHA_HADHB,-0.5748508378967992,3
Enzyme1037__orphanReacMI1P_Dtn,-0.4537783151343607,5
Enzyme10371__ACADVL_HADHA_HADHB,-0.5748508378967992,3
Enzyme10400__ABCA1,0.10676310311983786,5
Enzyme10490__GPT2_reverse,-0.6618786885597039,1
Enzyme10507__LCAT,-0.5674400634041087,3
Enzyme10517__SMPD1,-0.8062399382641945,3
Enzyme109__SLC29A1,-0.3595657952956338,1
Enzyme114__ADSL,-0.6542542247783548,1
Enzyme1171__PLD1,0.26362900119926513,5
Enzyme1172__PLD1,0.263629001199265,5
Enzyme1189__PHGDH,-0.9852656658606669,3
Enzyme125000002__SLC38A2,-1.0307638652608577,1
Enzyme1260__UPP1,-0.8680110328484779,3
Enzyme1397__SDHA_SDHD_SDHC_SDHB,-0.6542542247783555,1
Enzyme1397__SDHA_SDHD_SDHC_SDHB_reverse,-0.6332215410821093,1
Enzyme1428__SLC29A1,-0.770774135842598,5
Enzyme1437__orphanReacTMNDNCt,0.8850153597964595,2
Enzyme1452__SLC27A2,3.545600443024404e-4,1
Enzyme1484__CMPK1_reverse,-1.1107142118157198,3
Enzyme1486__CMPK1_reverse,-0.8107507327583906,3
Enzyme1496__orphanReacUTPtn_reverse,1.237034180186579,3
Enzyme156__AKR1B1,-0.12285046165466718,1
Enzyme1561__AKR1B1,0.25149410796419086,1
Enzyme158__SLC27A5,1.1634592435068394,2
Enzyme1584__PFKL_reverse,-0.14647554981114771,3
Enzyme1585__PFKL_reverse,0.7710464794621812,3
Enzyme1597__RRM2B_RRM1_RRM2,-0.17402629246106974,5
Enzyme1597__RRM2B_RRM1_RRM2_reverse,0.2776531324907099,3
Enzyme1598__orphanReacr0480,0.05944544178399761,1
Enzyme1598__orphanReacr0480_reverse,-1.0672293884597106,1
Enzyme1664__orphanReacr0788_reverse,-1.0672293884597106,1
Enzyme1665__orphanReacr0789_reverse,-1.0672293884597106,1
Enzyme172__ASNS,-1.6403525379725294,1
Enzyme17300002__SLC38A2,-1.6056031311768693,1
Enzyme1758__orphanReacr1384,0.325724812222794,1
Enzyme1766__orphanReacr1435,-0.12340935056652372,1
Enzyme1776__orphanReacr1468,-0.45473347870880193,5
Enzyme178__GOT2,-0.7065349055953232,1
Enzyme1785__ABCA1,-0.25358743349172147,3
Enzyme1786__ABCA1,0.5057943358971775,4
Enzyme1788__ABCA1,-0.7707741358426026,5
Enzyme2327__ACOX1,-0.5748508378967992,3
Enzyme2327__ACOX1_reverse,-0.5860537777897217,3
Enzyme2341__PRDX6,-0.5344285407583866,3
Enzyme2341__PRDX6_reverse,-0.5573176464925873,1
Enzyme2346__PKM,-1.4695973838102878,3
Enzyme2346__PKM_reverse,-1.6183164055875476,1
Enzyme241__CDIPT,-0.9161444422599854,1
Enzyme241__CDIPT_reverse,-1.1523617325252005,1
Enzyme254__orphanReacCHOLtr_reverse,0.263629001199265,5
Enzyme255__orphanReacCHSTEROLt3,0.3136383564620679,1
Enzyme2557__ACADVL_HADHA_HADHB,-0.5748508378967992,3
Enzyme2560__ACADVL_HADHA_HADHB,-0.5748508378967992,3
Enzyme2561__ACADVL_HADHA_HADHB,-0.5748508378967992,3
Enzyme2568__ACADVL_HADHA_HADHB,-0.5748508378967992,3
Enzyme2570__ACADVL_HADHA_HADHB,-0.09118894910401687,5
Enzyme2608__ACADM_ECHS1_HADH_ACAA2,-0.5748508378967992,3
Enzyme2611__ACADM_ECHS1_HADH_ACAA2,-0.5748508378967992,3
Enzyme2616__ACADVL_HADHA_HADHB,-0.5748508378967992,3
Enzyme2629__ACADVL_HADHA_HADHB,-0.5748508378967992,3
Enzyme2636__ACADVL_HADHA_HADHB,-0.5748508378967992,3
Enzyme2637__ACADVL_HADHA_HADHB,-0.5748508378967992,3
Enzyme2648__ACADVL_HADHA_HADHB,-0.5748508378967992,3
Enzyme2730__orphanReacAHCYStm,0.0594454417839978,1
Enzyme282800002__SLC5A3,-0.41524212090913437,3
Enzyme313__CDA,-0.5846963922425886,1
Enzyme320__CMPK1_reverse,1.237034180186579,3
Enzyme330__CMPK1,-0.3333998510209459,1
Enzyme330__CMPK1_reverse,-0.9161444422599854,1
Enzyme346__CDA,-0.19895688319201393,1
Enzyme357800002__orphanReacACNAMt2,-0.24655873417031207,1
Enzyme3634__GAD1,-1.5056009669365873,1
Enzyme3636__GOT1,-0.7065349055953227,1
Enzyme3636__GOT1_reverse,-0.8329787208571325,1
Enzyme3658__CTH,-0.5439178234533244,1
Enzyme3659__CBS,-0.6444240852094927,1
Enzyme3711__IMPDH2,-0.5557069105825418,3
Enzyme3712__BCAT1_reverse,-0.280280566286124,1
Enzyme3740__BCAT1,-0.7065349055953227,1
Enzyme3740__BCAT1_reverse,-0.27792260864690277,1
Enzyme3765__RRM2B,-0.7256336448845112,3
Enzyme3766__RRM2B,-0.7256336448845113,3
Enzyme3767__RRM2B,-1.2158623042157668,3
Enzyme3771__RPE,-0.14399478293748033,3
Enzyme3777__TALDO1,0.17194420632553725,1
Enzyme3782__TKT_reverse,-0.20382556636437146,3
Enzyme3805__ATIC_reverse,0.07432466605013967,5
Enzyme3837__TYMS,-0.4932871995424728,5
Enzyme4039__SCARB1,-1.2562198491108119,2
Enzyme4087__LDHA,-0.13113318954857042,5
Enzyme4087__LDHA_reverse,-0.6053834877015019,3
Enzyme4097__LDHA,0.15613955206032357,5
Enzyme4097__LDHA_reverse,-0.38572459537234177,3
Enzyme4173__HEXA_HEXB_GM2A,0.17795912837667732,5
Enzyme4195__NEU3,-0.3690387059417591,3
Enzyme4197__NEU3,-0.3690387059417591,3
Enzyme4200__NEU3,-0.3690387059417591,3
Enzyme4354__ST3GAL5,-0.9161444422599854,1
Enzyme4373__NEU3,-0.24655873417031207,1
Enzyme444__DPYD_reverse,-0.5688980193200011,1
Enzyme4459__LPIN1,-0.6086248115751582,5
Enzyme448__DUT,-0.3437162702519656,3
Enzyme4481__PRDX6,2.0488113880290526,2
Enzyme4481__PRDX6_reverse,1.5281816242470156,4
Enzyme4482__PRDX6_reverse,3.25656124743444,6
Enzyme4741__FH,-0.6542542247783548,1
Enzyme4760__AKR1B1,0.26953653877809175,1
Enzyme4760__AKR1B1_reverse,-0.09458733088838686,3
Enzyme54__A4GALT,-0.28854187636015666,5
Enzyme5471__GAD1,-1.3091445344332375,1
Enzyme5507__AADAT,-0.6618786885597039,1
Enzyme5557__ADA,-0.7245919427122055,3
Enzyme5558__ADA,-0.28717749682925825,5
Enzyme5592__GPT2,-0.7065349055953227,1
Enzyme5592__GPT2_reverse,-1.0081880706166446,1
Enzyme5703__PCYT1A,-0.7256336448845162,3
Enzyme5704__orphanReacCHLtm,-0.07415257913144714,5
Enzyme5710__orphanReacCHOLtg_reverse,0.26362900119926513,5
Enzyme5730__CMAS,-0.8566805128861372,5
Enzyme5761__GOT1,-0.7065349055953227,1
Enzyme5761__GOT1_reverse,-0.8548247840061903,1
Enzyme5767__SLC29A1,-0.37632311222178916,1
Enzyme5769__CMPK1_reverse,-0.9161444422599854,1
Enzyme5771__CMPK1,-1.0276067572579364,3
Enzyme5771__CMPK1_reverse,-0.854999163581437,5
Enzyme5773__CMPK1_reverse,-0.757765429514216,3
Enzyme5778__CMPK1_reverse,-0.725633644884516,3
Enzyme5779__CMPK1_reverse,-0.9161444422599854,1
Enzyme5787__orphanReacDAGt_reverse,-0.6086248115751582,5
Enzyme5812__orphanReacDGK2m,-0.3333998510209461,1
Enzyme5813__DGUOK,-0.41524212090913165,3
Enzyme6197__ACADM,-0.5748508378967992,3
Enzyme6197__ACADM_reverse,-0.5860537777897217,3
Enzyme6198__ACADM,-0.5748508378967992,3
Enzyme6198__ACADM_reverse,-0.5860537777897217,3
Enzyme6222__ACOX1,-0.5748508378967992,3
Enzyme6222__ACOX1_reverse,-0.5860537777897217,3
Enzyme6248__PLD2,-1.1523617325252005,1
Enzyme6254__PLD2,-0.12340935056652359,1
Enzyme6409__ACADM_ECHS1_HADH_ACAA2,-0.5748508378967992,3
Enzyme6494__SLC27A2,0.0031122332909457686,2
Enzyme6508__ACADVL_HADHA_HADHB,-0.5748508378967992,3
Enzyme6517__ACADVL_HADHA_HADHB,-0.5748508378967992,3
Enzyme6539__ACADVL_HADHA_HADHB,-0.09118894910401686,5
Enzyme6561__ACADM_ECHS1_HADH_ACAA2,-0.5748508378967992,3
Enzyme6562__ACADM_ECHS1_HADH_ACAA2,-0.5748508378967992,3
Enzyme6581__orphanReac3MHISc,0.05944544178399761,1
Enzyme6581__orphanReac3MHISc_reverse,-0.6549016814812899,1
Enzyme6584__DBI_reverse,-0.09118894910401688,5
Enzyme6630__orphanReacMETTRANSc_reverse,0.37330627925028004,1
Enzyme675__ACADM,-0.3256349200813426,5
Enzyme72__orphanReacACALDtx,1.3342872988452377,2
Enzyme7319__PSAT1,-1.4022961023408267,1
Enzyme7324__RRM2B,-0.3333998510209459,1
Enzyme7328__TKT,-0.44493844579247804,3
Enzyme7328__TKT_reverse,0.17194420632553725,1
Enzyme7347__GOT1_reverse,-0.4054407344808382,1
Enzyme7350__GOT1_reverse,-0.5039345742067707,1
Enzyme7546__GAPDH_reverse,-0.1489682910402622,3
Enzyme7548__SHMT1,-0.5106708944507514,1
Enzyme7548__SHMT1_reverse,-0.12340935056652359,1
Enzyme7551__ABCC1,0.2636290011992675,5
Enzyme756__GAMT,0.05944544178399761,1
Enzyme756__GAMT_reverse,-1.0672293884597106,1
Enzyme7572__GMPS,-0.7598076669205946,1
Enzyme7573__GCH1,-0.3308467052195634,4
Enzyme7575__BCAT1,-0.7065349055953227,1
Enzyme7575__BCAT1_reverse,-0.6905401429572365,1
Enzyme7706__HPRT1,-0.4323476975197224,3
Enzyme7779__ABCA1,0.6596427421964649,4
Enzyme7793__B4GALNT1,-0.7256336448845159,3
Enzyme7844__PTGES3,0.09712667694013714,2
Enzyme7988__NEU3,-0.3690387059417591,3
Enzyme7990__NEU3,-0.3690387059417591,3
Enzyme7993__SPHK1,0.39085386196835353,5
Enzyme8417__THRA,-0.5106708944507514,1
Enzyme8662__ABCC3,-2.481377537138147,3
Enzyme889__SLC27A5,-0.029495820029292345,1
Enzyme9058__GCLC_GCLM,-0.7556135435192392,1
Enzyme9099__orphanReacH2O2tly_reverse,2.0488113880290526,2
Enzyme917500002__SLC7A1,0.2657977380612113,1
Enzyme922200002__SLC38A2,0.37330627925028004,1
Enzyme9327__SLC27A5,-0.38395866785323096,1
Enzyme9340__UMPS_reverse,-1.0524751065746403,1
Enzyme9376__PLD1,-0.07415257913144714,5
Enzyme9432__PRDX6,1.519613726089967,3
Enzyme9439__PTDSS1,-0.5145958700464991,3
Enzyme9440__PTDSS2,-0.5145958700464982,3
Enzyme9440__PTDSS2_reverse,-0.12340935056652359,1
Enzyme9532__MDH1,-0.5901151361872176,3
Enzyme9532__MDH1_reverse,-0.11115749567932517,5
Enzyme959100002__SLC38A2,-0.20637190952337603,1
Enzyme9630__CMPK1_reverse,-0.8107507327583906,3
Enzyme965__GOT1,-0.7065349055953227,1
Enzyme965__GOT1_reverse,-0.6618786885597039,1
Enzyme966__GAD1,-1.5798246190056087,1
Enzyme9683__GPT2,-0.7065349055953232,1
Enzyme9698__CTH,-1.2025859712949376,3
Enzyme9706__AKR1B1,0.25149410796419075,1
Enzyme9741__RRM2B_RRM1_RRM2,-0.5914102166387167,5
Enzyme9741__RRM2B_RRM1_RRM2_reverse,-1.048698390687414,3
Enzyme9742__RRM2B_RRM1_RRM2,-0.9322487284567674,1
Enzyme9742__RRM2B_RRM1_RRM2_reverse,0.33998732390689457,3
Enzyme985__SLC27A5,0.6776082766737552,2
Enzyme986__SLC27A5,0.6627814046506968,2
Enzyme989__SLC27A5,-1.0927543467388894,3
Enzyme990__PLA2G4A,-0.6193074149521799,1
Enzyme9907__ABCA1,0.866512714958898,4
Enzyme9908__ABCA1,-0.4421464377808712,3
Enzyme9910__ABCA1,0.4948026009556468,4
Enzyme9912__ABCA1,-0.5065407784251302,3
Enzyme9913__ABCA1,0.0062489333646648495,4
Enzyme9914__ABCA1,-0.23771372767060306,3
GFPT1,-0.6194208143629716,2
GIT1,2.2327859531031624,2
GLUD1,-0.6194208143629719,2
GLUL,-0.43242128159657306,2
GNA12,0.09712667694013637,2
GNA13,0.5883706397671898,2
GNAI1,1.8299422731488433,2
GNAI2,1.6156436982955538,2
GNAQ,2.1047694759127284,2
GNAS,1.54296971310192,2
GNB1,0.19639136106924263,3
GNB2,1.4998142436906385,3
GNB3,0.12011853581657499,3
GNG12,-1.369018728309194,2
GOLGA3,1.233531113986546,4
GPHN,1.0171130347216684,4
GPI,-0.25691136986664054,4
GPSM3,-1.259344965769701,3
GPX1,0.614231478166769,3
GRB10,2.093915486490186,2
GRB2,2.2919308928702082,2
GRIPAP1,1.5983144558862803,2
GSK3A,0.9736545381232655,1
GSK3B,1.6501524114158077,1
GSN,0.7903510411259489,3
GSTP1,1.1506875243083894,2
GTF2B,-0.04571698073042302,2
GTF2F1,0.6331594810355894,2
GTF2H1,2.070989267262702,1
GTF2H4,1.3158732653199416,2
GTF2I,1.449616389565465,0
HABP4,-0.09859929725735285,1
HBP1,-1.0251912564081516,0
HDAC1,-0.9884163612677012,0
HDAC2,1.3970161774895102,1
HDAC3,-3.2990076206163077,1
HDAC4,-1.642710048333766,1
HDAC5,-1.642710048333766,1
HDAC6,-0.11919283008987139,1
HDAC7,-0.25791926287959627,2
HDAC9,0.1545605696176215,1
HERC2,-0.8654024377181745,3
HES1,1.4846122312923817,0
HES6,-0.23726023019244283,1
HGS,0.5363923477981807,1
HIF1A,6.988544788005606,0
HINFP,1.9519280574365923,2
HIPK2,0.8318880550423718,1
HK1,-0.72146013884965,2
HK2,-0.72146013884965,2
HMGA2,2.6459704335960095,0
HMGB1,2.118234602451979,1
HMGN1,1.5240801298375153,2
HNRNPK,1.601050215689381,1
HNRNPU,-1.3158732653199416,2
HOXA10,-0.11826919214567415,0
HOXB7,1.646791987079248,2
HRAS,3.195070365914221,1
