source,score,level
SMAD3,3.2601455604015253,1
SMAD4,0.22605207790222953,1
YY1,1.2159448755880786,1
IRF1,0.05322947211832107,1
FOS,0.516480793235444,1
ETS1,1.3293608441054225,1
ETV4,4.063129482487275,1
NFIC,-0.4042549745801678,1
GATA4,0.8750953126216163,1
GATA6,0.3874852810379682,1
JUN,2.2229743345052073,1
PPARG,-0.14913827716699532,1
SP1,3.0234704003274944,1
EGR1,1.4847096354070564,1
NR2F1,1.3511268266868206,1
JDP2,-3.287200675001214,1
USF1,0.5094036231212309,1
DDIT3,0.4117266639801157,1
ATF4,2.132602916748823,1
ATF3,1.2778674595737372,1
MAZ,0.9731782358657307,1
RUNX1,0.04106647584325956,1
HHEX,-0.8750953126216163,1
TBP,1.7925267034736325,1
IRF2,0.1833354464227208,1
TP73,-2.130058321605202,1
E2F4,-2.295681310741007,1
MSX1,-1.6249050465160826,1
RUNX2,1.652398815398895,1
ID1,0.14066670410451945,1
LITAF,0.8750953126216163,1
ATF2,1.750125877475542,1
HSF1,-0.5200330760993515,1
MEF2A,-1.0421370164743757,1
WT1,0.6102972131347175,1
JUND,1.906014777445573,1
MAX,-1.316311254601001,1
MYC,-0.774568470542793,1
SP3,3.350900542915071,1
CEBPD,0.41392914514451795,1
STAT6,0.9806999892044796,1
BRCA1,0.8750953126216163,1
CREB1,0.36398274372378614,1
ID2,-2.325658172531483,1
ID3,-0.715605698962131,1
SREBF1,0.9333190516954466,1
HIF1A,1.0280138808336103,1
CREBBP,-1.6249050465160826,1
STAT3,2.113033925928987,1
STAT1,3.0299906724209578,1
STAT5A,0.5160200147097193,1
RB1,0.8750953126216163,1
E2F1,-0.3064193710144913,1
ETS2,0.1442816755075302,1
MEF2C,0.8383713431011337,1
NR4A1,2.3907579570173723,1
MYB,-0.8151461440647596,1
CEBPA,1.3090321574901975,1
SMAD7,0.7958848325440039,1
AHR,-0.1911357885611602,1
TFAP2A,1.1151371888412573,1
CTCF,0.937237275053173,1
DNMT1,-0.7204029881370854,1
HR,2.263185218945515,1
NCOA1,0.8750953126216163,1
NCOR2,-0.937237275053173,1
STAT5B,-0.7252925300329143,1
ELF3,0.49579734123695146,1
YBX3,-0.937237275053173,1
NFKBIE,0.29129996721653967,1
REL,0.23624984396269783,1
LEF1,1.095364687623085,1
MITF,0.8750953126216163,1
TBX2,0.45302276662702046,1
GABPA,0.8750953126216163,1
ZNF148,-2.0850597368911665,1
VDR,0.8750953126216163,1
KLF5,1.2737241192729565,1
NR1H3,0.8750953126216163,1
NR3C1,1.2540390423466892,1
KDM5A,-1.771750206831096,1
TFE3,1.3758188243853537,1
TTF1,0.5402823451620793,1
CREM,0.4841910777694839,1
USF2,0.25644676944958505,1
NFKB2,-1.2532851326932508,1
NR1H2,0.8750953126216163,1
TAF1,-0.38420935461243444,1
NKX3-1,0.8750953126216163,1
TBPL1,-1.7666951720296036,1
PPARA,1.4216009418181526,1
NFATC1,2.104461848224633,1
ZEB1,1.6949652706567677,1
SMAD2,0.05850605122962632,1
KLF2,0.06316296815513057,1
HIPK2,-2.132602916748823,1
ELK3,0.8750953126216163,1
RARA,0.22488043029201707,1
MECOM,0.2995297605874392,1
SOX9,-0.8750953126216163,1
SIRT1,-0.29129996721653967,1
ZBTB7B,-0.31186226555194096,1
JUNB,0.8750953126216163,1
SMARCA1,2.325658172531483,1
HBP1,1.8058335409066424,1
NFATC2,0.4417635072600322,1
TWIST2,0.43044132557380765,1
BHLHE40,-0.8750953126216163,1
NR4A2,0.3079299160766972,1
FOSL1,0.12754873831999725,1
MBD2,0.9240020370742537,1
