Node1,Node2,Sign,edgeID
ATF2,TIMP1,1,ATF2_TIMP1
JUN,SP1,1,JUN_SP1
SP1,JUN,1,SP1_JUN
ATF2,TGFB1,1,ATF2_TGFB1
ATF2,ATF4,1,ATF2_ATF4
ATF4,ATF2,1,ATF4_ATF2
SP1,SNAI2,1,SP1_SNAI2
ZEB1,FN1,1,ZEB1_FN1
ZEB1,VIM,1,ZEB1_VIM
SP3,VIM,1,SP3_VIM
TCF7L2,RUNX2,1,TCF7L2_RUNX2
NFATC1,FN1,1,NFATC1_FN1
PPARD,TGFB1,1,PPARD_TGFB1
SP1,NFATC1,1,SP1_NFATC1
SP1,SMARCA1,1,SP1_SMARCA1
JUN,SP3,1,JUN_SP3
RUNX2,LGALS3,1,RUNX2_LGALS3
HMGA2,HMGA2,1,HMGA2_HMGA2
JUN,LIF,1,JUN_LIF
JUN,PPARD,1,JUN_PPARD
STAT3,SP1,1,STAT3_SP1
SMAD3,VEGFA,1,SMAD3_VEGFA
ETV4,VEGFA,1,ETV4_VEGFA
JUND,TGFB1,1,JUND_TGFB1
NFATC1,ICAM1,1,NFATC1_ICAM1
KLF10,TGFB1,1,KLF10_TGFB1
RUNX2,FN1,1,RUNX2_FN1
ATF4,VIM,1,ATF4_VIM
SNAI2,RUNX2,1,SNAI2_RUNX2
RUNX2,SNAI2,1,RUNX2_SNAI2
DNMT3A,TIMP2,-1,DNMT3A_TIMP2
STAT1,SMAD3,1,STAT1_SMAD3
PPARD,CALR,1,PPARD_CALR
JDP2,VIM,-1,JDP2_VIM
HMGA2,VIM,1,HMGA2_VIM
ATF4,RUNX2,1,ATF4_RUNX2
NFATC1,VEGFA,1,NFATC1_VEGFA
MTA1,MTA1,1,MTA1_MTA1
SP1,SMAD3,1,SP1_SMAD3
JUN,NR4A1,1,JUN_NR4A1
NR4A1,JUN,1,NR4A1_JUN
SP1,ADAM15,1,SP1_ADAM15
SP1,SERPINE2,1,SP1_SERPINE2
SP1,ATF2,1,SP1_ATF2
ATF2,FN1,1,ATF2_FN1
NFATC1,TIMP1,1,NFATC1_TIMP1
KLF10,RUNX2,1,KLF10_RUNX2
SNAI2,STAT1,1,SNAI2_STAT1
SP3,APP,1,SP3_APP
STAT3,STAT1,1,STAT3_STAT1
STAT1,STAT3,1,STAT1_STAT3
ID2,LGALS1,-1,ID2_LGALS1
PPARD,VEGFA,1,PPARD_VEGFA
SNAI2,VIM,1,SNAI2_VIM
DNMT3A,VEGFA,-1,DNMT3A_VEGFA
SP1,JUND,1,SP1_JUND
MTA1,VIM,1,MTA1_VIM
TFAP4,FN1,1,TFAP4_FN1
RUNX2,THBS1,1,RUNX2_THBS1
SP1,THBS1,1,SP1_THBS1
SP1,GNAI2,1,SP1_GNAI2
PPARD,NAMPT,1,PPARD_NAMPT
JUN,JUND,1,JUN_JUND
ATF4,STAT3,1,ATF4_STAT3
SP1,LGALS3,1,SP1_LGALS3
HMGA2,JUN,1,HMGA2_JUN
HR,LAMB1,1,HR_LAMB1
ETV4,VIM,1,ETV4_VIM
SMARCA1,LGALS1,1,SMARCA1_LGALS1
JUN,ICAM1,1,JUN_ICAM1
STAT3,LIF,1,STAT3_LIF
ETV4,ETV4,1,ETV4_ETV4
HR,FN1,1,HR_FN1
SP1,PSAP,1,SP1_PSAP
SP3,PSAP,1,SP3_PSAP
SP3,TIMP1,1,SP3_TIMP1
ETV4,TIMP2,1,ETV4_TIMP2
JUN,NAMPT,1,JUN_NAMPT
JUN,RUNX2,1,JUN_RUNX2
JUN,TIMP2,1,JUN_TIMP2
MTA1,SNAI2,1,MTA1_SNAI2
NR4A1,TIMP2,1,NR4A1_TIMP2
PPARD,TIMP1,1,PPARD_TIMP1
SP1,COL18A1,1,SP1_COL18A1
SP1,MTA1,1,SP1_MTA1
SP1,NR4A1,1,SP1_NR4A1
SP3,TIMP2,1,SP3_TIMP2
STAT1,APP,1,STAT1_APP
STAT1,TIMP1,1,STAT1_TIMP1
TCF4,JUN,1,TCF4_JUN
TCF4,VEGFA,1,TCF4_VEGFA
TCF4,VIM,1,TCF4_VIM
TCF7L2,SNAI2,1,TCF7L2_SNAI2
STAT3,TCF7L2,1,STAT3_TCF7L2
TCF7L2,STAT3,1,TCF7L2_STAT3
SP3,TGFB1,1,SP3_TGFB1
SP1,COL6A1,1,SP1_COL6A1
SP1,RUNX2,1,SP1_RUNX2
TCF7L2,VIM,1,TCF7L2_VIM
SMAD3,COL6A1,1,SMAD3_COL6A1
SMAD3,TIMP1,1,SMAD3_TIMP1
SMAD3,VIM,1,SMAD3_VIM
JUN,COL6A1,1,JUN_COL6A1
NFATC1,LIF,1,NFATC1_LIF
ZEB1,TGFB1,1,ZEB1_TGFB1
ETV4,TGFB1,1,ETV4_TGFB1
MTA1,GNAI2,1,MTA1_GNAI2
NFATC1,LTBP3,1,NFATC1_LTBP3
PPARD,FN1,1,PPARD_FN1
STAT1,HSPG2,1,STAT1_HSPG2
STAT3,FN1,1,STAT3_FN1
STAT3,APP,1,STAT3_APP
STAT3,HRAS,1,STAT3_HRAS
TCF4,ID2,-1,TCF4_ID2
JUN,LAMB1,1,JUN_LAMB1
JUN,STAT3,1,JUN_STAT3
TCF7L2,VEGFA,1,TCF7L2_VEGFA
TCF7L2,ZEB1,1,TCF7L2_ZEB1
TCF7L2,JUN,1,TCF7L2_JUN
TFAP4,VIM,1,TFAP4_VIM
STAT3,ANXA1,1,STAT3_ANXA1
STAT3,HMGA2,1,STAT3_HMGA2
PBX1,PBX1,1,PBX1_PBX1
PBX1,VIM,1,PBX1_VIM
STAT1,SEMA4B,1,STAT1_SEMA4B
THBS1,ITGAV,1,THBS1_ITGAV
THBS1,ITGA3,1,THBS1_ITGA3
THBS1,SCARB1,1,THBS1_SCARB1
ADAM15,ITGAV,1,ADAM15_ITGAV
ADAM15,ITGA5,1,ADAM15_ITGA5
FN1,ITGAV,1,FN1_ITGAV
FN1,ITGA5,1,FN1_ITGA5
FN1,ITGA3,1,FN1_ITGA3
FN1,ITGB8,1,FN1_ITGB8
LAMB1,ITGA3,1,LAMB1_ITGA3
LAMB1,ITGAV,1,LAMB1_ITGAV
LAMB1,ITGB8,1,LAMB1_ITGB8
LAMB1,ITGB4,1,LAMB1_ITGB4
LAMC1,ITGA3,1,LAMC1_ITGA3
LAMC1,ITGAV,1,LAMC1_ITGAV
LAMC1,ITGB8,1,LAMC1_ITGB8
LAMC1,ITGB4,1,LAMC1_ITGB4
COL6A1,ITGA3,1,COL6A1_ITGA3
COL6A1,ITGAV,1,COL6A1_ITGAV
COL6A1,ITGB8,1,COL6A1_ITGB8
TGFB1,ITGAV,1,TGFB1_ITGAV
TGFB1,ITGB5,1,TGFB1_ITGB5
TGFB1,ITGB8,1,TGFB1_ITGB8
VEGFA,ITGAV,1,VEGFA_ITGAV
CALR,ITGAV,1,CALR_ITGAV
CALR,ITGA3,1,CALR_ITGA3
LTBP3,ITGB5,1,LTBP3_ITGB5
TIMP2,ITGA3,1,TIMP2_ITGA3
COL18A1,ITGA5,1,COL18A1_ITGA5
TGFB1,SMAD3,1,TGFB1_SMAD3
COL18A1,ITGA3,1,COL18A1_ITGA3
COL18A1,ITGB5,1,COL18A1_ITGB5
NAMPT,ITGA5,1,NAMPT_ITGA5
ABL1,CEBPB,1,ABL1_CEBPB
ABL1,JUN,1,ABL1_JUN
ABL1,PSMA7,-1,ABL1_PSMA7
ABL1,PTPN6,1,ABL1_PTPN6
ABL1,STAT1,1,ABL1_STAT1
ABL2,CEBPB,1,ABL2_CEBPB
ABL2,PSMA7,-1,ABL2_PSMA7
ACO1,Enzyme3825__ACO1_reverse,1,ACO1_Enzyme3825__ACO1_reverse
ACO1,Enzyme9711__ACO1_reverse,1,ACO1_Enzyme9711__ACO1_reverse
ATF1,JUN,1,ATF1_JUN
ATR,CHEK1,1,ATR_CHEK1
ATR,E2F1,1,ATR_E2F1
BHLHE40,STAT1,-1,BHLHE40_STAT1
BHLHE40,VEGFA,-1,BHLHE40_VEGFA
BHLHE41,VEGFA,-1,BHLHE41_VEGFA
CASP3,PARP1,-1,CASP3_PARP1
CASP3,RELA,-1,CASP3_RELA
CDH2,CDON,1,CDH2_CDON
CDK1,ABL1,1,CDK1_ABL1
CDK1,CUX1,-1,CDK1_CUX1
CDK1,PPP1CA,-1,CDK1_PPP1CA
CDK1,RUNX2,1,CDK1_RUNX2
CDK1,SP1,1,CDK1_SP1
CDK1,TP53,1,CDK1_TP53
CDK2,CEBPB,1,CDK2_CEBPB
CDK2,E2F1,-1,CDK2_E2F1
CDK2,ID3,-1,CDK2_ID3
CDK2,PPP1CA,-1,CDK2_PPP1CA
CDK2,RBL2,-1,CDK2_RBL2
CDK2,SP1,1,CDK2_SP1
CDK2,TP53,1,CDK2_TP53
CDKN2A,CDK2,-1,CDKN2A_CDK2
CDON,SPAG9,1,CDON_SPAG9
CEBPB,GNAI2,1,CEBPB_GNAI2
CEBPB,LAMC1,1,CEBPB_LAMC1
CEBPB,MFGE8,1,CEBPB_MFGE8
CEBPB,MYC,-1,CEBPB_MYC
CEBPG,GNAI2,1,CEBPG_GNAI2
CEBPG,JUN,1,CEBPG_JUN
CHEK1,E2F3,1,CHEK1_E2F3
CHEK1,NFKB1,-1,CHEK1_NFKB1
CREB1,HIF1A,1,CREB1_HIF1A
CREB1,VEGFA,1,CREB1_VEGFA
CREBBP,EZH2,1,CREBBP_EZH2
CREBBP,MYC,1,CREBBP_MYC
CREBBP,S100A4,1,CREBBP_S100A4
CREM,JUN,-1,CREM_JUN
CSNK2A1,EGR1,-1,CSNK2A1_EGR1
CSNK2A1,GPI,-1,CSNK2A1_GPI
CSNK2A1,HDAC1,1,CSNK2A1_HDAC1
CSNK2A1,JUN,-1,CSNK2A1_JUN
CSNK2A1,LEF1,1,CSNK2A1_LEF1
CSNK2A1,NFE2L2,-1,CSNK2A1_NFE2L2
CSNK2A1,PIAS1,1,CSNK2A1_PIAS1
CSNK2A1,SNAI1,1,CSNK2A1_SNAI1
CSNK2A1,SP1,-1,CSNK2A1_SP1
CSNK2A1,YY1,1,CSNK2A1_YY1
CUX1,JUN,-1,CUX1_JUN
DAG1,PRKCA,1,DAG1_PRKCA
DAPK1,CDKN2A,1,DAPK1_CDKN2A
E2F1,CHEK1,1,E2F1_CHEK1
E2F1,EZH2,1,E2F1_EZH2
E2F1,HDAC1,1,E2F1_HDAC1
E2F1,MYC,1,E2F1_MYC
E2F1,VEGFA,-1,E2F1_VEGFA
E2F4,HMGB1,1,E2F4_HMGB1
EGR1,HBEGF,1,EGR1_HBEGF
EGR1,HIF1A,1,EGR1_HIF1A
EGR1,TIMP2,1,EGR1_TIMP2
EGR1,VEGFA,1,EGR1_VEGFA
ETS1,JUN,1,ETS1_JUN
ETS1,STAT1,1,ETS1_STAT1
EZH2,HOXC13,-1,EZH2_HOXC13
EZH2,NFE2L2,-1,EZH2_NFE2L2
EZH2,TP53,-1,EZH2_TP53
Enzyme3844__PGD,Metab__D-Ribulose 5-phosphate_c,1,Enzyme3844__PGD_Metab__D-Ribulose 5-phosphate_c
Enzyme4788__KMT5A,Metab__S-Adenosylhomocysteine_c,1,Enzyme4788__KMT5A_Metab__S-Adenosylhomocysteine_c
Enzyme4789__KMT5A,Metab__S-Adenosylhomocysteine_c,1,Enzyme4789__KMT5A_Metab__S-Adenosylhomocysteine_c
Enzyme4823__GPI,Metab__Beta-D-Fructose 6-phosphate_c,1,Enzyme4823__GPI_Metab__Beta-D-Fructose 6-phosphate_c
Enzyme6581__orphanReac3MHISc_reverse,Metab__Histidine_c,1,Enzyme6581__orphanReac3MHISc_reverse_Metab__Histidine_c
Enzyme7283__GPI,Metab__Beta-D-Fructose 6-phosphate_c,1,Enzyme7283__GPI_Metab__Beta-D-Fructose 6-phosphate_c
Enzyme7328__TKT_reverse,Metab__D-Erythrose 4-phosphate_c,1,Enzyme7328__TKT_reverse_Metab__D-Erythrose 4-phosphate_c
Enzyme8252__KMT5A,Metab__S-Adenosylhomocysteine_c,1,Enzyme8252__KMT5A_Metab__S-Adenosylhomocysteine_c
Enzyme8924__PFKFB2,Metab__Beta-D-Fructose 6-phosphate_c,1,Enzyme8924__PFKFB2_Metab__Beta-D-Fructose 6-phosphate_c
Enzyme9711__ACO1_reverse,Metab__Citric acid_m,1,Enzyme9711__ACO1_reverse_Metab__Citric acid_m
FOS,HBEGF,1,FOS_HBEGF
FOS,JUN,1,FOS_JUN
FOS,VEGFA,1,FOS_VEGFA
FYN,ABL1,1,FYN_ABL1
FYN,ITGB1,1,FYN_ITGB1
FYN,MAPK14,1,FYN_MAPK14
FYN,PGD,1,FYN_PGD
FYN,PRKCA,1,FYN_PRKCA
FYN,TGFB1I1,1,FYN_TGFB1I1
GLI2,BMP1,-1,GLI2_BMP1
GPI,Enzyme4823__GPI,1,GPI_Enzyme4823__GPI
GPI,Enzyme7283__GPI,1,GPI_Enzyme7283__GPI
HDAC1,EGR1,-1,HDAC1_EGR1
HDAC1,FOS,-1,HDAC1_FOS
HDAC1,NFE2L2,-1,HDAC1_NFE2L2
HDAC1,SMAD7,1,HDAC1_SMAD7
HDAC1,SP1,-1,HDAC1_SP1
HIF1A,HBEGF,1,HIF1A_HBEGF
HIF1A,JUN,1,HIF1A_JUN
HIF1A,MYC,-1,HIF1A_MYC
HIF1A,NFE2L2,1,HIF1A_NFE2L2
HIF1A,THBS1,1,HIF1A_THBS1
HIF1A,TIMP2,1,HIF1A_TIMP2
HIF1A,VEGFA,1,HIF1A_VEGFA
HIPK2,MECP2,1,HIPK2_MECP2
HOXC13,LAMB2,1,HOXC13_LAMB2
HR,TP53,1,HR_TP53
ID3,EGR1,-1,ID3_EGR1
ID3,JUN,-1,ID3_JUN
ID3,THBS1,-1,ID3_THBS1
ID3,VEGFA,-1,ID3_VEGFA
IGF1R,JAK1,1,IGF1R_JAK1
ITGB1,PRKACA,1,ITGB1_PRKACA
JAK1,STAT1,1,JAK1_STAT1
JAK1,STAT2,1,JAK1_STAT2
JAK1,STAT6,1,JAK1_STAT6
JDP2,TP53,-1,JDP2_TP53
JUN,HBEGF,1,JUN_HBEGF
KMT5A,Enzyme4788__KMT5A,1,KMT5A_Enzyme4788__KMT5A
KMT5A,Enzyme4789__KMT5A,1,KMT5A_Enzyme4789__KMT5A
KMT5A,Enzyme8252__KMT5A,1,KMT5A_Enzyme8252__KMT5A
KMT5A,TP53,1,KMT5A_TP53
LEF1,MYC,1,LEF1_MYC
MAP3K7,HIPK2,1,MAP3K7_HIPK2
MAP3K7,MAPK8,1,MAP3K7_MAPK8
MAP3K7,PRKAA1,1,MAP3K7_PRKAA1
MAP3K7,SMAD3,-1,MAP3K7_SMAD3
MAPK11,HBP1,1,MAPK11_HBP1
MAPK11,NFE2L2,-1,MAPK11_NFE2L2
MAPK14,CASP3,-1,MAPK14_CASP3
MAPK14,ETS1,1,MAPK14_ETS1
MAPK14,FOS,1,MAPK14_FOS
MAPK14,JUN,1,MAPK14_JUN
MAPK14,MEF2D,1,MAPK14_MEF2D
MAPK14,RELA,1,MAPK14_RELA
MAPK14,RUNX2,1,MAPK14_RUNX2
MAPK14,SMAD3,1,MAPK14_SMAD3
MAPK14,STAT1,1,MAPK14_STAT1
MAPK14,TP53,1,MAPK14_TP53
MAPK14,USF1,1,MAPK14_USF1
MAPK8,JDP2,1,MAPK8_JDP2
MAPK8,MYC,1,MAPK8_MYC
MAPK8,RPS6KB1,1,MAPK8_RPS6KB1
MAPK8,STAT6,-1,MAPK8_STAT6
MAX,MYC,1,MAX_MYC
MYC,DNMT3A,1,MYC_DNMT3A
MYC,EZH2,1,MYC_EZH2
MYC,GSTP1,1,MYC_GSTP1
MYC,HIF1A,-1,MYC_HIF1A
MYC,THBS1,-1,MYC_THBS1
Metab__Beta-D-Fructose 6-phosphate_c,Enzyme7328__TKT_reverse,1,Metab__Beta-D-Fructose 6-phosphate_c_Enzyme7328__TKT_reverse
Metab__S-Adenosylhomocysteine_c,Enzyme6581__orphanReac3MHISc_reverse,1,Metab__S-Adenosylhomocysteine_c_Enzyme6581__orphanReac3MHISc_reverse
NCOR2,BHLHE41,1,NCOR2_BHLHE41
NCOR2,NFE2L2,-1,NCOR2_NFE2L2
NCOR2,PPARD,-1,NCOR2_PPARD
NCOR2,VEGFA,-1,NCOR2_VEGFA
NEDD4L,SMAD3,-1,NEDD4L_SMAD3
NEDD4L,SMAD7,1,NEDD4L_SMAD7
NFE2L2,HIF1A,1,NFE2L2_HIF1A
NFE2L2,MYC,-1,NFE2L2_MYC
NFE2L2,VEGFA,1,NFE2L2_VEGFA
NFKB1,HBEGF,1,NFKB1_HBEGF
NFKB1,HIF1A,1,NFKB1_HIF1A
NFKB1,JUN,1,NFKB1_JUN
NFKB1,LGALS1,1,NFKB1_LGALS1
NFKB1,VEGFA,1,NFKB1_VEGFA
NOLC1,CSNK2A1,-1,NOLC1_CSNK2A1
PARP1,KDM5B,-1,PARP1_KDM5B
PARP1,NFKB1,1,PARP1_NFKB1
PFKFB2,Enzyme8924__PFKFB2,1,PFKFB2_Enzyme8924__PFKFB2
PGD,Enzyme3844__PGD,1,PGD_Enzyme3844__PGD
PIAS1,SOX9,1,PIAS1_SOX9
PIAS1,SUMO1,1,PIAS1_SUMO1
PPARD,CEBPB,1,PPARD_CEBPB
PPARD,HBEGF,1,PPARD_HBEGF
PPP1CA,HDAC1,1,PPP1CA_HDAC1
PPP1CA,SP1,-1,PPP1CA_SP1
PPP1CA,SP3,-1,PPP1CA_SP3
PPP1CA,TP53,-1,PPP1CA_TP53
PRKAA1,NR2C2,-1,PRKAA1_NR2C2
PRKAA1,PIAS1,1,PRKAA1_PIAS1
PRKAA1,SNAI1,1,PRKAA1_SNAI1
PRKACA,ATF1,1,PRKACA_ATF1
PRKACA,CREB1,1,PRKACA_CREB1
PRKACA,FOS,1,PRKACA_FOS
PRKACA,FYN,1,PRKACA_FYN
PRKACA,GLI2,-1,PRKACA_GLI2
PRKACA,ITGB1,1,PRKACA_ITGB1
PRKACA,NEDD4L,-1,PRKACA_NEDD4L
PRKACA,NFKB1,1,PRKACA_NFKB1
PRKACA,NOLC1,1,PRKACA_NOLC1
PRKACA,PFKFB2,1,PRKACA_PFKFB2
PRKACA,PRKAA1,-1,PRKACA_PRKAA1
PRKACA,RELA,1,PRKACA_RELA
PRKACA,SRC,1,PRKACA_SRC
PRKACA,SRF,1,PRKACA_SRF
PRKACA,TFAP2A,1,PRKACA_TFAP2A
PRKCA,ABL1,1,PRKCA_ABL1
PRKCA,ACO1,-1,PRKCA_ACO1
PRKCA,DAG1,1,PRKCA_DAG1
PRKCA,EPHA2,-1,PRKCA_EPHA2
PRKCA,ERBB2,-1,PRKCA_ERBB2
PRKCA,EWSR1,-1,PRKCA_EWSR1
PRKCA,FOS,1,PRKCA_FOS
PRKCA,ITGB1,1,PRKCA_ITGB1
PRKCA,ITGB5,1,PRKCA_ITGB5
PRKCA,NFE2L2,1,PRKCA_NFE2L2
PRKCA,PFKFB2,1,PRKCA_PFKFB2
PRKCA,PTPN6,1,PRKCA_PTPN6
PRKCA,TP53,1,PRKCA_TP53
PSMA7,XBP1,-1,PSMA7_XBP1
PTPN6,JAK1,1,PTPN6_JAK1
PTPN6,STAT6,1,PTPN6_STAT6
RELA,HBEGF,1,RELA_HBEGF
RELA,HIF1A,1,RELA_HIF1A
RELA,JUN,1,RELA_JUN
RELA,MYC,-1,RELA_MYC
RELA,NCOR2,-1,RELA_NCOR2
RELA,STAT1,1,RELA_STAT1
RELA,VEGFA,1,RELA_VEGFA
RPS6KB1,CREM,1,RPS6KB1_CREM
RUNX2,JUN,1,RUNX2_JUN
SMAD3,MYC,-1,SMAD3_MYC
SMAD4,JUN,1,SMAD4_JUN
SMAD4,MYC,-1,SMAD4_MYC
SMAD4,THBS1,1,SMAD4_THBS1
SMAD7,FN1,-1,SMAD7_FN1
SMAD7,MAP3K7,1,SMAD7_MAP3K7
SMAD7,MYC,1,SMAD7_MYC
SMAD7,PPP1CA,1,SMAD7_PPP1CA
SMAD7,SMAD3,-1,SMAD7_SMAD3
SMAD7,VEGFA,-1,SMAD7_VEGFA
SNAI1,RUNX2,-1,SNAI1_RUNX2
SNAI1,THBS1,-1,SNAI1_THBS1
SNAI1,TP53,-1,SNAI1_TP53
SOX9,VEGFA,-1,SOX9_VEGFA
SP1,HBEGF,1,SP1_HBEGF
SP1,HIF1A,1,SP1_HIF1A
SP3,HBEGF,1,SP3_HBEGF
SPAG9,MAPK11,1,SPAG9_MAPK11
SPAG9,MAX,1,SPAG9_MAX
SRC,ABL1,1,SRC_ABL1
SRC,ABL2,1,SRC_ABL2
SRC,CDH2,-1,SRC_CDH2
SRC,DAPK1,-1,SRC_DAPK1
SRC,FOS,1,SRC_FOS
SRC,IGF1R,1,SRC_IGF1R
SRC,ITGB1,1,SRC_ITGB1
SRC,PTPN6,1,SRC_PTPN6
SRC,STAT1,1,SRC_STAT1
STAT1,HMGB1,-1,STAT1_HMGB1
STAT1,MYC,-1,STAT1_MYC
STAT2,STAT1,1,STAT2_STAT1
STAT6,VEGFA,1,STAT6_VEGFA
SUMO1,PARP1,-1,SUMO1_PARP1
SUMO1,SRF,-1,SUMO1_SRF
TFAP2A,HIF1A,1,TFAP2A_HIF1A
TFAP2A,TIMP2,1,TFAP2A_TIMP2
TFAP2A,VEGFA,1,TFAP2A_VEGFA
TFE3,LAMC1,1,TFE3_LAMC1
TFE3,SP1,1,TFE3_SP1
TFE3,TGFB1,1,TFE3_TGFB1
TFE3,VEGFA,1,TFE3_VEGFA
TGFB1I1,SMAD7,-1,TGFB1I1_SMAD7
TP53,EZH2,-1,TP53_EZH2
TP53,HBEGF,1,TP53_HBEGF
TP53,JUN,1,TP53_JUN
TP53,LGALS1,1,TP53_LGALS1
TP53,MFGE8,1,TP53_MFGE8
TP53,MYC,-1,TP53_MYC
TP53,NFE2L2,1,TP53_NFE2L2
TP53,SMAD3,1,TP53_SMAD3
TP53,STAT1,1,TP53_STAT1
TP53,THBS1,1,TP53_THBS1
TRAF2,MAP3K7,1,TRAF2_MAP3K7
USF1,THBS1,1,USF1_THBS1
USF2,HIF1A,1,USF2_HIF1A
USF2,THBS1,1,USF2_THBS1
XBP1,JUN,1,XBP1_JUN
XBP1,VEGFA,1,XBP1_VEGFA
YY1,HDAC1,1,YY1_HDAC1
YY1,PPARD,-1,YY1_PPARD
YY1,THBS1,-1,YY1_THBS1
THBS1,ITGB1,1,THBS1_ITGB1
FN1,ITGB1,1,FN1_ITGB1
LAMB1,ITGB1,1,LAMB1_ITGB1
LAMB1,DAG1,1,LAMB1_DAG1
LAMC1,ITGB1,1,LAMC1_ITGB1
LAMC1,DAG1,1,LAMC1_DAG1
LAMB2,ITGB1,1,LAMB2_ITGB1
LAMB2,DAG1,1,LAMB2_DAG1
TGFB1,ITGB1,1,TGFB1_ITGB1
LGALS1,ITGB1,1,LGALS1_ITGB1
BMP1,BMPR2,1,BMP1_BMPR2
VEGFA,ITGB1,1,VEGFA_ITGB1
S100A4,ERBB2,1,S100A4_ERBB2
HBEGF,ERBB2,1,HBEGF_ERBB2
TIMP2,ITGB1,1,TIMP2_ITGB1
GNAI2,IGF1R,1,GNAI2_IGF1R
GSTP1,TRAF2,1,GSTP1_TRAF2
NAMPT,ITGB1,1,NAMPT_ITGB1
MFGE8,ITGB5,1,MFGE8_ITGB5
