nodes,score,RNA_input
Gene1260__UPP1_reverse,1.6146023004950314,NA
Gene146200002__SLC35A2,3.8741017998495177,NA
Gene146400002__orphanReacUDPGLCAtg,2.754811356914898,NA
Gene1465__orphanReacUDPGLCter_TRANSPORTER2,3.8741017998495177,NA
Gene1465__orphanReacUDPGLCter_TRANSPORTER3_reverse,4.597030233939875,NA
Gene147000001__orphanReacUDPXYLter,3.8741017998495177,NA
Gene1489__orphanReacUMPtr,4.597030233939875,NA
Gene1489__orphanReacUMPtr_reverse,3.8741017998495177,NA
Gene1493__SLC29A1,1.6146023004950314,NA
Gene1493__SLC29A1_reverse,1.0412107999542246,NA
Gene1494__orphanReacUritn,1.3166411569223704,NA
Gene1494__orphanReacUritn_reverse,1.6146023004950314,NA
Gene3725__NME3,1.1676522333016752,NA
Gene3725__NME7,1.1676522333016752,NA
Gene3776__NT5C3A,1.6146023004950314,NA
Gene443__orphanReacDUDPtn,2.9265953089447976,NA
Gene443__orphanReacDUDPtn_reverse,3.889022231135447,NA
Gene4784__UCK1,2.16075816222514,NA
Gene4784__UCK2,2.16075816222514,NA
Gene4784__UCKL1,2.16075816222514,NA
Gene9290__NME1_NME2,2.2667993861521274,NA
Gene9290__NME1_NME2_reverse,2.9265953089447976,NA
Gene9290__NME2_NME1,2.2667993861521274,NA
Gene9290__NME2_NME1_reverse,2.9265953089447976,NA
Gene9635__UCK1,3.8741017998495177,NA
Gene9635__UCK2,3.8741017998495177,NA
Gene9635__UCKL1,3.8741017998495177,NA
Gene9863__UCK1,5.61564743649109,NA
Gene9863__UCK1_reverse,2.0054309350768103,NA
Gene9863__UCK2,5.61564743649109,NA
Gene9863__UCK2_reverse,2.0054309350768103,NA
Gene9863__UCKL1,5.61564743649109,NA
Gene9863__UCKL1_reverse,2.0054309350768103,NA
ISG15,1.117572724266427,0.937457626919491
JAK1,1.1347145186471266,-0.13627930305789604
Metab__HMDB0000288_c,4.635404085970463,NA
Metab__HMDB0000288_g,2.071697525222,NA
Metab__HMDB0000288_r,3.7279740095488196,NA
Metab__HMDB0000296_c,1.3549578914466183,NA
Metab__HMDB0000296_e,2.0377981864329877,NA
Metab__HMDB0000296_n,2.369092352899984,NA
Metab__HMDB0001000_c,4.532879500396003,NA
Metab__HMDB0001000_n,2.2502148038524012,NA
Metab__HMDB0001191_n,2.4298099388410614,NA
PTPN11,1.1347145186471266,0.10829878800407285
STAT1,1.7221780121383996,-0.5495444612016969
TYK2,1.1347145186471266,0.34737786366196305
UPP1,2.16838189475691,0.5243830822444046
