nodes,score,RNA_input
ABL1,1.1948722380384469,2.428002284476567
ADA,1.2377972683590583,-1.148546548881357
AKT1,1.1893148990243143,0.061779971691451364
AKT2,1.4405522084726181,-0.3406829527098502
ALDOA,2.2303216685986476,-0.3446872728981066
AURKA,1.0831040618102676,-0.05461531192188988
BCL3,1.1070617655081987,1.423637457184782
BUB1B,1.0355509152528404,-1.9100119921037357
CASP2,1.3233472854545782,-1.4708744361034405
CBS,1.067318859309452,1.2145301151520924
CCND1,1.9023905247321258,-1.317755825688337
CCND3,1.9023905247321258,-0.0054323742146402485
CCNE1,1.6925361225789546,-1.1838414196218463
CDK1,1.9079859182129508,-0.6265881048440536
CDK6,1.9023905247321258,-0.9373487049148947
CDKN1A,-2.8019272107998856,-0.44966713649195056
CDKN1B,-2.47232392112281,0.30118401556120544
CDKN2C,-2.0300436403232287,1.5700410179483104
CLK2,1.185971862840041,-0.9398060105513193
COQ5,1.3883664174264598,-0.6985593586801268
DDB1,1.6620826029176687,-1.4518760796344676
DDB2,3.2437091270286698,-0.7332137493020977
DDX17,1.1947293430813768,-0.5962859610143918
DHCR24,1.2905050276786982,-0.027484658361713456
DHCR7,1.446454826728876,1.4871369672249977
DIABLO,1.0836686320056215,-0.7902191340066829
E2F1,1.3060508173879075,0.15424233981535196
E2F3,1.8267725588470762,0.5798534064168435
EGLN1,-1.2161532535090496,1.4637245742495497
EIF2B1,1.3517531267637002,-1.6577566331602283
EIF2B5,-1.6683650855271919,-1.321602416607456
EIF2S1,1.4131561589219397,0.4253419915520991
EIF2S2,-1.3137254961445413,0.20711217380165875
EP300,1.0171426198019238,-0.7257321328944041
ERBB2,-1.6085614084306579,-0.6664256177225084
ERCC2,1.5932375294873182,0.37537047613943475
ERCC3,1.7391950152997637,-0.5921261090591116
ERF,-1.0533039939821713,1.7293031988396077
ETS2,1.1947293430813768,1.4715634092262635
FBXO5,2.503062401731531,0.35712977116883793
FZR1,-2.4923496025944583,0.8599949030800663
GADD45A,-1.7585352276691981,0.711545128662124
GADD45B,-1.7585352276691981,0.44266683096496773
GAPDH,1.282834194026318,-1.140376591418911
Gene1010__SLC2A1,1.6529055286794618,NA
Gene1010__SLC2A1_reverse,1.474218405488918,NA
Gene10513__UGCG,2.210572075308564,NA
Gene1102__orphanReacNH4tn,1.067705399453166,NA
Gene1102__orphanReacNH4tn_reverse,1.1471698579518064,NA
Gene1260__UPP1_reverse,1.4549117148587247,NA
Gene146200002__SLC35A2,1.3290654238420114,NA
Gene146400002__orphanReacUDPGLCAtg,1.355863705617315,NA
Gene1465__orphanReacUDPGLCter_TRANSPORTER1,1.196781001738761,NA
Gene1465__orphanReacUDPGLCter_TRANSPORTER2,1.3290654238420114,NA
Gene1465__orphanReacUDPGLCter_TRANSPORTER3_reverse,1.574031360738944,NA
Gene147000001__orphanReacUDPXYLter,1.3290654238420114,NA
Gene147100001__SLC35B4,1.3290654238420114,NA
Gene1472__B4GALT2,1.6660486312645397,NA
Gene1489__orphanReacUMPtr,1.574031360738944,NA
Gene1489__orphanReacUMPtr_reverse,1.3290654238420114,NA
Gene1493__SLC29A1,1.4549117148587247,NA
Gene1493__SLC29A1_reverse,1.292264276818233,NA
Gene1494__orphanReacUritn,1.1652672304043075,NA
Gene1494__orphanReacUritn_reverse,1.4549117148587247,NA
Gene1675__orphanReacr0840,2.7162055942909094,NA
Gene1675__orphanReacr0840_reverse,2.891957574545142,NA
Gene1676__orphanReacr0841,1.6041890869076492,NA
Gene1676__orphanReacr0841_reverse,1.9424059721525209,NA
Gene1677__orphanReacr0842,1.196781001738761,NA
Gene1722__orphanReacr1051,1.1741742406493698,NA
Gene1722__orphanReacr1051_reverse,1.024021501443696,NA
Gene1758__orphanReacr1384,1.8183417470943746,NA
Gene1758__orphanReacr1384_reverse,1.8648677339458601,NA
Gene1764__orphanReacr1428,1.431860444331139,NA
Gene1764__orphanReacr1428_reverse,1.5881275167656579,NA
Gene255__orphanReacCHSTEROLt3,1.2014670744042286,NA
Gene255__orphanReacCHSTEROLt3_reverse,1.0053185413836423,NA
Gene2730__orphanReacAHCYStm,1.4001670258521879,NA
Gene2730__orphanReacAHCYStm_reverse,1.4291801192097457,NA
Gene2747__orphanReacCHSTEROLtrc,1.0053185413836423,NA
Gene2747__orphanReacCHSTEROLtrc_reverse,1.1741742406493698,NA
Gene2755__DHCR24,1.1741742406493698,NA
Gene3659__CBS,1.4155174634308807,NA
Gene3711__IMPDH2,2.3130529945585803,NA
Gene3756__PNP,1.6583790014736055,NA
Gene3756__PNP_reverse,1.8648677339458601,NA
Gene3758__PNP_reverse,1.0969283127139107,NA
Gene3764__PNP_reverse,1.8183417470943746,NA
Gene3771__RPE,1.5224023526734847,NA
Gene3771__RPE_reverse,1.9424059721525209,NA
Gene3776__NT5C3A,1.4549117148587247,NA
Gene3777__TALDO1_reverse,1.2860769125411096,NA
Gene3779__NT5C,1.8183417470943746,NA
Gene3779__NT5C2,1.8183417470943746,NA
Gene3779__NT5C3A,1.8183417470943746,NA
Gene3782__TKT,1.2860769125411096,NA
Gene3782__TKT_reverse,1.5224023526734847,NA
Gene3787__orphanReacNH4t,1.1471698579518064,NA
Gene3787__orphanReacNH4t_reverse,2.468468522933597,NA
Gene3795__TPI1,1.0812632742869697,NA
Gene3795__TPI1_reverse,1.5881275167656579,NA
Gene3840__AHCY,1.0602814547759163,NA
Gene3840__AHCYL1,1.0602814547759163,NA
Gene4213__orphanReacNH4tr,1.0063941581891407,NA
Gene4213__orphanReacNH4tr_reverse,1.1471698579518064,NA
Gene4425__DHCR24,1.0053185413836423,NA
Gene443__orphanReacDUDPtn,1.0828139009509445,NA
Gene443__orphanReacDUDPtn_reverse,1.8301470465384937,NA
Gene4449__HDLBP,1.2584526236076063,NA
Gene4449__HDLBP_reverse,1.0053185413836423,NA
Gene4449__NPC1,1.2584526236076063,NA
Gene4449__NPC1_reverse,1.0053185413836423,NA
Gene4777__COQ5,1.4001670258521879,NA
Gene4784__UCK1,1.6087174662164048,NA
Gene4784__UCK2,1.6087174662164048,NA
Gene4784__UCKL1,1.6087174662164048,NA
Gene4788__KMT5A,1.4291801192097457,NA
Gene4788__SETD2,1.4291801192097457,NA
Gene4788__SETDB1,1.4291801192097457,NA
Gene4788__SUV39H1,1.4291801192097457,NA
Gene4789__ASH1L,1.4291801192097457,NA
Gene4789__DOT1L,1.4291801192097457,NA
Gene4789__EHMT1,1.4291801192097457,NA
Gene4789__KMT2A,1.4291801192097457,NA
Gene4789__KMT2B,1.4291801192097457,NA
Gene4789__KMT2C,1.4291801192097457,NA
Gene4789__KMT2D,1.4291801192097457,NA
Gene4789__KMT2E,1.4291801192097457,NA
Gene4789__KMT5A,1.4291801192097457,NA
Gene4789__KMT5C,1.4291801192097457,NA
Gene4789__NSD1,1.4291801192097457,NA
Gene4789__SETD1A,1.4291801192097457,NA
Gene4789__SETD1B,1.4291801192097457,NA
Gene4789__SETD2,1.4291801192097457,NA
Gene4789__SETD7,1.4291801192097457,NA
Gene4789__SETDB1,1.4291801192097457,NA
Gene4789__SMYD3,1.4291801192097457,NA
Gene4789__SUV39H1,1.4291801192097457,NA
Gene4823__GPI,1.0161526534282768,NA
