source,target,sign,consistency
ALDH9A1,Gene4752__ALDH9A1,1,TRUE
ALDH9A1,Gene5661__ALDH9A1,1,TRUE
ALDOA,Gene7345__ALDOA,1,TRUE
APH1A,PSEN1,1,TRUE
APH1A,PSENEN,1,TRUE
CAD,Gene7220__CAD,1,TRUE
CASP2,TRAF2,1,TRUE
CCNB1,FBXO5,1,TRUE
CCND3,CASP2,1,TRUE
CCND3,CDK4,1,TRUE
CCND3,SUV39H1,1,TRUE
CDK4,IRF3,1,TRUE
CDK4,SUV39H1,1,TRUE
CTNNB1,CCND3,-1,TRUE
CTNNB1,MYC,1,TRUE
CTNNB1,TCF7L2,1,TRUE
EIF3F,NOTCH1,1,TRUE
FBXO5,FZR1,-1,TRUE
Gene1683__orphanReacr0899,Metab__HMDB0000056_e,1,TRUE
Gene1683__orphanReacr0899_reverse,Metab__HMDB0000056_c,1,TRUE
Gene1697__orphanReacSPMDtex2,Metab__HMDB0001257_e,1,TRUE
Gene1697__orphanReacSPMDtex2_reverse,Metab__HMDB0001257_c,1,TRUE
Gene2782__orphanReac5MTAte,Metab__HMDB0001173_c,1,TRUE
Gene2782__orphanReac5MTAte_reverse,Metab__HMDB0001173_e,1,TRUE
Gene3440__orphanReacILEGLNGLUr_reverse,Metab__ileglnglu_c,1,TRUE
Gene3462__orphanReacASPGLUPROr,Metab__HMDB0000148_c,1,TRUE
Gene3462__orphanReacASPGLUPROr_reverse,Metab__aspglupro_c,1,TRUE
Gene4752__ALDH9A1,Metab__HMDB0000056_c,1,TRUE
Gene4788__SETD2,Metab__M00213_c,1,TRUE
Gene4788__SUV39H1,Metab__M00213_c,1,TRUE
Gene4789__ASH1L,Metab__Ndmelys_c,1,TRUE
Gene4789__DOT1L,Metab__Ndmelys_c,1,TRUE
Gene4789__EHMT1,Metab__Ndmelys_c,1,TRUE
Gene4789__KMT2A,Metab__Ndmelys_c,1,TRUE
Gene4789__KMT2B,Metab__Ndmelys_c,1,TRUE
Gene4789__KMT2C,Metab__Ndmelys_c,1,TRUE
