rownames(all_activity_scores),786-0,A498,A549/ATCC,ACHN,BT-549,CAKI-1,CCRF-CEM,COLO 205,DU-145,EKVX,HCC-2998,HCT-116,HCT-15,HL-60(TB),HOP-62,HOP-92,HS 578T,HT29,IGROV1,K-562,KM12,LOX IMVI,M14,MALME-3M,MCF7,MDA-MB-231/ATCC,MDA-MB-435,MOLT-4,NCI-H226,NCI-H23,NCI-H322M,NCI-H460,NCI-H522,NCI/ADR-RES,OVCAR-3,OVCAR-4,OVCAR-5,OVCAR-8,PC-3,RPMI-8226,RXF-393,SF-268,SF-295,SF-539,SK-MEL-28,SK-MEL-5,SK-OV-3,SN12C,SNB-19,SNB-75,SR,SW-620,T-47D,TK-10,U251,UACC-257,UACC-62,UO-31
COL6A1,2.8344035614888554,3.084726608431669,-2.799586705613611,2.7916749132097554,2.747827278129851,2.865232843987005,NA,NA,-2.847142238581275,2.884378881319734,-2.726618100050475,-2.8861069507030153,NA,NA,2.8203651193044914,2.815115816955976,3.047094292448806,NA,-2.802336183876202,NA,NA,2.7889600975155764,2.848637581084218,3.080364185793787,-3.165604889375333,NA,2.8054356418988364,-3.9530478558050612,2.8443702798569315,-2.7442087427503385,NA,-2.9103010782881578,-2.7314615914752145,-2.9068493640486377,-3.0979794618047296,2.9818232651958505,-2.795959315335854,-2.874472806229053,2.7271000779382915,NA,2.8352971427291656,3.0432031065660143,2.84125734731149,2.7560157671920615,NA,2.7048336701937052,NA,2.815910728209587,2.6703999086763317,2.9455190886792506,NA,NA,-2.9084435294645745,2.8262452881864792,2.76143580343659,2.7528863919605944,2.799410806312364,2.767912161800823
EFNA1,0.14186550399275194,0.21018518166425787,-0.15711643154248953,0.23962801108740459,0.17153129043477505,0.21367658861800087,-0.20731507532703378,-0.25392593978338013,-0.22336823275116666,0.19739941276375123,-0.26388087969491303,-0.17781693739951832,-0.22204640237429876,NA,0.2091240470371365,0.1925906851672063,NA,-0.2842591592989985,-0.2451403577848442,NA,-0.20366140110743894,NA,0.113710785139072,0.2654625406795899,-0.2467986628306185,NA,0.17734806900424294,NA,0.16668459526336682,-0.1836752876504889,-0.1848328893022751,-0.18707518433252548,-0.20277093434811144,-0.19524313775837648,-0.2111942183354933,0.22376982853644706,-0.2037890572544597,-0.23360123981267894,0.2053941086473649,NA,NA,NA,0.20858062752607132,0.12032443304673311,NA,0.1882855959226309,0.186369837370504,0.21038535426053578,0.26023827773588154,0.20613381694366198,-0.28169543757977894,-0.25766854113192084,-0.1538691818187063,0.21049143453422087,0.21332064769025189,NA,0.14971924052759097,0.176372295662652
EFNA5,0.24444813717244962,0.2280072038708214,-0.2073779953575113,0.22641529286883738,0.20648019901124892,0.26377148369956255,NA,NA,-0.22033019871056164,0.19559777020129282,-0.24944093771519268,NA,-0.2506919313003888,NA,0.1728861051389263,0.16614800053295903,0.16275549581180848,-0.29503460309385854,-0.20869195822896114,NA,-0.23997472723207905,0.16867871478899163,0.1966405830317274,NA,-0.19730360636960487,0.2270745760316208,0.22546845857176198,NA,0.23769943096175183,-0.20127068718836616,-0.21654503459642105,-0.2201037572128,NA,-0.22316179794821234,-0.25156395282312655,0.24046931549359907,-0.21466551791532235,-0.23474199020681036,NA,NA,0.16387308359416142,NA,0.21036196076827662,0.1888748837637296,NA,NA,0.17651418913342995,NA,NA,0.20440947703634985,NA,NA,-0.1447309256903814,0.21898919155290927,NA,0.22995741608700304,0.2213595084103004,0.2495869160437922
EFNB1,-0.4217726624101589,-0.3469653973381384,0.34228159541186587,NA,-0.32055604287810097,-0.32371448264577873,-0.165285907301331,0.21320787193258733,0.3526225804796893,-0.31790809822916866,0.26484562489831265,0.28504528051159383,0.25971130905804646,NA,-0.36970606530127215,-0.32223738604644364,-0.2952914855712754,0.28996946060996887,0.3218134624374105,NA,0.24297756716083174,-0.06204369447663694,-0.3025401791662782,-0.27973974404947466,NA,NA,-0.29989600659627863,-0.17778778613650004,-0.32451468020798524,0.30426024896110043,NA,0.3232702174695906,0.293995277600277,0.33526851895242593,0.2817182413548424,-0.340224206501483,0.39366010654372635,0.33865086431876507,-0.30502128905908765,NA,-0.39530624781511103,NA,-0.2819663733785041,-0.3373684702216106,NA,NA,-0.30033736598221916,-0.30189801631830593,-0.5382398712677998,-0.33033315385492334,NA,NA,NA,-0.33218184142581686,-0.3126248993641319,NA,-0.3342806225088483,-0.3599139219214035
ETV5,0.1421495171356872,0.13574377612486047,-0.12303464694836327,0.09973108361348701,0.10901821889731386,0.12795575993252886,NA,-0.2374637211643678,-0.04700270004927114,0.08356288219786838,-0.11849634780868126,-0.12084774896075781,-0.08736722217372597,NA,0.07963575465557546,0.161115621757668,0.08389244615861904,-0.1559836266575229,-0.098349731820217,NA,-0.1954354966372923,NA,0.10293089243972606,0.15639918300300892,NA,0.09130669382012375,0.18381313581269795,NA,0.10622443470404141,-0.130713566330038,-0.08047925543718343,-0.09588494061668475,-0.20967823209608524,-0.08830669427174387,NA,NA,-0.12274709304308994,-0.10640487857349777,0.07760760846440348,NA,0.11467088586104555,0.10553172505096618,0.09056821366613738,0.1314638582657584,0.1212436774229619,NA,0.1298447694156898,0.12039366518853535,0.03723868502350478,0.13957434619192394,NA,NA,NA,0.12870193314489176,0.1688437136763369,0.04150165313415427,0.0719457697387307,0.13180801354009408
FABP5,-0.5772387886205211,-0.579911636820669,0.5232959880190095,-0.5412364956816044,-0.5927787745501217,-0.5247539526253694,0.4916562689119652,0.5044265012305833,0.6235618795881257,-0.5698161609093233,0.5439388661335756,0.5950434796303438,0.5079543860659268,0.48929907222873403,-0.5637393982565836,-0.611854779406002,-0.625716189542631,0.49157958039996785,0.5758674356601088,0.49848851959641277,0.5588338741951836,-0.5890212184832219,-0.5653694887038196,-0.5961368197384018,0.5373113752273231,-0.5504761449524895,NA,NA,-0.5697112300099639,0.6121904150797829,0.5469227853940001,0.5801358279218034,0.5674524680281003,0.5884406080879445,0.5644436581972567,-0.6112834968545685,0.5765165440141259,0.5917634081047993,-0.5922096655443025,0.5120549609711492,-0.593590510751325,-0.5401348903482458,-0.554715256924511,-0.5881288218961763,-0.5644522481876836,-0.5742861535002918,-0.5669329083073967,NA,NA,NA,0.4760382603158568,0.4773498131444665,NA,-0.5389773228409603,NA,NA,-0.5352203075262916,-0.5665800533551175
FADD,0.06936531534079421,0.10295211858317883,-0.1281399290568721,0.11392426663171983,0.07813114214469014,0.10359444346808572,-0.2172562355827496,-0.23453783426908836,-0.14858498470474688,0.09878425858891002,-0.18479404801136654,-0.09148311390121641,-0.17176173823402774,-0.24981068417589408,0.13416561614345335,0.06983960965048527,0.12333972974426742,-0.0972654333265338,-0.13480005676676574,-0.25689333014809806,-0.1460936806679591,0.11400085368146634,0.09945537460138643,0.11249921205274353,-0.14292661723929512,0.11415266565360557,0.07966624754627075,-0.2093966172034717,0.10067689002848079,-0.12216999398389397,-0.15599434668818624,-0.1497022325710137,-0.1640687967289303,-0.07264177473077062,-0.13827799311227157,0.1461040721238001,-0.07770318722180822,-0.1288873429671169,0.07029736536607226,-0.2593772947812586,0.0987322490152669,0.06809772181439999,0.0977589940289203,0.05166212939650739,0.09565135169382852,0.10273345813686502,0.1198726076315131,0.11878575159277971,0.12703046314242888,0.1085279799452131,-0.20437289733819147,-0.31429077923439097,-0.15188060888153193,0.13671729276870098,0.0795664505811138,0.0935873235376173,0.10280034463108939,0.13156467226694019
FAM3C,2.154400128795781,2.117719290110393,-2.120977210269184,2.1143185819194614,2.149081403703828,2.031628259156622,-2.300876863562542,-2.332634575645488,-2.207852425630425,2.1758890470878183,-2.1724622371928826,-2.1694244033698924,-2.2798775497829435,-2.51865744688866,2.14832817975867,2.170718650713421,2.1653486039045946,-2.2053016073390492,-2.2572281614901106,-2.0999562427488243,-2.307822463878436,2.1746867114281807,2.075558366856298,2.1509483314512168,-2.296380428680723,2.1841999778184134,2.2198757577723076,-2.319159333713317,2.0561041719991544,-2.24023271418451,-2.141400366971884,-2.1766062742461303,-2.1984427786780043,-2.1897771241836073,-2.1492847669830497,2.177888605310166,-2.205475748448389,NA,2.240015699799799,-2.5116161878721575,2.096849856512707,2.124396757542737,2.1333963554390922,2.1872650821184925,2.15593262921382,2.0332049669084653,2.0568292295039807,2.180702574392291,2.2079425181769263,2.188813816567481,-2.4412535247962484,-2.2838249535114628,-2.088783237961206,2.010501771601755,2.0305092191996352,2.066851235506144,2.2534153211358645,2.1003380726339063
FARP2,1.4325504570788086,NA,-1.5167852580008692,1.5065769661261297,NA,1.5241798157565478,-1.7381255146776857,-1.804948885908855,-1.5572328898485417,1.528877805634109,-1.596808090973857,-1.5596781112578022,-1.5479267415114972,NA,1.4874118135813033,1.509794933381948,NA,-1.634482665740755,-1.5303335986004343,-1.6437644498474695,-1.630876998586875,NA,1.4778595230549407,1.5781842632651408,NA,NA,1.5645787969666298,NA,NA,-1.5311532529033434,-1.4824120854225638,NA,-1.6025312400860534,-1.4910904970090864,-1.5583073140272872,1.5089905137151445,NA,-1.5440064305973873,1.4947395020845362,-1.4794173776957016,1.5807665906810457,1.47075005657431,1.5574810497825107,1.4702811523845307,1.5162156187523772,1.7966308172275385,1.4423950438007207,1.501749640803777,1.5573792396645199,1.4723464158252138,-1.9905291479627365,NA,NA,1.5948858120369012,1.5150905681949118,1.5092308965129262,1.5650896205614804,1.5515774136838754
FN1,2.0919955079728383,2.2926126863417573,-2.071570809704921,2.018073251062432,2.033887584291436,2.048182930225,-2.4799541600877517,NA,NA,2.123463152052947,NA,NA,NA,NA,2.1299276684696973,2.044305566141657,2.2865829365610644,NA,-1.9614627393196715,NA,NA,2.164693503465231,2.121746705734647,2.3290642368616488,NA,2.0879624397364265,1.8678697665311974,NA,2.120664504088703,-2.0445770643229264,-2.197648044675234,-2.1557563176122025,NA,-2.1223210379748494,-2.3881912259113087,2.4512579961897285,-2.1643326409608195,-2.1464335755692083,2.1936674727246914,-1.9300657704789415,2.106318141155292,2.2633608915169168,2.0417747471230596,2.0894789555139712,2.1644097684026202,1.850685465975782,2.154750127944394,NA,2.0181491396441573,2.1392238887610313,-0.46230387435661074,NA,-1.9375364266282762,2.045850116892661,2.1453482020557173,2.0309350256428327,2.0874715173994702,2.1406823476366106
GAS6,0.6321493659425793,0.545131565893002,NA,0.5819799489752042,0.974292865293361,0.6113076942904001,NA,NA,-0.6531721532076468,0.5354984226571419,-0.21182395991067213,-0.6077557760517713,-0.17691847499845512,NA,0.6034477934900208,0.5929021937812816,0.5389755828667484,-0.7024884441347127,NA,NA,-0.2579492736081369,NA,NA,NA,NA,1.0187916642519534,NA,NA,0.6316195620403825,-0.5430674470241807,NA,-0.6167590357088714,NA,-0.576066621641753,NA,0.5584331473227045,-0.5772017639009288,-0.6714763601063541,0.6075021791024596,NA,0.560717896532841,0.9320676941888889,0.5696966736988509,0.6018015476733768,NA,0.1656541106984496,0.5723931042199747,0.6125183833628995,0.5975388958353659,0.5383273500128176,NA,NA,-0.2086674193848814,0.5867300394589166,0.6155511809936959,NA,NA,0.5607050580246116
GDF11,1.172775409336577,1.08436577908371,NA,1.0248532574238662,1.0795560015892023,1.117544932422903,-1.0625099916250567,NA,-1.0988799481690636,1.0732137003659468,-1.0110883350595423,-1.1246569715992973,-0.9876937886050797,NA,1.059933582086331,1.1080547141726762,1.0524268985543659,NA,-1.1041406693997544,-0.6316039908689518,-0.6065312118392747,1.1073329721415934,1.1178580174776551,1.1257562603235207,-1.2229919692188116,NA,1.0832947093543934,-1.0886684193418863,1.0331517049164283,-1.0940110234457838,NA,-0.9877874564366445,-1.1737774945318136,-1.066493272398111,-1.0302802513439089,1.1330902423674203,-0.9820401043155735,-1.1344743338044851,1.1293750113353713,-0.588787106190538,NA,1.0694399874457736,1.1010974339822885,1.0835418192456285,1.137574428519895,1.086239716299879,1.1315860183977913,1.05956193125848,1.060317233890977,1.0680055028416284,-0.6535009794430033,NA,-1.2364412089884653,1.0574609626215221,1.1073065213260012,1.100071219086819,1.1197457005012588,1.085345042880911
GNAI2,2.097884073004815,2.186145055246383,-2.0918116527535804,2.009910929917116,2.1961595216119494,2.0807754371562956,-2.2867409346795995,-1.7532498702536794,-2.1203438442051503,2.105510944197549,-1.7077224383108751,-2.450932684139556,-2.2586583424521804,-1.3527018663401549,2.1352817075360697,2.103792674147014,2.0258330877667494,-1.9375710981928427,-2.4890926450420663,-2.467721007948748,-2.2005464594023523,2.123006265012002,2.093465045268845,2.185713953327422,-1.150124361680393,2.537255892171747,2.05207793466431,-2.294940747815901,2.1581311188581083,-2.138985212910816,-2.178227996428384,-2.150630191554858,-1.7410264420158374,-2.1838360720100827,-2.4854117265904505,2.15133947811053,-2.164727661875789,-2.10480183298496,2.4246007767114146,-2.1972849397857117,2.1036108275606398,2.160015458494286,2.1072064044899403,2.1641052377538683,2.0582834397873175,2.1385159083854943,2.078884647595941,2.4762967453922196,2.074688135930532,2.045087312928889,-2.1706606811720865,-2.1476259965658224,-1.6451377171845207,2.2196428224660663,2.0317175967133783,2.1645628719086694,2.1708822394299885,2.114880376407105
GPI,0.34292210414307295,0.32706611511194017,-0.38983641879579173,0.3791001125911937,0.44191212715509604,0.3603972870010086,-0.4217260003967608,-0.4812037790497987,-0.3376649574726882,0.3861516483285642,-0.4319168403486672,-0.3969738632132423,-0.44761732752509525,-0.5683485042033145,0.37153347622144456,0.3066154631002587,0.3635547093085605,-0.4092662026701043,-0.38596297038409544,-0.4970486731460327,-0.42378688060520087,0.3875431206433546,0.4147806759944011,0.35291431204057455,-0.4219213134145873,0.37018340930785665,0.3692334031019398,-0.501704230175804,0.4487301233548089,-0.3770137674226244,-0.40508541089163097,-0.3854540918274642,-0.43021388316135384,-0.36776015774561266,-0.39670730393430986,0.3595054295421827,-0.4406223687525071,-0.3562130855428689,0.41414801082112856,-0.5580820256483334,0.4247658017249286,0.3810902147956617,0.395561697105789,0.3763037490408065,0.34995573264863383,0.4140225119855925,0.35862591430156654,0.36377782287121296,0.409427038643294,0.3556064486033823,-0.5318007942520357,NA,-0.3579709848389757,0.44882095517947374,0.4410335959089325,0.4474947488255587,0.40964742226387674,0.3436064554008358
GRN,1.7035903117362587,2.0084182903519037,-1.886112682933471,1.7276145314811104,2.0458968770994925,1.6643910626786127,-1.6009964395845162,-1.9104778694328843,-1.6679476423664739,1.7185783380448143,-1.7742903555155953,-1.7103606133028755,-1.6557204150877456,-2.036326475713116,1.7237262438516956,1.7202160857166608,1.5961178511830754,-1.7761395601063557,-1.7409244662197176,-1.6538565209905582,-1.754034024294974,1.8815133243311846,1.6834405942429806,1.5581546249960028,-1.6098395011616269,1.6814325907378551,1.6284114629324198,-1.696531977387731,1.7313820056287685,-1.6625204535970077,-1.722207457731867,-2.097071697170856,-1.6537298078149534,-1.7095327070073152,-1.7199293198794197,1.7241055562612413,-1.7053080011829933,-1.7291601781102344,1.7077623783195663,-2.0892111780505895,1.6211054006586616,1.7508792983429933,1.6872481071373295,1.719443839368896,1.5647394038193605,1.5253417061178252,1.6972392330643897,1.6897536015330794,1.6874142062582584,1.6755001497323316,-1.7261861987003102,NA,-1.7051785763053675,1.9297829345341824,1.6324045268863725,1.5467658720151987,1.6600570201672347,1.6358018882008822
GSTP1,-0.7559754435424365,-0.7246895079844395,0.7464601467990438,-0.7128498515640491,-0.737831558462219,-0.7294174960816473,1.4931129883931111,0.6460356071971081,0.7405923095829805,-0.6962613549940226,0.7338710493420029,0.7342006113992584,0.7148097080746044,1.4041704655550966,-0.7330167354107482,-0.7426621013087417,-0.7351331172380814,0.7211060883157653,0.681305268610804,1.4258049226282483,NA,-0.7328041475079815,-0.7334937367279064,-1.511744485565256,NA,-0.7388388931719991,-1.5366619118783729,1.474854060892454,-0.7359119672372643,0.7568684411821804,0.7272953830573061,0.7017290125909502,1.4644383335217424,0.7196342252293679,0.7325475564031407,-0.7771772410717457,0.6995649186999668,0.7368639737830088,-0.73323088520191,NA,-0.7650444781816543,-0.7418643821461829,-0.7537403360624134,-0.6963411636801966,-1.4780399975051977,-1.4559834148658377,-0.7236938080479156,-0.7124740779365358,-0.7276787592954568,-0.7406789937414087,NA,NA,NA,NA,-0.7245194643511823,-1.5331712057249538,-0.7324425294108092,-0.6911540565177652
HBEGF,1.4323802047452643,NA,NA,1.2527546079454275,1.207152446033197,1.2365760039441764,-2.286040021590965,-1.3952157238741536,NA,1.2677556100167555,NA,-1.1795656777207617,NA,NA,1.187774022962853,1.2587704739668901,1.2161682294873024,NA,NA,NA,-1.3555052414303945,2.0010132017340574,NA,1.0651143909532372,NA,1.2990490391755707,1.1635696081011953,NA,1.1799913005597986,-1.3028858442569864,-1.226897571671597,NA,-0.22118772334887876,-1.3058501205236108,NA,1.2426074377294212,-1.375241834711992,-1.2704776924921304,1.32363053050343,NA,1.220543359282409,1.1810148581961841,1.2393394819980812,1.2799595071975969,1.0907657841696516,1.6510412915970367,NA,1.2485428990874798,NA,1.23049236311301,NA,-0.5613105001774754,NA,1.259381997587532,1.1855567438463652,1.1100338848291407,1.2824709655108144,1.2088324257700018
HLA.A,1.1426186830172642,1.0796204879510558,-1.132893204967922,1.1488127148678349,1.099790241818744,1.0795091030025612,-2.09385860144509,-1.2584531780788648,-1.0262502042220405,1.2130740800972384,-1.1807135369615542,-1.1325561238207862,-1.202798829539032,-2.102711735929913,1.1746485975546221,1.1467770316312902,1.0755160617534094,-1.1882126590110806,-1.1453058740297442,NA,NA,1.8388154525238536,1.2177316559212898,1.083582529677929,-1.1127205111301768,1.140691836536036,1.1757851490422593,-2.047502668946122,1.0817311162903478,-1.0948869300169788,-1.105007216457176,-1.0798764600027946,-1.173120372210951,-1.1172576564757217,-1.1410315413162717,1.2180200122599303,-1.1284408607690612,-1.0556174088886758,1.129767415016184,-1.9753708341423666,1.1454222492482873,1.0658978959899377,1.0832850516511616,1.156628030157738,1.1581677405406032,1.9115830866943178,1.0896923196949486,1.142561199259678,1.1083220177841313,1.1325500808633349,-2.100208378314849,-2.052139874308609,-1.141871433879897,1.0899281284676297,1.063007603925147,1.0880952034344324,1.1081034287774385,1.075933139743109
HLA.B,1.3020876783945086,1.2967738973695886,NA,1.3501914218472866,1.3339723604059124,1.2420597536500702,-1.488066964036298,-1.4458132067317797,-1.2569087867770516,1.2685376160794968,-1.415519294851477,-1.379941555572902,-1.4020873662278077,-1.4585941003698062,1.3645118734078707,1.2329248269619024,1.2241532653799392,-1.341326212471483,-1.2835236296258143,NA,-1.3233288350980985,1.328204837397071,1.3596548361038168,1.3883631731659012,NA,1.3514198451403094,1.3402886292935852,-1.3527549659991012,1.2780213506858509,-1.373117600293325,-1.3063259732728731,-1.3277240755656294,-1.334488252218791,-1.3506004710321224,-1.3489007661328418,1.326900252538531,-1.3695055227033393,-1.2837222449824437,1.2389159348997316,-1.432102080930974,1.3512375541263697,1.2637065996618173,1.2507887173852226,1.2643872766451356,1.2199735837644412,1.359686440291286,1.2230355719260044,1.3104214058525308,1.3129481389329174,1.330430610381768,-1.4616512086613325,NA,-1.4667144263375493,1.2680300338305048,NA,NA,1.3289210878225335,1.2447817896292073
HMGB1,-1.1923444146071778,-1.2378774398484471,1.1516697212561722,-1.2126279767431019,-1.1833769935188252,-1.2186995540104681,NA,1.1300988277511166,1.1803612509102221,-1.1325909062083341,1.0892261785597772,1.1870493728652678,1.2080664142805957,NA,-1.189668597772429,-1.2428150243651759,-1.2296454917736281,1.1636431033680126,1.1363628515217552,NA,1.2135702834500326,-1.1250140481884563,-1.2179831907780392,NA,1.1276753902248096,-1.2406515915748857,-1.158946264282513,NA,-1.2187250635876197,1.1870397485222615,1.1518008685440668,1.1809933064652727,1.1552709360012898,1.253634504475663,1.172854855843005,-1.1546647765898017,1.1402009806240045,1.244650328511138,-1.2059765588913793,1.103278802532641,-1.224515758273085,-1.2107475884522911,-1.210479496243049,-1.1995254130978708,-1.1081571160642902,-1.1957541759426438,-1.1755591638107958,-1.185012456329862,-1.251774262311307,-1.1727367494162249,1.021671421851569,NA,1.1430250668710644,-1.1945897676258694,-1.2029028950323661,-1.213330613462151,-1.2031458028250333,-1.2056027684871562
HRAS,2.3022338019547437,2.2358989325046177,-2.395119118796864,2.3296024137280242,2.3518005747943564,2.302244672563491,NA,NA,-2.413583404128699,2.3171337300436736,NA,-2.394328168580186,-2.4843895035251733,NA,2.4403708972746125,2.364462058307629,2.2899046389352895,NA,-2.3056520076276907,NA,-2.3320895330145572,2.4441201093610476,2.3040397690346373,2.34232926138484,NA,2.3183843899638967,2.544777300170934,-2.48001493561624,2.1846815345795965,-2.3958859092282854,-2.377756533745143,-2.3453525909944357,NA,-2.3574820006686927,-2.4104402617538643,2.3476085643620626,-2.4919169515892374,-2.351501913708876,2.3358414744123923,-2.5550363108838536,2.318085793430475,2.3410712797038724,2.3087537435729115,2.4341642403855763,2.530897065220779,2.3972682393444824,2.260983946670109,2.230702910419773,2.240216350905671,2.286909931572539,-2.517243753999305,NA,NA,2.4420267962642304,2.466697960424596,2.330371165821293,2.3437105748274134,2.355017564001215
HSP90AA1,0.21776057389610648,0.24702581639055843,-0.2763582669739582,0.27584617981807946,0.2351887917996187,0.22243503117671398,NA,-0.3150502319200727,-0.22318560201289922,0.27657322080564994,-0.26305790498906284,-0.23260513078457756,-0.31425619396734356,NA,0.22769964181865815,0.2805131161684853,0.260427788936715,-0.2799205810033958,-0.3063787030883359,NA,-0.3126982269800728,1.227611235859419,0.2567289251392924,-0.6878213045262362,0.650601274121036,0.2532276914341808,-0.6784011443868144,NA,0.2141653257833228,-0.24987396832277853,-0.21922439959218565,-0.23650458805804486,0.6250600151122402,-0.28638495770641387,-0.23995653767925035,0.28599789624591215,-0.24267890595191527,-0.19750603295842384,0.30781815078525226,NA,0.2840129343523557,0.29054728071764685,0.2819760581420232,0.2576386542406733,-0.7101801289343075,NA,0.2843572630966572,0.20077217271465914,0.2038208790516488,0.25919092996335713,NA,NA,-0.2509643967496544,0.24650163857147828,0.2578485185565996,-0.6697845316477216,0.24596696565320408,0.2486303241903024
HSP90B1,1.0141294957018094,0.9814012615243509,0.1168236322896882,0.9718944951555317,0.9809777768435302,0.9868172366722393,NA,-1.1659228835927693,-0.9752660890346027,0.9950431681583325,-1.0061980194474192,0.09626475223242609,-0.9896023336775527,NA,1.0200430634982232,0.9810470006556502,0.9953055463059944,0.05013037597177539,-1.0039885275573683,NA,0.08011154109167361,2.0327779789246954,1.045310592067929,1.05705621811951,-1.0229485871203152,-0.07838353125572961,1.0596655490045226,NA,0.9965146465912893,-0.9509136303884056,-0.9985867272696982,0.20320157132958241,-1.1070296624746299,-1.024710018183078,-0.9924968537165118,0.9886908747279975,0.11909804383598888,-0.9927701456342688,0.9969236651819049,NA,1.0058684314579538,1.0161433690552635,1.0177603871889147,0.9722225440781499,0.9784313491239942,2.1606759901977486,-0.10568717805235284,1.0009569872269146,0.9768428645959953,1.008522647947615,NA,NA,0.12551733753437247,-0.11123862099149905,1.0028031674347175,0.9888260266793228,0.9992701725933826,0.990004968167485
HSPA8,1.0395197623829344,1.0429229062501422,-1.0940197868733552,1.1212215108119055,1.0503722668481323,1.033718158723236,-1.1834100378495036,-1.2163185696011238,-1.0699702871842987,1.048337671921072,-1.115000554046798,-1.160994468607413,-1.1068800466263058,-1.3706594349810932,1.0895790952493265,1.0654215615193945,1.0024891783302048,-1.1160919843714792,-1.1522741882938061,-1.1215504176889826,-1.2070022566324654,1.1280861799387474,1.1319392597871465,1.0865131982863208,-1.1066880347348604,1.000538701827392,1.0879532313789337,-1.190710899858557,1.1241614754822333,-1.0961693440795204,-1.0786664614631063,-1.0397115571371576,-1.1758306477167453,-1.0117224972970393,-1.0880423584620296,1.0985274714380568,-1.1200823892046228,-1.0493150253859242,1.0902528006088787,-1.1919196051575083,1.1089610353283257,1.0431018564048053,1.0758703368618472,1.1042015756826953,1.1256595394476636,1.126171375196444,1.0065945421864566,1.046886950644164,1.1197572009844987,1.0229632392810577,-1.1915391270918043,-1.2358832938873228,-1.0805672343859174,1.1351416818507392,1.025719016016132,1.1501559123247216,1.0881567449519103,1.0800290941752921
HSPG2,2.4470999135462703,2.3691750410672423,-2.375993395823559,2.4364164769242493,NA,2.380878111958646,NA,-2.8377193609312283,-2.416589336520645,2.5204856697329636,-2.5522769974704707,-2.424842302853703,-2.5265616613314608,NA,2.4520063926979967,2.377220120863127,2.4108018271915745,-2.7874150437596756,-2.4326532966867997,-3.2579260206989593,-2.6896529843087387,2.349872927317973,2.5299031591823926,2.8091181182884966,-2.627125850620107,NA,2.524564280946186,NA,2.4288993953720897,-2.5261109259423202,-2.5946130978958375,-2.374917380811751,-2.3864721696651223,NA,-2.4418086623699957,2.464420858570745,-2.5461682273091157,-2.4827251306431,2.481804457967131,NA,2.44167012109449,2.4548689049311534,2.527736222103955,2.4664660575792694,2.6081772543564052,2.3987500758297506,2.287285910544881,2.5523510100894766,NA,2.4888547485451697,NA,NA,-2.4667460677924784,2.4246808488702305,2.5070228748032504,2.529488761909133,2.507374812567609,2.424998435417773
ICAM1,2.0656296365563946,2.099572710575538,NA,NA,2.16655109729129,1.9965728618595446,NA,NA,-2.010406071053799,2.065152910515116,-1.6988046855880206,NA,-2.1036787607878837,NA,2.1240683351365064,2.0618559677546444,2.0895570885889936,-1.822976183248952,NA,NA,NA,2.0008966155855994,2.1081579549702205,2.5309428049207323,NA,2.053789783477443,2.6248967737295024,NA,2.0804868648372565,-2.101223510483526,-1.9900807012332558,NA,NA,-2.1074651784843192,-2.158635928911694,2.017873950507912,-2.1526431733530877,-1.9759115498759825,2.1100150250382197,-2.5879837277142923,1.9426403225621647,NA,2.105346414312777,2.153943133040865,2.450711929208737,2.52675370783778,NA,NA,NA,2.127283782752797,-2.647194336085748,NA,NA,2.0538289855062613,2.049265720714113,2.412555177822296,2.056701184663549,2.106589471236653
ITGB3BP,0.8600730763335295,0.7987923917065065,-0.895745758826985,0.8008243563571131,0.8986890003368435,0.8467791072898017,NA,-0.972644607762449,-0.912854660660335,0.9065184654445789,-0.9006866733750153,-0.8435345006704749,-0.8532285432531792,NA,0.8131047861858508,0.8704819353671428,0.756520617502792,-0.8685958786241206,-0.8892646973384003,-0.9280883618647947,-0.8881055119735105,0.89436582603808,0.8724768654035912,0.8637944217406742,-0.9056315267470862,0.8790020985264599,0.9317089556874759,NA,0.814538511448523,-0.8020379516302795,-0.8536508197753991,-0.8304361880372275,-0.8842350305091514,-0.841424070437924,-0.8556749265194339,0.878640649833824,-0.8104467131326669,-0.8261651364462742,0.8590552373007174,-0.9774055413963846,0.8127054100781008,0.8492467467144919,0.8787462950768252,0.8210298169706025,0.7938743195659607,NA,0.8645683457925417,0.8431628134855527,0.8214031915088061,0.8089716402135244,-1.0149836583757599,-0.9724279331699304,-0.9328390712967224,0.7707511749119782,0.770764713894272,0.8452880127404274,0.8022810075106005,0.8072965673976559
LAMA5,0.7676713613020579,0.9407103441970273,-0.7598689585130018,0.7350094247668013,0.7465814384171064,0.7699340611055105,NA,NA,-0.7986819047558404,0.8077852917615973,-0.815682729925132,-0.8106618953553372,-0.6680163319586793,NA,0.761684434232546,0.723252539075155,0.9152434721423193,-0.8410114190603316,-0.778074540090938,-1.9850416943095628,-1.1152730149077055,NA,1.0771087951987113,1.0151559619423378,-0.9531610414171429,NA,NA,NA,0.7494176233407246,-0.8058777772973731,-1.0459186447096682,-0.8341657333094229,-0.6228596620151614,-0.820756678657325,-0.9964123703958646,0.9662391893403696,-0.7553422772659705,-0.7831699193966272,0.7722329854237723,NA,0.7692992838528359,NA,0.7871141255886535,0.7724286075526592,NA,NA,0.7765990411318596,0.7749170780782466,0.7378606245091801,0.7793278072073206,-0.55321062336363,NA,-0.8385088345366543,0.7761933779489483,0.7560218872700126,NA,0.8168830369303198,0.7885485222572735
