rownames(all_activity_scores),786-0,A498,A549/ATCC,ACHN,BT-549,CAKI-1,CCRF-CEM,COLO 205,DU-145,EKVX,HCC-2998,HCT-116,HCT-15,HL-60(TB),HOP-62,HOP-92,HS 578T,HT29,IGROV1,K-562,KM12,LOX IMVI,M14,MALME-3M,MCF7,MDA-MB-231/ATCC,MDA-MB-435,MOLT-4,NCI-H226,NCI-H23,NCI-H322M,NCI-H460,NCI-H522,NCI/ADR-RES,OVCAR-3,OVCAR-4,OVCAR-5,OVCAR-8,PC-3,RPMI-8226,RXF-393,SF-268,SF-295,SF-539,SK-MEL-28,SK-MEL-5,SK-OV-3,SN12C,SNB-19,SNB-75,SR,SW-620,T-47D,TK-10,U251,UACC-257,UACC-62,UO-31
CAV1,2.5102545232515343,2.5835852400972605,-2.68788328899603,2.6063719230009745,2.637830648551493,2.5885367114630173,NA,NA,-2.585105007666161,2.5370539956489946,NA,-2.5964577181782564,-2.6893294588937002,NA,2.633741691493636,2.631290357181811,2.5343577805127264,NA,-2.5871410810415405,NA,-2.6416258409409896,2.6261684266778897,2.5627324778558007,2.661436399815015,NA,2.5711627309893483,2.7370188440498495,-2.7701313046552745,2.486644925396807,-2.6323838112412035,-2.6023643508415724,-2.6644759771889497,NA,-2.621575073300634,-2.616308691776927,2.5672830896064767,-2.6656690786338215,-2.5650780460280007,2.590009623157955,-2.770761955273748,2.5313093649133913,2.6659495156497544,2.622362650400528,2.651200410775056,2.6526181922116567,2.6489470640006223,2.526046081384055,2.5934743375148064,2.5413882284181284,2.5615015580092724,-2.794744031773567,-3.093979929423037,NA,2.6260924242847574,2.60746800362221,2.622259520370276,2.641778601436928,2.622514373930204
CD44,3.2706440530139274,3.293497274392699,-3.365650197890162,3.3468086199623746,3.3609236643794653,3.296129674920536,-3.451191196755912,-3.3044576489019852,-3.323560023870698,3.3789381188733816,-3.3119813154431403,-3.3654411177345676,NA,-3.9038741949982887,3.342501275793587,3.2723321881871223,3.3632712947303927,-3.2350852841987625,-3.4142205377833497,NA,-3.215891872571551,3.5016041254339036,3.3540122598715127,3.2870301834605566,-3.43079678860715,3.473414001416713,3.4469139622556932,-3.740039408348755,3.3827616287641344,-3.3730186570747143,-3.1910746329611923,-3.437811483987954,NA,-3.422126415426721,-3.411838084001107,3.3189462562104066,-3.3200903772493757,-3.3574911186122494,3.32978099264767,NA,3.2197243855386506,3.309210925453227,3.3391738328340064,3.2637695253379237,3.4486493639450773,3.3973558357420592,3.318399248845081,3.3883759384151477,3.4127779178580586,3.4081571379930145,NA,NA,-3.3883295254657213,3.241421112090762,3.4543272000473966,3.395381525106159,3.3972707891087217,3.352354682591003
CD47,0.8378437725587877,0.7540039100425111,-0.773341001899318,0.7697302835430919,0.7961367451858237,0.74946291713245206,NA,NA,-0.7483619938753033,0.8230072296419519,-0.7292439477227787,-0.9004950668009849,-0.7894133041525828,-1.0491872478102504,0.8417752365703197,0.7962880769050042,0.6695818516688385,-0.7737548460223744,-0.8144272156903556,NA,NA,0.7768998973070073,0.7833246733754533,0.7215675977919802,-0.8689637647856059,0.7110784156971969,0.7734978679168755,NA,0.7848691674969911,-0.7752000751189476,-0.701662408394392,-0.823948241941177,NA,-0.7873811205739458,-0.7084052859249622,0.7646555125823552,-0.8253037221949602,-0.7734217549247238,0.8125153807630163,-1.0062971918248267,0.6949129822766602,0.7745136115999245,0.8466191814304501,0.7758751116929278,0.9099241722022164,0.9719289183915631,0.771617801182376,0.7509442577498717,0.7469328087811349,0.8266307813564857,-1.0344044026719361,NA,-0.788436498762193,0.8123281994767395,0.7836155637602995,0.8626407941661889,0.8256914646075235,0.7490803990514958
CD63,4.558165332341674,4.6518310884627185,-4.7264853522392105,4.73983497722766,4.368803444288625,4.582213296007351,-4.845112886183694,-4.60856779935793,-4.6199897932722545,4.64705178732412,-4.711108786866734,-4.337642461399787,-4.6745614853170006,-5.051459945700706,4.439046329646868,4.550879535339372,4.702558792650456,-4.691493443328608,-4.556816876757799,-4.727707179848363,-4.652508787663058,4.5223369636313135,4.625923124454899,4.722031055070428,-4.8448235922980984,4.595569849152021,4.708922643706829,-4.634712472284301,4.553023796723889,-4.48998592475129,-4.641548388949515,-4.413478652373923,-4.550130199323151,-4.4481020402225875,-4.711900790922803,4.585421982496633,-4.605699197014909,-4.657923033629156,4.560671176528063,-4.715682171310052,4.669500039094281,4.5380101231264485,4.4473641076379975,4.501318742940935,4.637773003620643,4.628796391575977,4.608216945439978,4.5844772287506075,4.526798863493625,4.370405824795319,-4.752713086037376,-4.868613965547041,-4.657976834369818,4.514637827673327,4.5416638874268624,4.689623359421064,4.490535357919722,4.655043124056571
CD82,1.1495349723519237,NA,NA,1.1682812429697762,1.085318340154475,1.1614217066778658,-1.3258210341446481,-1.224223830714333,NA,NA,NA,-1.0274890475367133,NA,NA,1.0682974178840796,1.1470839328999398,1.1283515899866317,NA,NA,NA,NA,1.1499605563451958,NA,1.1243201857878913,NA,1.2058991369494019,NA,NA,1.061528011750624,-1.1255433499008818,-1.148821226363085,NA,NA,-1.1536593198899527,NA,1.1333848040094132,NA,NA,NA,NA,1.1146923031185745,1.0743046891439925,1.1246280114325424,1.125451003991211,1.1398310669716643,NA,NA,NA,NA,1.0600023302863912,NA,NA,NA,1.1274601331699046,1.0731272821620472,1.112840814779183,1.1662126214651805,1.1081002416707832
DAG1,2.8057226136666396,2.7979140636257918,-2.894079643910123,2.829655781630428,2.9231754270153147,2.8854765077757234,-3.7194563716789286,-3.4646468333291076,-2.6869541575671514,2.971640505958685,-2.9693199582368406,-2.900703339108794,-2.9688372082738343,NA,2.853086465954533,2.7692846145419936,2.8012233085078906,-3.018555662671906,-2.8498669089456525,-2.912864257019388,-2.9614092954074582,3.0329257132471006,2.9473813656803727,2.96198499290933,-3.0852434809880918,3.0777198854340586,3.1810992208970648,NA,2.8603655722020895,-2.96896214419714,-2.791328542113142,-2.921168175940047,-2.720845799740755,-2.7414462477729633,-2.851838279505595,2.867935380221386,-2.8621793482448235,-2.8772534849135805,2.930351965926004,-3.75969968251534,2.8986960621329168,3.1483188535264905,2.9380270604302883,2.8599466497553006,3.2024918631839125,3.1131276157062273,2.9005869956406647,2.9153933360395494,2.8141142998447366,2.899447027975142,-2.6327897607418542,-3.59558810936758,-2.980163161841742,2.8526606864368707,2.987482113288498,3.162083511349857,2.9058685425383124,2.8887044278096954
DCBLD2,2.3133711224248446,2.284625811096164,-2.3438813484394005,2.2323484684883597,2.3494077893515937,2.278295520404173,-2.598916010872217,-2.3936484748537232,-2.2163322619813273,2.2335267005995494,-2.4403734375852872,-2.3504012217862282,-2.308205920349637,NA,2.2871343911452384,2.1892989237127294,2.123918192745297,-2.4238201860316253,-2.32962386814917,NA,-2.3649354871971955,2.1158632825738373,2.4131773286790454,2.2545200734383313,-2.4517344913136716,NA,2.3254769836387075,-2.36602845111962,2.4143139239029217,-2.1941572893812986,-2.2907001007526695,-2.447191258493705,-2.299362340911735,-2.4102495752572697,-2.312487347847172,2.3533888836399544,-2.3267216037627074,-2.2742001511219976,2.328984302451116,NA,2.3372086507504397,NA,2.178875239772125,2.3201901027794944,2.197287665174247,2.393035285546322,2.2487725570960877,2.323161014174083,2.1968481558513386,2.1821223880827882,NA,NA,-2.3078246401242666,2.2730374002095584,2.241764980667832,2.2233332834901214,2.3306990361975926,2.3532475817271363
EGFR,1.489435892867727,1.471635374302328,-1.3704069771239868,1.4402484329086354,1.484268711525208,1.4064637680817813,NA,-1.522879422482291,-1.363604301406918,1.5029668873978488,-1.4261926511199712,-1.4225020638817556,-1.5798925775825332,NA,1.4268786383801253,1.4214869769475138,1.4497011125895647,-1.5211047349585283,-1.3981751634135746,NA,-1.6433047302053412,1.5004939661922598,1.3722290733709783,NA,NA,1.4466400585451356,NA,NA,1.5450251444112009,-1.4483767880755598,-1.4164689842093066,-1.4368244028291506,NA,-1.5133989066502878,-1.4320708270656612,1.4648210747652266,-1.4948353263081242,-1.5185947117929435,1.4951465327080917,NA,1.42149371077584,1.5527224289719326,1.4114848728652056,1.4514249689678353,NA,NA,1.4103205374834613,1.4087612042765034,1.4658903162752837,1.4761563152735955,NA,NA,-1.450013943004946,1.5727232278107173,1.4561808252777924,NA,1.4304430046353358,1.4993556771207162
EPHA2,0.24527014524463336,-0.010693140860948228,-0.21200474666758917,-0.02486008774404815,-0.04833179167040649,-0.01022912415469194,NA,0.12355565017587003,0.01601416138269096,-0.015017836251764486,-0.010089834462850075,0.189886553483059,-3.5467687714291207e-4,NA,0.26220496098210166,0.264650650413614,-0.25231316980375984,-0.35132447213545065,-0.3206504424934008,NA,0.035952538185376914,0.22425388950119504,NA,0.3387262525326142,NA,0.30288882336371864,-0.0635617614090728,NA,0.2785362744524331,0.027800012259716584,0.0583577007505664,0.0118358585034851,0.1877928191522005,0.04628323134591853,0.013416967514723063,-0.016662781461588266,0.0261697474101756,-0.3000627496590853,-0.19321365257061057,NA,-0.22267000157244504,NA,-0.04716575343812011,-0.04926089834751557,NA,NA,-0.05559870615324806,-0.1562946938539357,-0.17270525451267973,-0.03928981188527512,NA,-0.3363578055765957,NA,-0.041702100230651885,-0.18067546944494817,0.31663109555867197,-0.036494979065686405,0.260905150731307
EPHA6,0.10677185256171477,-0.09416803267436771,-0.10577403586842735,-0.10152023902463365,-0.09467565463416017,-0.08970133241766672,0.10183057405057189,0.11478628426088523,0.08138994785601035,-0.1385298284008702,0.03254125416595742,0.16503631229199447,0.06139049617742099,NA,0.0708403999618471,0.058892812052849824,-0.1639580666821085,-0.17944265145831323,-0.09282020793528242,0.6886056800620092,0.05294411821207771,0.061410270850660614,0.12078507671769201,0.13491807470776468,0.06005667834043526,0.15126032869952294,-0.08283162698863401,-0.17778778613650004,0.08919498832446439,0.13374705200722653,0.12177153643043105,0.09495028726317664,0.17649439656678428,0.10775365767753643,0.06096103836712743,-0.05923627218744767,0.07154042214977065,-0.11026694148682405,-0.18135947780657274,NA,-0.23770191934700755,NA,-0.07771682435750796,-0.15203158101050343,NA,-0.2587406460423122,-0.1073716724063627,-0.18779977660565284,NA,-0.11588258431791376,0.15698081357734858,-0.1789792766872459,0.14278240403699416,-0.09885278453063065,-0.1621867958718812,0.1432837366153341,-0.13343180931117024,0.11213587281038888
ERAP1,-0.4322822218179778,-0.43793967356421476,NA,-0.5058620181231258,-0.4135273878588998,-0.4329991549816481,0.31314448282500107,0.36066123902529446,0.446128233207816,-0.43597639835907803,0.3944358636796812,NA,NA,0.24755080652694897,-0.4437293238771567,-0.45449042762935415,NA,0.39381127370249325,NA,0.3342279657317822,0.3573544021412728,-0.44512724537448484,-0.4246945991182574,-0.3658013740363874,NA,-0.39420254152642287,-0.46618676688676325,0.31624506831053467,-0.4334023699506893,0.43023637294608136,0.42502481915365303,0.430674128521656,NA,0.40722866804193414,0.4050271467469574,-0.4059699838492192,NA,NA,-0.37669590504513384,0.31631803285734905,-0.46628928058413577,NA,-0.41747208912369904,-0.37951418754612654,-0.4199082331589567,-0.42758992326627787,-0.42783652793120636,-0.3610436179751356,-0.43992402687388477,-0.3940043274807248,0.3284995946217125,0.31362377384832346,0.3405223045831484,-0.39626179048589627,-0.4067748334020675,-0.3874387238464138,-0.4532559788901619,-0.4858224951369083
ERBB2,-0.21668967710328826,-0.45109856449178,0.44409011627936745,-0.322458463624473,-0.4200891169162036,-0.3947814858297227,NA,0.3126029413665068,0.5092186767228238,-0.419169586603402,0.41716985978745025,0.3894528213472902,0.23771563844994437,NA,-0.41662184420476234,-0.38587958119199767,-0.42977405227387144,0.41516962894430876,0.44939610452455125,NA,0.47125830961081144,NA,-0.41882822907418277,-0.3707742439979538,0.46241897465733606,-0.2904922382848674,-0.3549274194230463,NA,-0.24050836128143593,0.3939981974910417,0.352025493116505,0.48994274465320325,0.13608887734914193,0.40744714393026593,0.5611726928118844,-0.457891650002113,0.3961623802930585,0.23726316718124366,-0.40655797886371564,NA,-0.40289300957332147,-0.1019268180036639,-0.3865399350564017,-0.38717305321794204,-0.08279853689108159,NA,-0.4421064095801923,-0.3986518368061297,-0.4915205326234619,-0.40863779736765604,NA,NA,0.5160215656384339,-0.4154003096770334,-0.39211166542308634,-0.3488792145389304,-0.4045029772087893,-0.23160915650202257
F2R,2.304807958538419,2.3025505807155553,-2.2003312208841646,NA,2.3731782232329306,2.211055976527129,-2.2867409346795995,NA,-2.2632530905893447,NA,NA,-2.2630043365565924,-2.3839020237415154,NA,2.2247510486415036,2.1800420078230576,2.194679022748897,-2.446868282824939,-2.320295870128943,-2.467721007948748,-2.355534903380713,2.2294312852404503,2.2854914376657356,2.3616705667216293,NA,2.319155827269337,2.1914368442704375,-2.4632102509654836,2.3536931837833452,-2.292833144985788,-2.319584252164535,-2.319496966513932,-2.3518476565407695,-2.2560506734386854,-2.2468692193997004,2.3247153241915406,-2.273774756598167,-2.2040200391148663,2.1687815352340465,NA,2.206341063921586,2.232810571644435,2.2332888930168524,2.304018221662577,NA,2.289126139473292,2.2727714265568997,2.271612214827391,2.252566486338918,2.209081926774813,NA,NA,NA,2.4359910151755746,2.16227223379285,2.341599824161688,2.2752729561465417,2.2839988553561166
FGFR1,1.8878931457494053,1.8248633069799443,-1.883297861431081,1.7967700359550969,NA,1.7939013374798238,NA,NA,-1.7563992587680886,1.9352959840066684,NA,-1.859506965322891,-1.9237303679006474,NA,1.7585493865266557,1.7964343573003387,1.8274234005888703,NA,-1.895153098754067,NA,NA,1.874170256623588,1.87517376510123,1.9698049092816534,-2.0242920090385774,NA,NA,NA,1.8518786875815774,-1.88062780307677,NA,-1.7896645834918812,-1.8175303703544239,NA,-1.877373632223902,1.876663942304585,-1.9979892549055474,-1.8867620692358664,1.9022350684571216,NA,1.8856408697828397,1.849473345305795,1.940351962235877,1.8410814395007913,NA,1.8389335322593785,1.7569459434664567,1.8927906713061402,NA,1.9395296113917402,NA,NA,-1.9447105576948993,1.8472906933665247,1.8605952806703683,1.9933085888383484,1.943463920778031,1.7300595430552568
GPC1,2.9300921523020524,2.9537111483170766,-3.037912112999664,3.03412200328942,3.011447980950366,3.0319748079681426,NA,-3.1755076149410253,-2.963411500211136,2.961254736089322,-3.0003825316764305,-2.9560597761911245,-3.1275290128635063,NA,2.9487084904305103,3.0615042672927983,3.0101923409776923,-3.0457768605053386,-2.953210006502874,NA,-3.138462496107871,2.9094792185911227,2.9147830672492057,3.032286392290038,-2.9816228247003074,NA,2.9308017750900635,-3.134861098106338,2.950371194925125,-2.9033804422613727,-3.1010751335754865,-3.0320374555100935,-3.0300906089156796,-3.0820797213772533,-3.0542325854223487,2.940692111988237,-2.92293512537569,-2.837231669721503,2.985385280298282,-3.2178959573258226,2.9254506703974226,3.0399814519688566,3.021378587299054,2.9847207306850256,2.9409835022768838,3.074351960133648,3.016855743335404,2.989272397331467,3.0587176423740625,2.9345100236643145,-3.2839697067412073,NA,-3.0697950824522944,3.0347858124013736,2.952196509957317,3.012059608153614,3.00763354642128,3.014790605305264
HMMR,-0.1314634593929218,-0.17111827389260242,0.13571837546152882,-0.08723966214483253,-0.10436061766105753,-0.15326385574812315,0.04175875615422655,0.1092406955634803,0.2212912761597572,-0.11462107638634482,0.07674952983973973,0.09012490181198059,0.07479788176526303,-0.007160792625544693,-0.0757597679706314,-0.19518505846815823,-0.20345075063974719,0.06255344092596926,0.06185449249059517,0.06612592884044324,0.10493917933015984,-0.11656741864581138,-0.1080404425030558,-0.13119513262722748,0.08161346096510697,-0.0734074604030023,-0.11186271056119325,-0.013353271571493143,-0.1412634901233146,0.19802475996548688,0.1708484558659871,0.15489641537214827,0.13176839226773077,0.15674470503775778,0.12239278876861213,-0.10783291171020554,0.12752895627133548,0.09368154716825057,-0.16421491512556413,-0.0016520021071617188,-0.13477575479340884,-0.13833655633370268,-0.18642965071799203,-0.10662466073681753,-0.16105588055656891,NA,-0.10314953262151962,-0.0948787055382316,NA,-0.10550728575857803,0.04005802922496973,0.06198636111737273,0.07538571081351472,-0.09624988071266155,-0.16855360480635945,-0.14509278300288134,-0.1751010713310753,-0.1705817097941345
IGF1R,1.0953840484668835,1.0378465393008551,-1.0689481687759081,1.040574501867075,1.0986143619799034,1.0633684088152942,NA,-1.1898834195483032,-1.0692892132447347,1.0669880822626996,-1.1963419664202017,NA,-1.228341669606637,-1.3527018663401549,1.0714493969823078,1.064683634730588,0.9893288732536695,-1.1303899070111718,NA,NA,-1.1795587915429733,1.114486383721179,1.1142117255129667,1.1342765667268897,-1.150124361680393,NA,1.0501232963929403,-1.2752868165334892,1.1157327291763106,-1.0945579648496881,-1.1278565598002661,-1.030799959503245,-1.1302052274909054,-1.0860333918107121,NA,1.0958169047776698,-1.081233077874538,-1.0384577661674708,NA,-1.2534956174725747,1.068849987061726,1.1327682021748933,1.100096690197437,1.1326046569239807,1.1403212973691816,1.1201042826351986,1.0486618074064817,NA,1.0484087263252495,1.0112180621669562,-1.2428986278429701,-1.2012720637086078,-1.0694612115956355,1.196931291038745,1.0475970907477932,1.1233001907136673,1.1512555880237458,1.0186244346848523
