Nodes,NodeType,ZeroAct,UpAct,DownAct,AvgAct,measured,Activity,sign_activity,mofa_weights
Gene3806__ALDH7A1,0,0.8571428571428571,0.14285714285714285,0,0.14285714285714285,0,0.14285714285714285,1,NA
KLF4,1,0,1,0,1,1,1,1,3.6869015848492848
Metab__HMDB0000042_c,0,0,1,0,1,0,1,1,NA
