Nodes,NodeType,ZeroAct,UpAct,DownAct,AvgAct,measured,Activity,sign_activity,mofa_weights
Metab__HMDB0000243_c,0,0,1,0,1,0,1,1,NA
PAX6,4,0,1,0,1,1,1,1,3.7106119621425817
PDHX,5,0,0,1,-1,0,-1,-1,NA
