Nodes,NodeType,ZeroAct,UpAct,DownAct,AvgAct,measured,Activity,sign_activity,mofa_weights
E2F4,4,0,0,1,-1,1,-1,-1,-4.416513797029674
RBL2,5,0,0,1,-1,0,-1,-1,NA
