Nodes,NodeType,ZeroAct,UpAct,DownAct,AvgAct,measured,Activity,sign_activity,mofa_weights
FOSL1,4,0,1,0,1,1,1,1,5.904096979570688
JUND,4,0,1,0,1,1,1,1,5.0919292312111715
