model,view,r2_total_percent
current_scale_views_false,RNA,59.599915617064724
current_scale_views_false,metab,18.703693512533505
current_scale_views_false,proteo,23.294737774826046
scale_views_true,RNA,59.59892528542947
scale_views_true,metab,18.675443657489176
scale_views_true,proteo,23.28865883092798
