model,factor,dominant_view,dominant_view_r2_percent,sum_r2_across_views_percent,dominant_view_fraction_of_factor_r2
current_scale_views_false,Factor1,RNA,24.020168210530468,24.237889260478994,0.991017326318776
current_scale_views_false,Factor2,metab,14.09373707159708,20.81491441758254,0.677098007171818
current_scale_views_false,Factor3,proteo,12.875906514554236,15.3475567652272,0.8389548063915322
current_scale_views_false,Factor4,RNA,7.368334151844314,14.58252432094449,0.5052852297500627
current_scale_views_false,Factor5,RNA,13.233035921479196,13.246774748620847,0.9989628549286624
current_scale_views_false,Factor6,proteo,2.692284961742275,5.004078392424638,0.5380181425250965
current_scale_views_false,Factor7,RNA,4.5839551002688435,4.98179589980392,0.9201410881664711
current_scale_views_false,Factor8,RNA,2.817165017310652,3.305402171839422,0.85229114971596
current_scale_views_false,Factor9,RNA,1.946985851676597,1.9551770774951627,0.9958104941425255
scale_views_true,Factor1,RNA,24.031899430345383,24.252697132728787,0.9908959526779626
scale_views_true,Factor2,metab,14.087860292759323,20.809432999717423,0.6769939523556757
scale_views_true,Factor3,proteo,12.875750483396542,15.35513076631634,0.8385308259074765
scale_views_true,Factor4,RNA,7.355399677912544,14.574195015673952,0.5046865140751933
scale_views_true,Factor5,RNA,13.230514642849634,13.243401574114145,0.9990269168240206
scale_views_true,Factor6,proteo,2.6922128830293213,5.006341143839954,0.5377605731766704
scale_views_true,Factor7,RNA,4.592530962175134,4.988561395506097,0.9206122964252332
scale_views_true,Factor8,RNA,2.8135173490246412,3.2615173148447973,0.862640629322713
scale_views_true,Factor9,RNA,1.9485350985426697,1.9576958654754284,0.9953206383614985
